source_record_id,return_item_id,return_id,order_item_id,product_id,quantity,refund_amount,return_reason,created_at,updated_at
SRC_RETURN_ITEM_B001_000002471,RI0000002471,R000005469,OI0000025407,P000484,1,333.00,SIZE_FIT,2025-04-18 03:29:37,2025-04-18 03:29:37
SRC_RETURN_ITEM_B001_000002472,RI0000002472,R000005469,OI0000025408,P000053,1,896.06,LATE_DELIVERY,2025-04-18 03:29:37,2025-04-18 03:29:37
SRC_RETURN_ITEM_B001_000002473,RI0000002473,R000018058,OI0000025409,P000364,1,426.66,DEFECTIVE,2025-05-07 06:19:36,2025-05-07 06:19:36
SRC_RETURN_ITEM_B001_000002474,RI0000002474,R000017481,OI0000025410,P000283,1,1159.43,DEFECTIVE,2024-05-14 11:13:51,2024-05-14 11:13:51
SRC_RETURN_ITEM_B001_000002475,RI0000002475,R000012684,OI0000025430,P000037,1,920.81,DAMAGED,2026-01-03 12:02:25,2026-01-03 12:02:25
SRC_RETURN_ITEM_B001_000002476,RI0000002476,R000011788,OI0000025450,P000129,2,1821.10,UNWANTED,2025-11-23 23:50:53,2025-11-23 23:50:53
SRC_RETURN_ITEM_B001_000002477,RI0000002477,R000002916,OI0000025460,P000328,1,638.71,WRONG_ITEM,2025-12-04 08:20:00,2025-12-04 08:20:00
SRC_RETURN_ITEM_B001_000002478,RI0000002478,R000002916,OI0000025463,P000067,2,2372.26,DEFECTIVE,2025-12-04 08:20:00,2025-12-04 08:20:00
SRC_RETURN_ITEM_B001_000002479,RI0000002479,R000002916,OI0000025459,P000169,1,1001.10,WRONG_ITEM,2025-12-04 08:20:00,2025-12-04 08:20:00
SRC_RETURN_ITEM_B001_000002480,RI0000002480,R000011039,OI0000025525,P000328,1,542.90,DEFECTIVE,2025-11-25 13:24:30,2025-11-25 13:24:30
SRC_RETURN_ITEM_B001_000002481,RI0000002481,R000019800,OI0000025533,P000113,1,244.01,DEFECTIVE,2024-12-02 05:20:15,2024-12-02 05:20:15
SRC_RETURN_ITEM_B001_000002482,RI0000002482,R000019800,OI0000025532,P000135,1,1078.68,SIZE_FIT,2024-12-02 05:20:15,2024-12-02 05:20:15
SRC_RETURN_ITEM_B001_000002483,RI0000002483,R000014177,OI0000025550,P000030,1,882.54,DAMAGED,2025-08-01 06:10:46,2025-08-01 06:10:46
SRC_RETURN_ITEM_B001_000002484,RI0000002484,R000018893,OI0000025569,P000237,1,753.50,DEFECTIVE,2024-10-14 04:27:12,2024-10-14 04:27:12
SRC_RETURN_ITEM_B001_000002485,RI0000002485,R000010242,OI0000025572,P000164,1,1040.84,LATE_DELIVERY,2024-12-02 18:03:11,2024-12-02 18:03:11
SRC_RETURN_ITEM_B001_000002486,RI0000002486,R000012782,OI0000025602,P000412,1,597.86,DEFECTIVE,2024-08-14 14:12:32,2024-08-14 14:12:32
SRC_RETURN_ITEM_B001_000002487,RI0000002487,R000012782,OI0000025601,P000299,3,1242.10,DAMAGED,2024-08-14 14:12:32,2024-08-14 14:12:32
SRC_RETURN_ITEM_B001_000002488,RI0000002488,R000002788,OI0000025611,P000440,1,50.24,LATE_DELIVERY,2025-09-02 00:55:57,2025-09-02 00:55:57
SRC_RETURN_ITEM_B001_000002489,RI0000002489,R000004692,OI0000025655,P000185,1,708.29,WRONG_ITEM,2026-09-09 10:52:33,2026-09-09 10:52:33
SRC_RETURN_ITEM_B001_000002490,RI0000002490,R000004692,OI0000025658,P000346,1,1062.14,UNWANTED,2026-09-09 10:52:33,2026-09-09 10:52:33
SRC_RETURN_ITEM_B001_000002491,RI0000002491,R000004692,OI0000025656,P000436,3,159.84,DAMAGED,2026-09-09 10:52:33,2026-09-09 10:52:33
SRC_RETURN_ITEM_B001_000002492,RI0000002492,R000006908,OI0000025662,P000340,1,1049.54,WRONG_ITEM,2024-09-07 12:37:25,2024-09-07 12:37:25
SRC_RETURN_ITEM_B001_000002493,RI0000002493,R000006908,OI0000025663,P000293,1,273.55,DEFECTIVE,2024-09-07 12:37:25,2024-09-07 12:37:25
SRC_RETURN_ITEM_B001_000002494,RI0000002494,R000016855,OI0000025682,P000189,1,263.76,DEFECTIVE,2024-10-19 09:10:31,2024-10-19 09:10:31
SRC_RETURN_ITEM_B001_000002495,RI0000002495,R000010904,OI0000025704,P000442,1,658.07,LATE_DELIVERY,2024-03-07 15:46:52,2024-03-07 15:46:52
SRC_RETURN_ITEM_B001_000002496,RI0000002496,R000010904,OI0000025705,P000417,1,1069.92,DAMAGED,2024-03-07 15:46:52,2024-03-07 15:46:52
SRC_RETURN_ITEM_B001_000002497,RI0000002497,R000020063,OI0000025712,P000159,2,79.15,WRONG_ITEM,2024-05-27 20:16:09,2024-05-27 20:16:09
SRC_RETURN_ITEM_B001_000002498,RI0000002498,R000020063,OI0000025711,P000100,1,146.26,DAMAGED,2024-05-27 20:16:09,2024-05-27 20:16:09
SRC_RETURN_ITEM_B001_000002499,RI0000002499,R000018963,OI0000025722,P000263,1,754.90,UNWANTED,2024-11-15 04:31:16,2024-11-15 04:31:16
SRC_RETURN_ITEM_B001_000002500,RI0000002500,R000018963,OI0000025721,P000059,1,1142.87,SIZE_FIT,2024-11-15 04:31:16,2024-11-15 04:31:16
SRC_RETURN_ITEM_B001_000002501,RI0000002501,R000018963,OI0000025720,P000401,1,294.92,DEFECTIVE,2024-11-15 04:31:16,2024-11-15 04:31:16
SRC_RETURN_ITEM_B001_000002502,RI0000002502,R000007453,OI0000025725,P000014,1,949.61,UNWANTED,2024-10-18 10:25:51,2024-10-18 10:25:51
SRC_RETURN_ITEM_B001_000002503,RI0000002503,R000007453,OI0000025723,P000254,1,984.07,WRONG_ITEM,2024-10-18 10:25:51,2024-10-18 10:25:51
SRC_RETURN_ITEM_B001_000002504,RI0000002504,R000007453,OI0000025724,P000408,1,55.54,WRONG_ITEM,2024-10-18 10:25:51,2024-10-18 10:25:51
SRC_RETURN_ITEM_B001_000002505,RI0000002505,R000020094,OI0000025730,P000419,2,1715.45,UNWANTED,2025-01-01 20:51:49,2025-01-01 20:51:49
SRC_RETURN_ITEM_B001_000002506,RI0000002506,R000020801,OI0000025746,P000078,2,1022.47,DEFECTIVE,2025-01-12 04:21:30,2025-01-12 04:21:30
SRC_RETURN_ITEM_B001_000002507,RI0000002507,R000020801,OI0000025742,P000008,1,202.36,DEFECTIVE,2025-01-12 04:21:30,2025-01-12 04:21:30
SRC_RETURN_ITEM_B001_000002508,RI0000002508,R000017553,OI0000025788,P000267,1,712.45,WRONG_ITEM,2024-08-27 14:40:39,2024-08-27 14:40:39
SRC_RETURN_ITEM_B001_000002509,RI0000002509,R000017553,OI0000025789,P000050,1,322.88,WRONG_ITEM,2024-08-27 14:40:39,2024-08-27 14:40:39
SRC_RETURN_ITEM_B001_000002510,RI0000002510,R000003032,OI0000025791,P000114,1,710.20,DEFECTIVE,2026-08-04 18:13:48,2026-08-04 18:13:48
SRC_RETURN_ITEM_B001_000002511,RI0000002511,R000010598,OI0000025835,P000287,1,1141.12,SIZE_FIT,2024-03-03 11:02:44,2024-03-03 11:02:44
SRC_RETURN_ITEM_B001_000002512,RI0000002512,R000020843,OI0000025844,P000414,2,343.87,LATE_DELIVERY,2025-03-21 00:21:10,2025-03-21 00:21:10
SRC_RETURN_ITEM_B001_000002513,RI0000002513,R000000512,OI0000025864,P000461,2,1418.98,SIZE_FIT,2025-11-23 18:05:15,2025-11-23 18:05:15
SRC_RETURN_ITEM_B001_000002514,RI0000002514,R000009270,OI0000025887,P000073,1,858.43,SIZE_FIT,2025-03-14 18:15:30,2025-03-14 18:15:30
SRC_RETURN_ITEM_B001_000002515,RI0000002515,R000010418,OI0000025951,P000065,2,1391.83,UNWANTED,2026-07-16 02:42:39,2026-07-16 02:42:39
SRC_RETURN_ITEM_B001_000002516,RI0000002516,R000010418,OI0000025954,P000088,1,523.91,WRONG_ITEM,2026-07-16 02:42:39,2026-07-16 02:42:39
SRC_RETURN_ITEM_B001_000002517,RI0000002517,R000005623,OI0000025956,P000102,1,823.80,WRONG_ITEM,2024-07-24 11:44:35,2024-07-24 11:44:35
SRC_RETURN_ITEM_B001_000002518,RI0000002518,R000005623,OI0000025955,P000325,2,1513.49,SIZE_FIT,2024-07-24 11:44:35,2024-07-24 11:44:35
SRC_RETURN_ITEM_B001_000002519,RI0000002519,R000006985,OI0000025969,P000205,1,229.26,DEFECTIVE,2025-11-26 19:12:02,2025-11-26 19:12:02
SRC_RETURN_ITEM_B001_000002520,RI0000002520,R000002876,OI0000025990,P000201,1,494.20,DEFECTIVE,2025-02-14 17:47:38,2025-02-14 17:47:38
SRC_RETURN_ITEM_B001_000002521,RI0000002521,R000002876,OI0000025989,P000340,1,883.82,WRONG_ITEM,2025-02-14 17:47:38,2025-02-14 17:47:38
SRC_RETURN_ITEM_B001_000002522,RI0000002522,R000011600,OI0000026042,P000422,1,113.14,LATE_DELIVERY,2024-05-31 21:20:07,2024-05-31 21:20:07
SRC_RETURN_ITEM_B001_000002523,RI0000002523,R000017932,OI0000026063,P000292,1,60.07,UNWANTED,2026-08-20 03:22:46,2026-08-20 03:22:46
SRC_RETURN_ITEM_B001_000002524,RI0000002524,R000017932,OI0000026064,P000107,2,268.46,WRONG_ITEM,2026-08-20 03:22:46,2026-08-20 03:22:46
SRC_RETURN_ITEM_B001_000002525,RI0000002525,R000008758,OI0000026108,P000241,1,12.36,UNWANTED,2026-02-24 20:09:07,2026-02-24 20:09:07
SRC_RETURN_ITEM_B001_000002526,RI0000002526,R000008758,OI0000026109,P000001,2,546.87,SIZE_FIT,2026-02-24 20:09:07,2026-02-24 20:09:07
SRC_RETURN_ITEM_B001_000002527,RI0000002527,R000019621,OI0000026110,P000385,2,183.67,LATE_DELIVERY,2026-07-06 20:58:30,2026-07-06 20:58:30
SRC_RETURN_ITEM_B001_000002528,RI0000002528,R000000724,OI0000026113,P000125,1,819.59,UNWANTED,2026-04-09 07:36:43,2026-04-09 07:36:43
SRC_RETURN_ITEM_B001_000002529,RI0000002529,R000000724,OI0000026112,P000381,1,500.71,DEFECTIVE,2026-04-09 07:36:43,2026-04-09 07:36:43
SRC_RETURN_ITEM_B001_000002530,RI0000002530,R000013015,OI0000026114,P000059,1,1085.72,WRONG_ITEM,2025-01-27 19:31:30,2025-01-27 19:31:30
SRC_RETURN_ITEM_B001_000002531,RI0000002531,R000013015,OI0000026119,P000293,1,273.55,SIZE_FIT,2025-01-27 19:31:30,2025-01-27 19:31:30
SRC_RETURN_ITEM_B001_000002532,RI0000002532,R000009588,OI0000026135,P000043,1,296.11,UNWANTED,2025-09-21 23:42:38,2025-09-21 23:42:38
SRC_RETURN_ITEM_B001_000002533,RI0000002533,R000009588,OI0000026134,P000384,2,705.15,DAMAGED,2025-09-21 23:42:38,2025-09-21 23:42:38
SRC_RETURN_ITEM_B001_000002534,RI0000002534,R000001455,OI0000026141,P000458,1,914.20,DEFECTIVE,2025-05-16 07:20:11,2025-05-16 07:20:11
SRC_RETURN_ITEM_B001_000002535,RI0000002535,R000001455,OI0000026143,P000035,2,2021.88,LATE_DELIVERY,2025-05-16 07:20:11,2025-05-16 07:20:11
SRC_RETURN_ITEM_B001_000002536,RI0000002536,R000010355,OI0000026151,P000209,1,626.32,SIZE_FIT,2024-10-19 04:10:07,2024-10-19 04:10:07
SRC_RETURN_ITEM_B001_000002537,RI0000002537,R000010355,OI0000026150,P000217,1,648.19,LATE_DELIVERY,2024-10-19 04:10:07,2024-10-19 04:10:07
SRC_RETURN_ITEM_B001_000002538,RI0000002538,R000018275,OI0000026155,P000315,1,828.43,UNWANTED,2024-07-01 05:23:48,2024-07-01 05:23:48
SRC_RETURN_ITEM_B001_000002539,RI0000002539,R000018275,OI0000026154,P000031,1,752.57,DAMAGED,2024-07-01 05:23:48,2024-07-01 05:23:48
SRC_RETURN_ITEM_B001_000002540,RI0000002540,R000001407,OI0000026167,P000471,1,850.18,SIZE_FIT,2026-04-27 21:00:55,2026-04-27 21:00:55
SRC_RETURN_ITEM_B001_000002541,RI0000002541,R000018342,OI0000026188,P000430,1,30.88,UNWANTED,2024-02-25 14:02:28,2024-02-25 14:02:28
SRC_RETURN_ITEM_B001_000002542,RI0000002542,R000012871,OI0000026203,P000286,2,503.16,DEFECTIVE,2025-11-07 12:32:54,2025-11-07 12:32:54
SRC_RETURN_ITEM_B001_000002543,RI0000002543,R000012871,OI0000026204,P000089,1,767.59,LATE_DELIVERY,2025-11-07 12:32:54,2025-11-07 12:32:54
SRC_RETURN_ITEM_B001_000002544,RI0000002544,R000001886,OI0000026245,P000379,1,1021.66,DAMAGED,2025-07-30 19:18:17,2025-07-30 19:18:17
SRC_RETURN_ITEM_B001_000002545,RI0000002545,R000012117,OI0000026258,P000012,1,47.71,LATE_DELIVERY,2025-05-17 12:51:55,2025-05-17 12:51:55
SRC_RETURN_ITEM_B001_000002546,RI0000002546,R000012117,OI0000026256,P000086,1,884.47,LATE_DELIVERY,2025-05-17 12:51:55,2025-05-17 12:51:55
SRC_RETURN_ITEM_B001_000002547,RI0000002547,R000011306,OI0000026268,P000489,1,313.06,DAMAGED,2024-08-01 20:51:39,2024-08-01 20:51:39
SRC_RETURN_ITEM_B001_000002548,RI0000002548,R000013863,OI0000026308,P000092,1,1098.79,DAMAGED,2024-01-17 10:13:24,2024-01-17 10:13:24
SRC_RETURN_ITEM_B001_000002549,RI0000002549,R000013863,OI0000026309,P000017,1,592.40,UNWANTED,2024-01-17 10:13:24,2024-01-17 10:13:24
SRC_RETURN_ITEM_B001_000002550,RI0000002550,R000013863,OI0000026310,P000128,1,1070.72,LATE_DELIVERY,2024-01-17 10:13:24,2024-01-17 10:13:24
SRC_RETURN_ITEM_B001_000002551,RI0000002551,R000006109,OI0000026320,P000022,1,1158.95,WRONG_ITEM,2026-01-21 03:53:11,2026-01-21 03:53:11
SRC_RETURN_ITEM_B001_000002552,RI0000002552,R000001279,OI0000026326,P000357,2,271.44,SIZE_FIT,2025-02-11 06:06:07,2025-02-11 06:06:07
SRC_RETURN_ITEM_B001_000002553,RI0000002553,R000013333,OI0000026354,P000413,2,158.60,UNWANTED,2026-02-05 17:57:18,2026-02-05 17:57:18
SRC_RETURN_ITEM_B001_000002554,RI0000002554,R000013333,OI0000026351,P000431,1,54.72,WRONG_ITEM,2026-02-05 17:57:18,2026-02-05 17:57:18
SRC_RETURN_ITEM_B001_000002555,RI0000002555,R000013333,OI0000026352,P000326,1,47.10,DAMAGED,2026-02-05 17:57:18,2026-02-05 17:57:18
SRC_RETURN_ITEM_B001_000002556,RI0000002556,R000019180,OI0000026359,P000388,1,878.81,SIZE_FIT,2025-06-18 20:31:49,2025-06-18 20:31:49
SRC_RETURN_ITEM_B001_000002557,RI0000002557,R000019180,OI0000026360,P000249,1,1105.94,LATE_DELIVERY,2025-06-18 20:31:49,2025-06-18 20:31:49
SRC_RETURN_ITEM_B001_000002558,RI0000002558,R000003701,OI0000026367,P000271,2,2217.14,WRONG_ITEM,2024-06-16 21:53:17,2024-06-16 21:53:17
SRC_RETURN_ITEM_B001_000002559,RI0000002559,R000019456,OI0000026372,P000395,1,153.13,UNWANTED,2025-03-05 15:16:59,2025-03-05 15:16:59
SRC_RETURN_ITEM_B001_000002560,RI0000002560,R000019456,OI0000026371,P000149,1,187.43,LATE_DELIVERY,2025-03-05 15:16:59,2025-03-05 15:16:59
SRC_RETURN_ITEM_B001_000002561,RI0000002561,R000014554,OI0000026387,P000494,1,970.81,SIZE_FIT,2024-11-03 12:18:45,2024-11-03 12:18:45
SRC_RETURN_ITEM_B001_000002562,RI0000002562,R000011236,OI0000026431,P000140,1,103.73,LATE_DELIVERY,2024-06-17 08:48:32,2024-06-17 08:48:32
SRC_RETURN_ITEM_B001_000002563,RI0000002563,R000012339,OI0000026494,P000263,1,754.90,WRONG_ITEM,2024-02-17 03:56:07,2024-02-17 03:56:07
SRC_RETURN_ITEM_B001_000002564,RI0000002564,R000005573,OI0000026507,P000463,1,725.36,UNWANTED,2025-10-03 12:26:16,2025-10-03 12:26:16
SRC_RETURN_ITEM_B001_000002565,RI0000002565,R000005573,OI0000026509,P000192,1,212.76,LATE_DELIVERY,2025-10-03 12:26:16,2025-10-03 12:26:16
SRC_RETURN_ITEM_B001_000002566,RI0000002566,R000005573,OI0000026508,P000423,1,719.83,SIZE_FIT,2025-10-03 12:26:16,2025-10-03 12:26:16
SRC_RETURN_ITEM_B001_000002567,RI0000002567,R000000898,OI0000026510,P000083,2,720.64,UNWANTED,2024-08-03 07:41:06,2024-08-03 07:41:06
SRC_RETURN_ITEM_B001_000002568,RI0000002568,R000010534,OI0000026540,P000472,2,1780.32,DEFECTIVE,2026-03-04 10:28:09,2026-03-04 10:28:09
SRC_RETURN_ITEM_B001_000002569,RI0000002569,R000013022,OI0000026546,P000160,2,504.57,SIZE_FIT,2025-03-30 12:23:28,2025-03-30 12:23:28
SRC_RETURN_ITEM_B001_000002570,RI0000002570,R000013022,OI0000026543,P000162,1,130.42,WRONG_ITEM,2025-03-30 12:23:28,2025-03-30 12:23:28
SRC_RETURN_ITEM_B001_000002571,RI0000002571,R000017302,OI0000026561,P000148,1,331.32,WRONG_ITEM,2025-12-03 12:00:11,2025-12-03 12:00:11
SRC_RETURN_ITEM_B001_000002572,RI0000002572,R000017302,OI0000026563,P000236,2,850.75,WRONG_ITEM,2025-12-03 12:00:11,2025-12-03 12:00:11
SRC_RETURN_ITEM_B001_000002573,RI0000002573,R000017302,OI0000026562,P000317,1,1175.69,DEFECTIVE,2025-12-03 12:00:11,2025-12-03 12:00:11
SRC_RETURN_ITEM_B001_000002574,RI0000002574,R000007377,OI0000026566,P000057,1,166.40,DEFECTIVE,2025-06-08 16:23:57,2025-06-08 16:23:57
SRC_RETURN_ITEM_B001_000002575,RI0000002575,R000012421,OI0000026601,P000445,1,339.52,DEFECTIVE,2024-08-15 20:47:05,2024-08-15 20:47:05
SRC_RETURN_ITEM_B001_000002576,RI0000002576,R000000038,OI0000026643,P000261,1,674.40,LATE_DELIVERY,2024-06-06 19:48:44,2024-06-06 19:48:44
SRC_RETURN_ITEM_B001_000002577,RI0000002577,R000004236,OI0000026694,P000207,2,1050.07,UNWANTED,2024-12-26 01:08:03,2024-12-26 01:08:03
SRC_RETURN_ITEM_B001_000002578,RI0000002578,R000004236,OI0000026695,P000335,1,819.48,LATE_DELIVERY,2024-12-26 01:08:03,2024-12-26 01:08:03
SRC_RETURN_ITEM_B001_000002579,RI0000002579,R000015968,OI0000026729,P000087,2,928.85,LATE_DELIVERY,2024-10-14 14:17:34,2024-10-14 14:17:34
SRC_RETURN_ITEM_B001_000002580,RI0000002580,R000015968,OI0000026728,P000025,1,964.52,LATE_DELIVERY,2024-10-14 14:17:34,2024-10-14 14:17:34
SRC_RETURN_ITEM_B001_000002581,RI0000002581,R000015968,OI0000026730,P000044,1,100.19,DAMAGED,2024-10-14 14:17:34,2024-10-14 14:17:34
SRC_RETURN_ITEM_B001_000002582,RI0000002582,R000019889,OI0000026732,P000083,1,379.28,SIZE_FIT,2024-10-02 22:42:29,2024-10-02 22:42:29
SRC_RETURN_ITEM_B001_000002583,RI0000002583,R000019889,OI0000026731,P000476,1,422.51,SIZE_FIT,2024-10-02 22:42:29,2024-10-02 22:42:29
SRC_RETURN_ITEM_B001_000002584,RI0000002584,R000000438,OI0000026734,P000076,1,130.86,DAMAGED,2025-05-15 03:11:39,2025-05-15 03:11:39
SRC_RETURN_ITEM_B001_000002585,RI0000002585,R000007746,OI0000026774,P000301,1,111.98,SIZE_FIT,2024-04-08 18:37:27,2024-04-08 18:37:27
SRC_RETURN_ITEM_B001_000002586,RI0000002586,R000007241,OI0000026775,P000061,1,620.92,SIZE_FIT,2025-01-22 20:14:49,2025-01-22 20:14:49
SRC_RETURN_ITEM_B001_000002587,RI0000002587,R000014294,OI0000026793,P000238,1,760.73,DEFECTIVE,2024-04-27 06:33:32,2024-04-27 06:33:32
SRC_RETURN_ITEM_B001_000002588,RI0000002588,R000021041,OI0000026799,P000290,2,342.55,WRONG_ITEM,2026-03-10 15:56:16,2026-03-10 15:56:16
SRC_RETURN_ITEM_B001_000002589,RI0000002589,R000010024,OI0000026801,P000212,1,1079.98,WRONG_ITEM,2025-05-24 12:55:58,2025-05-24 12:55:58
SRC_RETURN_ITEM_B001_000002590,RI0000002590,R000010024,OI0000026805,P000122,1,1014.73,LATE_DELIVERY,2025-05-24 12:55:58,2025-05-24 12:55:58
SRC_RETURN_ITEM_B001_000002591,RI0000002591,R000000426,OI0000026819,P000462,1,1069.82,DAMAGED,2024-08-29 20:28:16,2024-08-29 20:28:16
SRC_RETURN_ITEM_B001_000002592,RI0000002592,R000000426,OI0000026823,P000109,2,1189.52,WRONG_ITEM,2024-08-29 20:28:16,2024-08-29 20:28:16
SRC_RETURN_ITEM_B001_000002593,RI0000002593,R000003481,OI0000026842,P000040,1,1132.68,SIZE_FIT,2025-04-11 21:51:23,2025-04-11 21:51:23
SRC_RETURN_ITEM_B001_000002594,RI0000002594,R000003481,OI0000026841,P000155,1,756.82,DEFECTIVE,2025-04-11 21:51:23,2025-04-11 21:51:23
SRC_RETURN_ITEM_B001_000002595,RI0000002595,R000003481,OI0000026843,P000490,1,710.75,SIZE_FIT,2025-04-11 21:51:23,2025-04-11 21:51:23
SRC_RETURN_ITEM_B001_000002596,RI0000002596,R000019420,OI0000026853,P000158,1,287.50,WRONG_ITEM,2024-09-27 01:12:40,2024-09-27 01:12:40
SRC_RETURN_ITEM_B001_000002597,RI0000002597,R000020924,OI0000026857,P000472,1,890.16,WRONG_ITEM,2025-01-27 13:32:10,2025-01-27 13:32:10
SRC_RETURN_ITEM_B001_000002598,RI0000002598,R000020924,OI0000026859,P000064,2,350.14,DAMAGED,2025-01-27 13:32:10,2025-01-27 13:32:10
SRC_RETURN_ITEM_B001_000002599,RI0000002599,R000020924,OI0000026858,P000292,2,120.14,UNWANTED,2025-01-27 13:32:10,2025-01-27 13:32:10
SRC_RETURN_ITEM_B001_000002600,RI0000002600,R000004835,OI0000026865,P000488,1,525.16,LATE_DELIVERY,2024-03-06 20:03:26,2024-03-06 20:03:26
SRC_RETURN_ITEM_B001_000002601,RI0000002601,R000004835,OI0000026866,P000248,2,1251.82,DEFECTIVE,2024-03-06 20:03:26,2024-03-06 20:03:26
SRC_RETURN_ITEM_B001_000002602,RI0000002602,R000011635,OI0000026873,P000428,1,890.70,DEFECTIVE,2025-03-05 05:44:51,2025-03-05 05:44:51
SRC_RETURN_ITEM_B001_000002603,RI0000002603,R000011635,OI0000026875,P000379,1,1021.66,UNWANTED,2025-03-05 05:44:51,2025-03-05 05:44:51
SRC_RETURN_ITEM_B001_000002604,RI0000002604,R000015744,OI0000026892,P000022,1,1158.95,DAMAGED,2025-05-05 09:41:30,2025-05-05 09:41:30
SRC_RETURN_ITEM_B001_000002605,RI0000002605,R000011811,OI0000026910,P000158,1,255.55,UNWANTED,2025-09-08 19:55:06,2025-09-08 19:55:06
SRC_RETURN_ITEM_B001_000002606,RI0000002606,R000002441,OI0000026914,P000098,2,1474.80,LATE_DELIVERY,2024-03-15 03:21:02,2024-03-15 03:21:02
SRC_RETURN_ITEM_B001_000002607,RI0000002607,R000002441,OI0000026918,P000452,2,1263.91,UNWANTED,2024-03-15 03:21:02,2024-03-15 03:21:02
SRC_RETURN_ITEM_B001_000002608,RI0000002608,R000002441,OI0000026916,P000068,1,580.31,SIZE_FIT,2024-03-15 03:21:02,2024-03-15 03:21:02
SRC_RETURN_ITEM_B001_000002609,RI0000002609,R000014265,OI0000026971,P000192,1,202.12,DEFECTIVE,2024-04-06 16:38:11,2024-04-06 16:38:11
SRC_RETURN_ITEM_B001_000002610,RI0000002610,R000007082,OI0000027012,P000084,2,2105.94,UNWANTED,2024-03-25 17:35:20,2024-03-25 17:35:20
SRC_RETURN_ITEM_B001_000002611,RI0000002611,R000007082,OI0000027010,P000027,1,756.37,DEFECTIVE,2024-03-25 17:35:20,2024-03-25 17:35:20
SRC_RETURN_ITEM_B001_000002612,RI0000002612,R000009333,OI0000027030,P000094,2,242.64,DAMAGED,2025-04-11 14:09:56,2025-04-11 14:09:56
SRC_RETURN_ITEM_B001_000002613,RI0000002613,R000006453,OI0000027036,P000300,1,1132.21,WRONG_ITEM,2024-01-08 10:56:34,2024-01-08 10:56:34
SRC_RETURN_ITEM_B001_000002614,RI0000002614,R000007264,OI0000027073,P000236,1,382.84,WRONG_ITEM,2025-12-29 11:02:48,2025-12-29 11:02:48
SRC_RETURN_ITEM_B001_000002615,RI0000002615,R000007264,OI0000027071,P000198,1,1147.56,LATE_DELIVERY,2025-12-29 11:02:48,2025-12-29 11:02:48
SRC_RETURN_ITEM_B001_000002616,RI0000002616,R000007264,OI0000027072,P000376,1,890.70,WRONG_ITEM,2025-12-29 11:02:48,2025-12-29 11:02:48
SRC_RETURN_ITEM_B001_000002617,RI0000002617,R000019908,OI0000027089,P000296,1,398.15,SIZE_FIT,2024-02-29 07:42:51,2024-02-29 07:42:51
SRC_RETURN_ITEM_B001_000002618,RI0000002618,R000019908,OI0000027091,P000025,1,916.30,UNWANTED,2024-02-29 07:42:51,2024-02-29 07:42:51
SRC_RETURN_ITEM_B001_000002619,RI0000002619,R000020193,OI0000027098,P000011,1,700.04,LATE_DELIVERY,2026-07-11 23:48:47,2026-07-11 23:48:47
SRC_RETURN_ITEM_B001_000002620,RI0000002620,R000020193,OI0000027100,P000491,2,2187.60,DAMAGED,2026-07-11 23:48:47,2026-07-11 23:48:47
SRC_RETURN_ITEM_B001_000002621,RI0000002621,R000020193,OI0000027099,P000237,1,753.50,SIZE_FIT,2026-07-11 23:48:47,2026-07-11 23:48:47
SRC_RETURN_ITEM_B001_000002622,RI0000002622,R000015825,OI0000027102,P000097,1,557.90,LATE_DELIVERY,2025-11-23 07:24:32,2025-11-23 07:24:32
SRC_RETURN_ITEM_B001_000002623,RI0000002623,R000015825,OI0000027104,P000159,1,39.58,SIZE_FIT,2025-11-23 07:24:32,2025-11-23 07:24:32
SRC_RETURN_ITEM_B001_000002624,RI0000002624,R000005383,OI0000027112,P000034,1,927.17,SIZE_FIT,2025-08-13 08:42:53,2025-08-13 08:42:53
SRC_RETURN_ITEM_B001_000002625,RI0000002625,R000005383,OI0000027111,P000468,1,702.12,UNWANTED,2025-08-13 08:42:53,2025-08-13 08:42:53
SRC_RETURN_ITEM_B001_000002626,RI0000002626,R000005383,OI0000027110,P000286,2,478.01,DEFECTIVE,2025-08-13 08:42:53,2025-08-13 08:42:53
SRC_RETURN_ITEM_B001_000002627,RI0000002627,R000010124,OI0000027128,P000335,1,819.48,WRONG_ITEM,2025-01-25 09:03:22,2025-01-25 09:03:22
SRC_RETURN_ITEM_B001_000002628,RI0000002628,R000010124,OI0000027130,P000479,1,683.06,DEFECTIVE,2025-01-25 09:03:22,2025-01-25 09:03:22
SRC_RETURN_ITEM_B001_000002629,RI0000002629,R000019065,OI0000027141,P000038,1,221.11,WRONG_ITEM,2025-10-04 12:37:07,2025-10-04 12:37:07
SRC_RETURN_ITEM_B001_000002630,RI0000002630,R000001104,OI0000027149,P000450,1,1143.54,WRONG_ITEM,2025-06-24 05:44:47,2025-06-24 05:44:47
SRC_RETURN_ITEM_B001_000002631,RI0000002631,R000001104,OI0000027151,P000264,1,523.75,UNWANTED,2025-06-24 05:44:47,2025-06-24 05:44:47
SRC_RETURN_ITEM_B001_000002632,RI0000002632,R000019233,OI0000027168,P000127,1,158.05,LATE_DELIVERY,2026-04-25 23:17:35,2026-04-25 23:17:35
SRC_RETURN_ITEM_B001_000002633,RI0000002633,R000019233,OI0000027171,P000212,1,909.46,DAMAGED,2026-04-25 23:17:35,2026-04-25 23:17:35
