source_record_id,product_category_id,product_id,category_id,is_primary,active_from,active_to,created_at,updated_at
SRC_PRODUCT_CATEGORY_B001_000000180,PC00000180,P000121,CAT0015,Y,2025-05-15,,2025-05-15 15:47:01,2025-05-15 15:47:01
SRC_PRODUCT_CATEGORY_B001_000000181,PC00000181,P000121,CAT0030,N,2025-05-15,,2025-05-15 15:47:01,2025-05-15 15:47:01
SRC_PRODUCT_CATEGORY_B001_000000182,PC00000182,P000122,CAT0013,Y,2025-02-22,,2025-02-22 00:39:10,2025-02-22 00:39:10
SRC_PRODUCT_CATEGORY_B001_000000183,PC00000183,P000122,CAT0030,N,2025-02-22,,2025-02-22 00:39:10,2025-02-22 00:39:10
SRC_PRODUCT_CATEGORY_B001_000000184,PC00000184,P000123,CAT0015,Y,2024-01-07,,2024-01-07 17:03:44,2024-01-07 17:03:44
SRC_PRODUCT_CATEGORY_B001_000000185,PC00000185,P000124,CAT0023,Y,2026-02-07,,2026-02-07 02:46:50,2026-02-07 02:46:50
SRC_PRODUCT_CATEGORY_B001_000000186,PC00000186,P000125,CAT0030,Y,2026-01-25,,2026-01-25 04:42:46,2026-01-25 04:42:46
SRC_PRODUCT_CATEGORY_B001_000000187,PC00000187,P000126,CAT0013,Y,2024-06-14,,2024-06-14 13:50:29,2024-06-14 13:50:29
SRC_PRODUCT_CATEGORY_B001_000000188,PC00000188,P000127,CAT0014,Y,2024-10-17,,2024-10-17 14:26:14,2024-10-17 14:26:14
SRC_PRODUCT_CATEGORY_B001_000000189,PC00000189,P000128,CAT0026,Y,2023-09-30,,2023-09-30 21:07:22,2023-09-30 21:07:22
SRC_PRODUCT_CATEGORY_B001_000000190,PC00000190,P000129,CAT0012,Y,2025-03-28,,2025-03-28 02:03:46,2025-03-28 02:03:46
SRC_PRODUCT_CATEGORY_B001_000000191,PC00000191,P000129,CAT0020,N,2025-03-28,,2025-03-28 02:03:46,2025-03-28 02:03:46
SRC_PRODUCT_CATEGORY_B001_000000192,PC00000192,P000129,CAT0011,N,2025-03-28,,2025-03-28 02:03:46,2025-03-28 02:03:46
SRC_PRODUCT_CATEGORY_B001_000000193,PC00000193,P000130,CAT0025,Y,2025-05-12,,2025-05-12 04:54:49,2025-05-12 04:54:49
SRC_PRODUCT_CATEGORY_B001_000000194,PC00000194,P000130,CAT0030,N,2025-05-12,,2025-05-12 04:54:49,2025-05-12 04:54:49
SRC_PRODUCT_CATEGORY_B001_000000195,PC00000195,P000131,CAT0027,Y,2025-04-08,,2025-04-08 06:04:04,2025-04-08 06:04:04
SRC_PRODUCT_CATEGORY_B001_000000196,PC00000196,P000131,CAT0023,N,2025-04-08,,2025-04-08 06:04:04,2025-04-08 06:04:04
SRC_PRODUCT_CATEGORY_B001_000000197,PC00000197,P000132,CAT0019,Y,2024-07-08,,2024-07-08 08:18:33,2024-07-08 08:18:33
SRC_PRODUCT_CATEGORY_B001_000000198,PC00000198,P000133,CAT0023,Y,2026-03-13,,2026-03-13 13:46:45,2026-03-13 13:46:45
SRC_PRODUCT_CATEGORY_B001_000000199,PC00000199,P000134,CAT0008,Y,2023-11-30,,2023-11-30 20:43:17,2023-11-30 20:43:17
SRC_PRODUCT_CATEGORY_B001_000000200,PC00000200,P000135,CAT0019,Y,2023-06-02,,2023-06-02 15:17:42,2023-06-02 15:17:42
SRC_PRODUCT_CATEGORY_B001_000000201,PC00000201,P000135,CAT0012,N,2023-06-02,,2023-06-02 15:17:42,2023-06-02 15:17:42
SRC_PRODUCT_CATEGORY_B001_000000202,PC00000202,P000136,CAT0019,Y,2025-06-02,,2025-06-02 02:36:24,2025-06-02 02:36:24
SRC_PRODUCT_CATEGORY_B001_000000203,PC00000203,P000137,CAT0026,Y,2026-05-31,,2026-05-31 05:25:03,2026-05-31 05:25:03
SRC_PRODUCT_CATEGORY_B001_000000204,PC00000204,P000138,CAT0024,Y,2025-01-29,,2025-01-29 20:03:37,2025-01-29 20:03:37
SRC_PRODUCT_CATEGORY_B001_000000205,PC00000205,P000139,CAT0017,Y,2026-05-15,,2026-05-15 23:03:30,2026-05-15 23:03:30
SRC_PRODUCT_CATEGORY_B001_000000206,PC00000206,P000140,CAT0026,Y,2024-10-29,,2024-10-29 09:38:17,2024-10-29 09:38:17
SRC_PRODUCT_CATEGORY_B001_000000207,PC00000207,P000141,CAT0015,Y,2025-04-14,,2025-04-14 08:32:02,2025-04-14 08:32:02
SRC_PRODUCT_CATEGORY_B001_000000208,PC00000208,P000142,CAT0016,Y,2025-12-15,,2025-12-15 22:20:21,2025-12-15 22:20:21
SRC_PRODUCT_CATEGORY_B001_000000209,PC00000209,P000142,CAT0018,N,2025-12-15,,2025-12-15 22:20:21,2025-12-15 22:20:21
SRC_PRODUCT_CATEGORY_B001_000000210,PC00000210,P000143,CAT0021,Y,2026-05-11,,2026-05-11 01:25:15,2026-05-11 01:25:15
SRC_PRODUCT_CATEGORY_B001_000000211,PC00000211,P000144,CAT0021,Y,2023-03-12,,2023-03-12 18:25:16,2023-03-12 18:25:16
SRC_PRODUCT_CATEGORY_B001_000000212,PC00000212,P000144,CAT0025,N,2023-03-12,,2023-03-12 18:25:16,2023-03-12 18:25:16
SRC_PRODUCT_CATEGORY_B001_000000213,PC00000213,P000145,CAT0024,Y,2025-07-14,,2025-07-14 01:49:59,2025-07-14 01:49:59
SRC_PRODUCT_CATEGORY_B001_000000214,PC00000214,P000146,CAT0010,Y,2025-12-11,,2025-12-11 14:45:07,2025-12-11 14:45:07
SRC_PRODUCT_CATEGORY_B001_000000215,PC00000215,P000146,CAT0008,N,2025-12-11,,2025-12-11 14:45:07,2025-12-11 14:45:07
SRC_PRODUCT_CATEGORY_B001_000000216,PC00000216,P000147,CAT0022,Y,2025-03-09,,2025-03-09 20:28:25,2025-03-09 20:28:25
SRC_PRODUCT_CATEGORY_B001_000000217,PC00000217,P000147,CAT0012,N,2025-03-09,,2025-03-09 20:28:25,2025-03-09 20:28:25
SRC_PRODUCT_CATEGORY_B001_000000218,PC00000218,P000147,CAT0010,N,2025-03-09,,2025-03-09 20:28:25,2025-03-09 20:28:25
SRC_PRODUCT_CATEGORY_B001_000000219,PC00000219,P000148,CAT0027,Y,2023-08-26,,2023-08-26 11:56:27,2023-08-26 11:56:27
SRC_PRODUCT_CATEGORY_B001_000000220,PC00000220,P000148,CAT0007,N,2023-08-26,,2023-08-26 11:56:27,2023-08-26 11:56:27
SRC_PRODUCT_CATEGORY_B001_000000221,PC00000221,P000148,CAT0022,N,2023-08-26,,2023-08-26 11:56:27,2023-08-26 11:56:27
SRC_PRODUCT_CATEGORY_B001_000000222,PC00000222,P000149,CAT0016,Y,2024-08-24,,2024-08-24 10:03:14,2024-08-24 10:03:14
SRC_PRODUCT_CATEGORY_B001_000000223,PC00000223,P000149,CAT0029,N,2024-08-24,,2024-08-24 10:03:14,2024-08-24 10:03:14
SRC_PRODUCT_CATEGORY_B001_000000224,PC00000224,P000150,CAT0013,Y,2025-11-24,,2025-11-24 02:51:56,2025-11-24 02:51:56
SRC_PRODUCT_CATEGORY_B001_000000225,PC00000225,P000151,CAT0026,Y,2025-11-14,,2025-11-14 11:36:04,2025-11-14 11:36:04
SRC_PRODUCT_CATEGORY_B001_000000226,PC00000226,P000151,CAT0007,N,2025-11-14,,2025-11-14 11:36:04,2025-11-14 11:36:04
SRC_PRODUCT_CATEGORY_B001_000000227,PC00000227,P000152,CAT0013,Y,2025-03-18,,2025-03-18 01:48:27,2025-03-18 01:48:27
SRC_PRODUCT_CATEGORY_B001_000000228,PC00000228,P000152,CAT0008,N,2025-03-18,,2025-03-18 01:48:27,2025-03-18 01:48:27
SRC_PRODUCT_CATEGORY_B001_000000229,PC00000229,P000153,CAT0011,Y,2024-01-30,,2024-01-30 03:50:42,2024-01-30 03:50:42
SRC_PRODUCT_CATEGORY_B001_000000230,PC00000230,P000154,CAT0019,Y,2023-08-13,,2023-08-13 03:55:39,2023-08-13 03:55:39
SRC_PRODUCT_CATEGORY_B001_000000231,PC00000231,P000154,CAT0022,N,2023-08-13,,2023-08-13 03:55:39,2023-08-13 03:55:39
SRC_PRODUCT_CATEGORY_B001_000000232,PC00000232,P000155,CAT0008,Y,2025-07-19,,2025-07-19 08:14:19,2025-07-19 08:14:19
SRC_PRODUCT_CATEGORY_B001_000000233,PC00000233,P000155,CAT0022,N,2025-07-19,,2025-07-19 08:14:19,2025-07-19 08:14:19
SRC_PRODUCT_CATEGORY_B001_000000234,PC00000234,P000156,CAT0015,Y,2025-04-28,,2025-04-28 09:08:55,2025-04-28 09:08:55
SRC_PRODUCT_CATEGORY_B001_000000235,PC00000235,P000156,CAT0020,N,2025-04-28,,2025-04-28 09:08:55,2025-04-28 09:08:55
SRC_PRODUCT_CATEGORY_B001_000000236,PC00000236,P000157,CAT0007,Y,2025-02-03,,2025-02-03 10:55:22,2025-02-03 10:55:22
SRC_PRODUCT_CATEGORY_B001_000000237,PC00000237,P000157,CAT0021,N,2025-02-03,,2025-02-03 10:55:22,2025-02-03 10:55:22
SRC_PRODUCT_CATEGORY_B001_000000238,PC00000238,P000158,CAT0010,Y,2024-05-15,,2024-05-15 19:29:56,2024-05-15 19:29:56
SRC_PRODUCT_CATEGORY_B001_000000239,PC00000239,P000159,CAT0026,Y,2025-09-04,,2025-09-04 17:35:35,2025-09-04 17:35:35
SRC_PRODUCT_CATEGORY_B001_000000240,PC00000240,P000159,CAT0014,N,2025-09-04,,2025-09-04 17:35:35,2025-09-04 17:35:35
SRC_PRODUCT_CATEGORY_B001_000000241,PC00000241,P000160,CAT0024,Y,2023-08-04,,2023-08-04 04:52:32,2023-08-04 04:52:32
SRC_PRODUCT_CATEGORY_B001_000000242,PC00000242,P000161,CAT0028,Y,2024-05-19,,2024-05-19 06:06:09,2024-05-19 06:06:09
SRC_PRODUCT_CATEGORY_B001_000000243,PC00000243,P000162,CAT0009,Y,2025-03-15,,2025-03-15 02:48:08,2025-03-15 02:48:08
SRC_PRODUCT_CATEGORY_B001_000000244,PC00000244,P000163,CAT0030,Y,2024-04-28,,2024-04-28 12:55:10,2024-04-28 12:55:10
SRC_PRODUCT_CATEGORY_B001_000000245,PC00000245,P000163,CAT0027,N,2024-04-28,,2024-04-28 12:55:10,2024-04-28 12:55:10
SRC_PRODUCT_CATEGORY_B001_000000246,PC00000246,P000164,CAT0022,Y,2023-03-22,,2023-03-22 07:34:20,2023-03-22 07:34:20
SRC_PRODUCT_CATEGORY_B001_000000247,PC00000247,P000165,CAT0014,Y,2026-05-13,,2026-05-13 05:03:04,2026-05-13 05:03:04
SRC_PRODUCT_CATEGORY_B001_000000248,PC00000248,P000165,CAT0018,N,2026-05-13,,2026-05-13 05:03:04,2026-05-13 05:03:04
SRC_PRODUCT_CATEGORY_B001_000000249,PC00000249,P000166,CAT0022,Y,2024-06-09,,2024-06-09 07:12:07,2024-06-09 07:12:07
SRC_PRODUCT_CATEGORY_B001_000000250,PC00000250,P000167,CAT0022,Y,2025-10-22,,2025-10-22 08:42:30,2025-10-22 08:42:30
SRC_PRODUCT_CATEGORY_B001_000000251,PC00000251,P000168,CAT0026,Y,2023-03-16,,2023-03-16 12:13:15,2023-03-16 12:13:15
SRC_PRODUCT_CATEGORY_B001_000000252,PC00000252,P000168,CAT0012,N,2023-03-16,,2023-03-16 12:13:15,2023-03-16 12:13:15
SRC_PRODUCT_CATEGORY_B001_000000253,PC00000253,P000169,CAT0022,Y,2024-04-30,,2024-04-30 08:46:21,2024-04-30 08:46:21
SRC_PRODUCT_CATEGORY_B001_000000254,PC00000254,P000169,CAT0024,N,2024-04-30,,2024-04-30 08:46:21,2024-04-30 08:46:21
SRC_PRODUCT_CATEGORY_B001_000000255,PC00000255,P000169,CAT0029,N,2024-04-30,,2024-04-30 08:46:21,2024-04-30 08:46:21
SRC_PRODUCT_CATEGORY_B001_000000256,PC00000256,P000170,CAT0016,Y,2024-08-01,,2024-08-01 21:44:22,2024-08-01 21:44:22
SRC_PRODUCT_CATEGORY_B001_000000257,PC00000257,P000171,CAT0025,Y,2023-02-27,,2023-02-27 09:07:20,2023-02-27 09:07:20
SRC_PRODUCT_CATEGORY_B001_000000258,PC00000258,P000172,CAT0017,Y,2023-03-28,,2023-03-28 12:35:57,2023-03-28 12:35:57
SRC_PRODUCT_CATEGORY_B001_000000259,PC00000259,P000173,CAT0029,Y,2023-10-20,,2023-10-20 21:32:22,2023-10-20 21:32:22
SRC_PRODUCT_CATEGORY_B001_000000260,PC00000260,P000174,CAT0025,Y,2024-03-15,,2024-03-15 13:53:45,2024-03-15 13:53:45
SRC_PRODUCT_CATEGORY_B001_000000261,PC00000261,P000174,CAT0019,N,2024-03-15,,2024-03-15 13:53:45,2024-03-15 13:53:45
SRC_PRODUCT_CATEGORY_B001_000000262,PC00000262,P000175,CAT0028,Y,2025-09-03,,2025-09-03 08:10:22,2025-09-03 08:10:22
SRC_PRODUCT_CATEGORY_B001_000000263,PC00000263,P000175,CAT0016,N,2025-09-03,,2025-09-03 08:10:22,2025-09-03 08:10:22
SRC_PRODUCT_CATEGORY_B001_000000264,PC00000264,P000176,CAT0024,Y,2023-06-03,,2023-06-03 14:54:41,2023-06-03 14:54:41
SRC_PRODUCT_CATEGORY_B001_000000265,PC00000265,P000176,CAT0030,N,2023-06-03,,2023-06-03 14:54:41,2023-06-03 14:54:41
SRC_PRODUCT_CATEGORY_B001_000000266,PC00000266,P000176,CAT0016,N,2023-06-03,,2023-06-03 14:54:41,2023-06-03 14:54:41
SRC_PRODUCT_CATEGORY_B001_000000267,PC00000267,P000177,CAT0024,Y,2025-03-19,,2025-03-19 15:33:38,2025-03-19 15:33:38
SRC_PRODUCT_CATEGORY_B001_000000268,PC00000268,P000177,CAT0023,N,2025-03-19,,2025-03-19 15:33:38,2025-03-19 15:33:38
SRC_PRODUCT_CATEGORY_B001_000000269,PC00000269,P000178,CAT0027,Y,2024-05-21,,2024-05-21 19:36:21,2024-05-21 19:36:21
SRC_PRODUCT_CATEGORY_B001_000000270,PC00000270,P000178,CAT0029,N,2024-05-21,,2024-05-21 19:36:21,2024-05-21 19:36:21
SRC_PRODUCT_CATEGORY_B001_000000271,PC00000271,P000179,CAT0028,Y,2023-10-29,,2023-10-29 08:42:53,2023-10-29 08:42:53
SRC_PRODUCT_CATEGORY_B001_000000272,PC00000272,P000179,CAT0027,N,2023-10-29,,2023-10-29 08:42:53,2023-10-29 08:42:53
SRC_PRODUCT_CATEGORY_B001_000000273,PC00000273,P000179,CAT0014,N,2023-10-29,,2023-10-29 08:42:53,2023-10-29 08:42:53
SRC_PRODUCT_CATEGORY_B001_000000274,PC00000274,P000180,CAT0026,Y,2023-02-07,,2023-02-07 19:45:18,2023-02-07 19:45:18
SRC_PRODUCT_CATEGORY_B001_000000275,PC00000275,P000181,CAT0021,Y,2024-03-25,,2024-03-25 04:45:40,2024-03-25 04:45:40
SRC_PRODUCT_CATEGORY_B001_000000276,PC00000276,P000181,CAT0025,N,2024-03-25,,2024-03-25 04:45:40,2024-03-25 04:45:40
SRC_PRODUCT_CATEGORY_B001_000000277,PC00000277,P000181,CAT0012,N,2024-03-25,,2024-03-25 04:45:40,2024-03-25 04:45:40
SRC_PRODUCT_CATEGORY_B001_000000278,PC00000278,P000182,CAT0021,Y,2024-08-16,,2024-08-16 06:53:29,2024-08-16 06:53:29
SRC_PRODUCT_CATEGORY_B001_000000279,PC00000279,P000183,CAT0023,Y,2025-02-03,,2025-02-03 20:56:44,2025-02-03 20:56:44
SRC_PRODUCT_CATEGORY_B001_000000280,PC00000280,P000183,CAT0011,N,2025-02-03,,2025-02-03 20:56:44,2025-02-03 20:56:44
SRC_PRODUCT_CATEGORY_B001_000000281,PC00000281,P000183,CAT0018,N,2025-02-03,,2025-02-03 20:56:44,2025-02-03 20:56:44
SRC_PRODUCT_CATEGORY_B001_000000282,PC00000282,P000184,CAT0011,Y,2025-10-10,,2025-10-10 06:03:02,2025-10-10 06:03:02
SRC_PRODUCT_CATEGORY_B001_000000283,PC00000283,P000185,CAT0016,Y,2023-03-14,,2023-03-14 06:00:19,2023-03-14 06:00:19
SRC_PRODUCT_CATEGORY_B001_000000284,PC00000284,P000186,CAT0023,Y,2024-08-12,,2024-08-12 02:06:35,2024-08-12 02:06:35
SRC_PRODUCT_CATEGORY_B001_000000285,PC00000285,P000187,CAT0016,Y,2023-12-21,,2023-12-21 16:02:04,2023-12-21 16:02:04
SRC_PRODUCT_CATEGORY_B001_000000286,PC00000286,P000187,CAT0009,N,2023-12-21,,2023-12-21 16:02:04,2023-12-21 16:02:04
SRC_PRODUCT_CATEGORY_B001_000000287,PC00000287,P000188,CAT0011,Y,2024-12-17,,2024-12-17 21:22:13,2024-12-17 21:22:13
SRC_PRODUCT_CATEGORY_B001_000000288,PC00000288,P000189,CAT0008,Y,2026-06-06,,2026-06-06 21:33:16,2026-06-06 21:33:16
SRC_PRODUCT_CATEGORY_B001_000000289,PC00000289,P000190,CAT0025,Y,2025-06-11,,2025-06-11 01:04:56,2025-06-11 01:04:56
SRC_PRODUCT_CATEGORY_B001_000000290,PC00000290,P000191,CAT0024,Y,2024-03-20,,2024-03-20 10:21:03,2024-03-20 10:21:03
SRC_PRODUCT_CATEGORY_B001_000000291,PC00000291,P000192,CAT0024,Y,2026-06-19,,2026-06-19 18:09:55,2026-06-19 18:09:55
SRC_PRODUCT_CATEGORY_B001_000000292,PC00000292,P000192,CAT0022,N,2026-06-19,,2026-06-19 18:09:55,2026-06-19 18:09:55
SRC_PRODUCT_CATEGORY_B001_000000293,PC00000293,P000193,CAT0028,Y,2023-03-24,,2023-03-24 13:46:36,2023-03-24 13:46:36
SRC_PRODUCT_CATEGORY_B001_000000294,PC00000294,P000194,CAT0012,Y,2026-02-09,,2026-02-09 19:47:19,2026-02-09 19:47:19
SRC_PRODUCT_CATEGORY_B001_000000295,PC00000295,P000195,CAT0009,Y,2024-06-28,,2024-06-28 10:47:14,2024-06-28 10:47:14
SRC_PRODUCT_CATEGORY_B001_000000296,PC00000296,P000196,CAT0016,Y,2024-09-28,,2024-09-28 18:01:55,2024-09-28 18:01:55
SRC_PRODUCT_CATEGORY_B001_000000297,PC00000297,P000197,CAT0015,Y,2024-06-05,,2024-06-05 11:06:07,2024-06-05 11:06:07
SRC_PRODUCT_CATEGORY_B001_000000298,PC00000298,P000197,CAT0017,N,2024-06-05,,2024-06-05 11:06:07,2024-06-05 11:06:07
SRC_PRODUCT_CATEGORY_B001_000000299,PC00000299,P000198,CAT0010,Y,2025-05-29,,2025-05-29 18:14:24,2025-05-29 18:14:24
SRC_PRODUCT_CATEGORY_B001_000000300,PC00000300,P000198,CAT0014,N,2025-05-29,,2025-05-29 18:14:24,2025-05-29 18:14:24
SRC_PRODUCT_CATEGORY_B001_000000301,PC00000301,P000198,CAT0018,N,2025-05-29,,2025-05-29 18:14:24,2025-05-29 18:14:24
SRC_PRODUCT_CATEGORY_B001_000000302,PC00000302,P000199,CAT0009,Y,2025-05-05,,2025-05-05 03:36:35,2025-05-05 03:36:35
SRC_PRODUCT_CATEGORY_B001_000000303,PC00000303,P000200,CAT0018,Y,2026-05-08,,2026-05-08 21:42:36,2026-05-08 21:42:36
SRC_PRODUCT_CATEGORY_B001_000000304,PC00000304,P000200,CAT0024,N,2026-05-08,,2026-05-08 21:42:36,2026-05-08 21:42:36
SRC_PRODUCT_CATEGORY_B001_000000305,PC00000305,P000200,CAT0014,N,2026-05-08,,2026-05-08 21:42:36,2026-05-08 21:42:36
SRC_PRODUCT_CATEGORY_B001_000000306,PC00000306,P000201,CAT0020,Y,2023-02-27,,2023-02-27 22:36:54,2023-02-27 22:36:54
SRC_PRODUCT_CATEGORY_B001_000000307,PC00000307,P000202,CAT0016,Y,2025-08-15,,2025-08-15 04:28:52,2025-08-15 04:28:52
SRC_PRODUCT_CATEGORY_B001_000000308,PC00000308,P000202,CAT0024,N,2025-08-15,,2025-08-15 04:28:52,2025-08-15 04:28:52
SRC_PRODUCT_CATEGORY_B001_000000309,PC00000309,P000202,CAT0026,N,2025-08-15,,2025-08-15 04:28:52,2025-08-15 04:28:52
SRC_PRODUCT_CATEGORY_B001_000000310,PC00000310,P000203,CAT0023,Y,2024-08-28,,2024-08-28 22:17:31,2024-08-28 22:17:31
SRC_PRODUCT_CATEGORY_B001_000000311,PC00000311,P000204,CAT0030,Y,2024-09-22,,2024-09-22 02:58:38,2024-09-22 02:58:38
SRC_PRODUCT_CATEGORY_B001_000000312,PC00000312,P000204,CAT0024,N,2024-09-22,,2024-09-22 02:58:38,2024-09-22 02:58:38
SRC_PRODUCT_CATEGORY_B001_000000313,PC00000313,P000205,CAT0013,Y,2025-11-09,,2025-11-09 11:57:39,2025-11-09 11:57:39
SRC_PRODUCT_CATEGORY_B001_000000314,PC00000314,P000205,CAT0020,N,2025-11-09,,2025-11-09 11:57:39,2025-11-09 11:57:39
SRC_PRODUCT_CATEGORY_B001_000000315,PC00000315,P000206,CAT0025,Y,2023-12-12,,2023-12-12 00:51:20,2023-12-12 00:51:20
SRC_PRODUCT_CATEGORY_B001_000000316,PC00000316,P000206,CAT0020,N,2023-12-12,,2023-12-12 00:51:20,2023-12-12 00:51:20
SRC_PRODUCT_CATEGORY_B001_000000317,PC00000317,P000207,CAT0014,Y,2025-01-07,,2025-01-07 03:47:56,2025-01-07 03:47:56
SRC_PRODUCT_CATEGORY_B001_000000318,PC00000318,P000207,CAT0023,N,2025-01-07,,2025-01-07 03:47:56,2025-01-07 03:47:56
SRC_PRODUCT_CATEGORY_B001_000000319,PC00000319,P000208,CAT0008,Y,2024-10-24,,2024-10-24 01:51:46,2024-10-24 01:51:46
SRC_PRODUCT_CATEGORY_B001_000000320,PC00000320,P000208,CAT0023,N,2024-10-24,,2024-10-24 01:51:46,2024-10-24 01:51:46
SRC_PRODUCT_CATEGORY_B001_000000321,PC00000321,P000209,CAT0028,Y,2023-06-03,,2023-06-03 17:17:18,2023-06-03 17:17:18
SRC_PRODUCT_CATEGORY_B001_000000322,PC00000322,P000210,CAT0018,Y,2024-06-25,,2024-06-25 01:00:51,2024-06-25 01:00:51
SRC_PRODUCT_CATEGORY_B001_000000323,PC00000323,P000210,CAT0026,N,2024-06-25,,2024-06-25 01:00:51,2024-06-25 01:00:51
SRC_PRODUCT_CATEGORY_B001_000000324,PC00000324,P000211,CAT0010,Y,2025-12-26,,2025-12-26 04:16:16,2025-12-26 04:16:16
SRC_PRODUCT_CATEGORY_B001_000000325,PC00000325,P000212,CAT0012,Y,2026-04-08,,2026-04-08 22:01:06,2026-04-08 22:01:06
SRC_PRODUCT_CATEGORY_B001_000000326,PC00000326,P000213,CAT0013,Y,2023-02-03,,2023-02-03 20:21:55,2023-02-03 20:21:55
SRC_PRODUCT_CATEGORY_B001_000000327,PC00000327,P000213,CAT0008,N,2023-02-03,,2023-02-03 20:21:55,2023-02-03 20:21:55
SRC_PRODUCT_CATEGORY_B001_000000328,PC00000328,P000214,CAT0028,Y,2025-07-03,,2025-07-03 03:21:20,2025-07-03 03:21:20
SRC_PRODUCT_CATEGORY_B001_000000329,PC00000329,P000214,CAT0020,N,2025-07-03,,2025-07-03 03:21:20,2025-07-03 03:21:20
SRC_PRODUCT_CATEGORY_B001_000000330,PC00000330,P000215,CAT0008,Y,2024-12-10,,2024-12-10 01:27:04,2024-12-10 01:27:04
SRC_PRODUCT_CATEGORY_B001_000000331,PC00000331,P000215,CAT0022,N,2024-12-10,,2024-12-10 01:27:04,2024-12-10 01:27:04
SRC_PRODUCT_CATEGORY_B001_000000332,PC00000332,P000216,CAT0021,Y,2026-02-07,,2026-02-07 12:28:53,2026-02-07 12:28:53
SRC_PRODUCT_CATEGORY_B001_000000333,PC00000333,P000216,CAT0011,N,2026-02-07,,2026-02-07 12:28:53,2026-02-07 12:28:53
SRC_PRODUCT_CATEGORY_B001_000000334,PC00000334,P000217,CAT0020,Y,2023-08-02,,2023-08-02 19:03:41,2023-08-02 19:03:41
SRC_PRODUCT_CATEGORY_B001_000000335,PC00000335,P000217,CAT0022,N,2023-08-02,,2023-08-02 19:03:41,2023-08-02 19:03:41
SRC_PRODUCT_CATEGORY_B001_000000336,PC00000336,P000218,CAT0020,Y,2025-11-26,,2025-11-26 13:05:50,2025-11-26 13:05:50
SRC_PRODUCT_CATEGORY_B001_000000337,PC00000337,P000218,CAT0011,N,2025-11-26,,2025-11-26 13:05:50,2025-11-26 13:05:50
SRC_PRODUCT_CATEGORY_B001_000000338,PC00000338,P000218,CAT0007,N,2025-11-26,,2025-11-26 13:05:50,2025-11-26 13:05:50
SRC_PRODUCT_CATEGORY_B001_000000339,PC00000339,P000219,CAT0012,Y,2025-10-18,,2025-10-18 10:39:01,2025-10-18 10:39:01
SRC_PRODUCT_CATEGORY_B001_000000340,PC00000340,P000220,CAT0014,Y,2023-03-07,,2023-03-07 11:29:31,2023-03-07 11:29:31
SRC_PRODUCT_CATEGORY_B001_000000341,PC00000341,P000221,CAT0025,Y,2024-07-31,,2024-07-31 13:49:51,2024-07-31 13:49:51
SRC_PRODUCT_CATEGORY_B001_000000342,PC00000342,P000222,CAT0028,Y,2023-12-27,,2023-12-27 01:57:54,2023-12-27 01:57:54
SRC_PRODUCT_CATEGORY_B001_000000343,PC00000343,P000223,CAT0020,Y,2026-03-10,,2026-03-10 00:39:10,2026-03-10 00:39:10
SRC_PRODUCT_CATEGORY_B001_000000344,PC00000344,P000223,CAT0019,N,2026-03-10,,2026-03-10 00:39:10,2026-03-10 00:39:10
SRC_PRODUCT_CATEGORY_B001_000000345,PC00000345,P000224,CAT0028,Y,2023-03-14,,2023-03-14 18:10:34,2023-03-14 18:10:34
SRC_PRODUCT_CATEGORY_B001_000000346,PC00000346,P000224,CAT0010,N,2023-03-14,,2023-03-14 18:10:34,2023-03-14 18:10:34
SRC_PRODUCT_CATEGORY_B001_000000347,PC00000347,P000224,CAT0026,N,2023-03-14,,2023-03-14 18:10:34,2023-03-14 18:10:34
SRC_PRODUCT_CATEGORY_B001_000000348,PC00000348,P000225,CAT0015,Y,2024-02-16,,2024-02-16 13:08:38,2024-02-16 13:08:38
SRC_PRODUCT_CATEGORY_B001_000000349,PC00000349,P000226,CAT0022,Y,2025-03-25,,2025-03-25 09:41:57,2025-03-25 09:41:57
SRC_PRODUCT_CATEGORY_B001_000000350,PC00000350,P000226,CAT0008,N,2025-03-25,,2025-03-25 09:41:57,2025-03-25 09:41:57
SRC_PRODUCT_CATEGORY_B001_000000351,PC00000351,P000227,CAT0017,Y,2026-06-20,,2026-06-20 07:35:33,2026-06-20 07:35:33
SRC_PRODUCT_CATEGORY_B001_000000352,PC00000352,P000228,CAT0025,Y,2026-05-27,,2026-05-27 17:27:03,2026-05-27 17:27:03
SRC_PRODUCT_CATEGORY_B001_000000353,PC00000353,P000229,CAT0007,Y,2025-03-11,,2025-03-11 01:50:14,2025-03-11 01:50:14
SRC_PRODUCT_CATEGORY_B001_000000354,PC00000354,P000229,CAT0027,N,2025-03-11,,2025-03-11 01:50:14,2025-03-11 01:50:14
SRC_PRODUCT_CATEGORY_B001_000000355,PC00000355,P000230,CAT0024,Y,2025-02-24,,2025-02-24 09:54:10,2025-02-24 09:54:10
SRC_PRODUCT_CATEGORY_B001_000000356,PC00000356,P000231,CAT0027,Y,2025-11-19,,2025-11-19 05:20:12,2025-11-19 05:20:12
SRC_PRODUCT_CATEGORY_B001_000000357,PC00000357,P000231,CAT0016,N,2025-11-19,,2025-11-19 05:20:12,2025-11-19 05:20:12
SRC_PRODUCT_CATEGORY_B001_000000358,PC00000358,P000231,CAT0007,N,2025-11-19,,2025-11-19 05:20:12,2025-11-19 05:20:12
