source_record_id,order_id,customer_id,billing_address_id,shipping_address_id,order_timestamp,channel,order_status,currency_code,subtotal_amount,discount_amount,tax_amount,shipping_amount,order_total_amount,created_at,updated_at
SRC_ORDER_B002_000001042,O000121861,C0035342,A00045233,A00045233,2026-09-03 12:34:05,STORE,COMPLETED,GBP,2308.66,0.00,461.73,0.00,2770.39,2026-09-03 12:34:05,2026-09-03 15:35:20
SRC_ORDER_B002_000001043,O000121862,C0014693,A00018830,A00018830,2026-09-03 07:13:53,ECOMMERCE,COMPLETED,GBP,2046.37,131.24,383.02,0.00,2298.15,2026-09-03 07:13:53,2026-09-04 06:32:27
SRC_ORDER_B002_000001044,O000121863,C0015134,A00019388,A00019388,2026-09-03 10:37:13,STORE,COMPLETED,GBP,3088.38,10.32,615.61,0.00,3693.67,2026-09-03 10:37:13,2026-09-03 19:12:37
SRC_ORDER_B002_000001045,O000121864,C0021430,A00027422,A00027422,2026-09-01 11:20:54,MOBILE,COMPLETED,GBP,4576.36,0.00,915.27,0.00,5491.63,2026-09-01 11:20:54,2026-09-01 21:09:28
SRC_ORDER_B002_000001046,O000121865,C0038163,A00048834,A00048834,2026-09-03 02:59:03,ECOMMERCE,COMPLETED,GBP,206.36,10.32,39.21,0.00,235.25,2026-09-03 02:59:03,2026-09-03 18:26:56
SRC_ORDER_B002_000001047,O000121866,C0017514,A00022413,A00022413,2026-09-03 09:39:32,MOBILE,COMPLETED,GBP,1312.48,5.17,261.46,0.00,1568.77,2026-09-03 09:39:32,2026-09-03 18:27:40
SRC_ORDER_B002_000001048,O000121867,C0026924,A00034431,A00034431,2026-09-02 00:55:47,STORE,COMPLETED,GBP,3394.12,153.28,648.17,0.00,3889.01,2026-09-02 00:55:47,2026-09-02 22:27:12
SRC_ORDER_B002_000001049,O000121868,C0010511,A00013489,A00013489,2026-09-03 19:04:58,STORE,COMPLETED,GBP,599.24,0.00,119.85,0.00,719.09,2026-09-03 19:04:58,2026-09-04 12:01:07
SRC_ORDER_B002_000001050,O000121869,C0015886,A00020341,A00020341,2026-09-03 13:20:07,MOBILE,COMPLETED,GBP,2693.58,14.52,535.81,0.00,3214.87,2026-09-03 13:20:07,2026-09-03 20:36:27
SRC_ORDER_B002_000001051,O000121870,C0032288,A00041336,A00041336,2026-09-02 16:21:09,MOBILE,COMPLETED,GBP,1538.70,0.00,307.74,0.00,1846.44,2026-09-02 16:21:09,2026-09-03 11:17:02
SRC_ORDER_B002_000001052,O000121871,C0042020,A00053775,A00053775,2026-09-01 10:17:59,STORE,COMPLETED,GBP,954.69,143.20,162.30,0.00,973.79,2026-09-01 10:17:59,2026-09-01 10:28:01
SRC_ORDER_B002_000001053,O000121872,C0006240,A00008054,A00008054,2026-09-02 18:39:48,ECOMMERCE,COMPLETED,GBP,4564.64,249.02,863.12,0.00,5178.74,2026-09-02 18:39:48,2026-09-03 13:02:20
SRC_ORDER_B002_000001054,O000121873,C0030633,A00039209,A00039209,2026-09-01 14:53:16,ECOMMERCE,COMPLETED,GBP,2282.37,29.78,450.52,0.00,2703.11,2026-09-01 14:53:16,2026-09-02 12:35:09
SRC_ORDER_B002_000001055,O000121874,C0006297,A00008127,A00008127,2026-09-03 17:35:29,MOBILE,COMPLETED,GBP,918.44,91.84,165.32,0.00,991.92,2026-09-03 17:35:29,2026-09-04 09:39:19
SRC_ORDER_B002_000001056,O000121875,C0045043,A00057666,A00057666,2026-09-02 23:48:59,MOBILE,COMPLETED,GBP,1266.54,84.46,236.41,0.00,1418.49,2026-09-02 23:48:59,2026-09-03 07:54:58
SRC_ORDER_B002_000001057,O000121876,C0003995,A00005142,A00005142,2026-09-03 14:31:30,STORE,COMPLETED,GBP,1207.57,86.99,224.11,0.00,1344.69,2026-09-03 14:31:30,2026-09-04 10:23:59
SRC_ORDER_B002_000001058,O000121877,C0009781,A00012559,A00012559,2026-09-03 17:33:46,STORE,COMPLETED,GBP,735.60,0.00,147.12,0.00,882.72,2026-09-03 17:33:46,2026-09-04 16:00:47
SRC_ORDER_B002_000001059,O000121878,C0038176,A00048853,A00048853,2026-09-03 23:49:24,ECOMMERCE,PENDING,GBP,1903.72,0.00,380.75,0.00,2284.47,2026-09-03 23:49:24,2026-09-04 02:27:33
SRC_ORDER_B002_000001060,O000121879,C0027210,A00034795,A00034795,2026-09-01 10:14:19,ECOMMERCE,COMPLETED,GBP,3537.02,48.03,697.79,0.00,4186.78,2026-09-01 10:14:19,2026-09-01 16:53:03
SRC_ORDER_B002_000001061,O000121880,C0035878,A00045920,A00045920,2026-09-01 20:07:09,STORE,COMPLETED,GBP,1909.38,381.88,305.50,0.00,1833.00,2026-09-01 20:07:09,2026-09-02 17:59:50
SRC_ORDER_B002_000001062,O000121881,C0032111,A00041108,A00041108,2026-09-03 06:48:14,ECOMMERCE,COMPLETED,GBP,1615.31,42.54,314.56,0.00,1887.33,2026-09-03 06:48:14,2026-09-03 15:11:15
SRC_ORDER_B002_000001063,O000121882,C0029005,A00037121,A00037121,2026-09-03 15:31:23,STORE,COMPLETED,GBP,1824.65,233.73,318.18,0.00,1909.10,2026-09-03 15:31:23,2026-09-04 03:25:55
SRC_ORDER_B002_000001064,O000121883,C0003070,A00003951,A00003951,2026-09-02 03:56:19,STORE,COMPLETED,GBP,2624.24,0.00,524.84,0.00,3149.08,2026-09-02 03:56:19,2026-09-02 16:24:34
SRC_ORDER_B002_000001065,O000121884,C0021468,A00027467,A00027467,2026-09-02 13:42:29,STORE,COMPLETED,GBP,1535.11,124.26,282.17,0.00,1693.02,2026-09-02 13:42:29,2026-09-03 01:32:04
SRC_ORDER_B002_000001066,O000121885,C0017927,A00022934,A00022934,2026-09-03 02:40:10,STORE,COMPLETED,GBP,724.27,30.99,138.65,0.00,831.93,2026-09-03 02:40:10,2026-09-03 19:58:41
SRC_ORDER_B002_000001067,O000121886,C0047765,A00061169,A00061169,2026-09-02 10:48:24,STORE,COMPLETED,GBP,2281.96,139.29,428.53,0.00,2571.20,2026-09-02 10:48:24,2026-09-03 07:49:16
SRC_ORDER_B002_000001068,O000121887,C0019306,A00024707,A00024707,2026-09-03 05:35:12,STORE,COMPLETED,GBP,2058.17,0.00,411.64,0.00,2469.81,2026-09-03 05:35:12,2026-09-03 09:02:36
SRC_ORDER_B002_000001069,O000121888,C0039922,A00051091,A00051091,2026-09-03 05:09:21,STORE,COMPLETED,GBP,2549.65,182.77,473.37,0.00,2840.25,2026-09-03 05:09:21,2026-09-03 09:14:37
SRC_ORDER_B002_000001070,O000121889,C0041597,A00053235,A00053235,2026-09-02 03:20:09,MOBILE,COMPLETED,GBP,2466.98,158.73,461.65,0.00,2769.90,2026-09-02 03:20:09,2026-09-02 10:01:59
SRC_ORDER_B002_000001071,O000121890,C0047477,A00060791,A00060791,2026-09-02 09:34:24,STORE,CANCELLED,GBP,2886.19,0.00,577.23,0.00,3463.42,2026-09-02 09:34:24,2026-09-03 01:11:03
SRC_ORDER_B002_000001072,O000121891,C0010917,A00014007,A00014008,2026-09-02 12:47:09,MOBILE,COMPLETED,GBP,1066.65,0.00,213.33,0.00,1279.98,2026-09-02 12:47:09,2026-09-03 01:10:21
SRC_ORDER_B002_000001073,O000121892,C0005806,A00007473,A00007473,2026-09-03 13:04:16,ECOMMERCE,COMPLETED,GBP,2275.60,0.00,455.12,0.00,2730.72,2026-09-03 13:04:16,2026-09-04 07:32:40
SRC_ORDER_B002_000001074,O000121893,C0027563,A00035245,A00035245,2026-09-03 22:21:08,ECOMMERCE,COMPLETED,GBP,638.32,63.83,114.90,0.00,689.39,2026-09-03 22:21:08,2026-09-04 18:44:11
SRC_ORDER_B002_000001075,O000121894,C0004836,A00006229,A00006229,2026-09-01 12:14:30,STORE,CANCELLED,GBP,3691.42,0.00,738.29,0.00,4429.71,2026-09-01 12:14:30,2026-09-01 21:59:46
SRC_ORDER_B002_000001076,O000121895,C0044388,A00056825,A00056825,2026-09-02 05:00:30,MOBILE,COMPLETED,GBP,455.49,22.77,86.54,0.00,519.26,2026-09-02 05:00:30,2026-09-02 22:24:22
SRC_ORDER_B002_000001077,O000121896,C0009392,A00012082,A00012082,2026-09-03 01:44:54,STORE,COMPLETED,GBP,3012.90,0.00,602.58,0.00,3615.48,2026-09-03 01:44:54,2026-09-03 18:22:39
SRC_ORDER_B002_000001078,O000121897,C0029022,A00037138,A00037138,2026-09-02 20:11:06,ECOMMERCE,COMPLETED,GBP,3993.10,17.75,795.07,0.00,4770.42,2026-09-02 20:11:06,2026-09-03 01:06:32
SRC_ORDER_B002_000001079,O000121898,C0028346,A00036268,A00036268,2026-09-02 01:08:09,ECOMMERCE,COMPLETED,GBP,996.42,36.21,192.03,0.00,1152.24,2026-09-02 01:08:09,2026-09-02 05:19:08
SRC_ORDER_B002_000001080,O000121899,C0017664,A00022600,A00022600,2026-09-03 15:15:05,STORE,COMPLETED,GBP,1575.32,82.88,298.49,0.00,1790.93,2026-09-03 15:15:05,2026-09-03 21:53:26
SRC_ORDER_B002_000001081,O000121900,C0017144,A00021935,A00021935,2026-09-02 20:57:47,MOBILE,COMPLETED,GBP,1966.49,0.00,393.30,0.00,2359.79,2026-09-02 20:57:47,2026-09-03 17:09:13
SRC_ORDER_B002_000001082,O000121901,C0012490,A00016017,A00016018,2026-09-03 04:31:18,STORE,COMPLETED,GBP,3819.90,10.13,761.95,0.00,4571.72,2026-09-03 04:31:18,2026-09-03 15:26:51
SRC_ORDER_B002_000001083,O000121902,C0010178,A00013063,A00013063,2026-09-01 15:38:48,STORE,COMPLETED,GBP,1253.88,0.00,250.78,0.00,1504.66,2026-09-01 15:38:48,2026-09-02 06:03:29
SRC_ORDER_B002_000001084,O000121903,C0042105,A00053883,A00053883,2026-09-02 05:55:40,MOBILE,COMPLETED,GBP,1984.52,37.79,389.35,0.00,2336.08,2026-09-02 05:55:40,2026-09-02 06:02:32
SRC_ORDER_B002_000001085,O000121904,C0027724,A00035453,A00035453,2026-09-03 20:00:05,STORE,PENDING,GBP,2055.07,103.79,390.26,0.00,2341.54,2026-09-03 20:00:05,2026-09-04 05:51:16
SRC_ORDER_B002_000001086,O000121905,C0000016,A00000020,A00000020,2026-09-01 14:06:57,STORE,COMPLETED,GBP,533.71,15.47,103.65,0.00,621.89,2026-09-01 14:06:57,2026-09-02 08:11:25
SRC_ORDER_B002_000001087,O000121906,C0049487,A00063348,A00063348,2026-09-02 09:41:00,STORE,COMPLETED,GBP,2925.97,162.96,552.60,0.00,3315.61,2026-09-02 09:41:00,2026-09-02 11:38:33
SRC_ORDER_B002_000001088,O000121907,C0028585,A00036569,A00036569,2026-09-03 06:03:52,STORE,COMPLETED,GBP,3894.15,22.13,774.41,0.00,4646.43,2026-09-03 06:03:52,2026-09-04 03:35:29
SRC_ORDER_B002_000001089,O000121908,C0022636,A00028967,A00028967,2026-09-03 02:04:58,ECOMMERCE,COMPLETED,GBP,4956.64,0.00,991.33,0.00,5947.97,2026-09-03 02:04:58,2026-09-03 13:43:01
SRC_ORDER_B002_000001090,O000121909,C0016339,A00020904,A00020904,2026-09-01 17:36:38,ECOMMERCE,COMPLETED,GBP,1029.62,42.94,197.33,0.00,1184.01,2026-09-01 17:36:38,2026-09-01 19:21:05
SRC_ORDER_B002_000001091,O000121910,C0011642,A00014929,A00014929,2026-09-03 20:05:49,ECOMMERCE,COMPLETED,GBP,655.56,32.78,124.56,0.00,747.34,2026-09-03 20:05:49,2026-09-04 02:50:02
SRC_ORDER_B002_000001092,O000121911,C0049180,A00062963,A00062963,2026-09-02 02:54:29,ECOMMERCE,COMPLETED,GBP,1086.78,0.00,217.36,0.00,1304.14,2026-09-02 02:54:29,2026-09-02 23:52:07
SRC_ORDER_B002_000001093,O000121912,C0035692,A00045688,A00045688,2026-09-02 15:16:59,STORE,COMPLETED,GBP,4348.62,0.00,869.72,0.00,5218.34,2026-09-02 15:16:59,2026-09-03 01:40:10
SRC_ORDER_B002_000001094,O000121913,C0027731,A00035461,A00035461,2026-09-01 21:10:53,STORE,COMPLETED,GBP,6496.15,127.64,1273.69,0.00,7642.20,2026-09-01 21:10:53,2026-09-02 04:11:13
SRC_ORDER_B002_000001095,O000121914,C0028522,A00036485,A00036485,2026-09-03 21:51:14,ECOMMERCE,COMPLETED,GBP,3881.10,185.60,739.09,0.00,4434.59,2026-09-03 21:51:14,2026-09-04 20:29:23
SRC_ORDER_B002_000001096,O000121915,C0039939,A00051113,A00051113,2026-09-02 13:18:07,STORE,COMPLETED,GBP,1026.97,131.66,179.06,0.00,1074.37,2026-09-02 13:18:07,2026-09-02 16:33:43
SRC_ORDER_B002_000001097,O000121916,C0015352,A00019664,A00019664,2026-09-03 18:35:11,STORE,COMPLETED,GBP,3133.49,72.36,612.23,0.00,3673.36,2026-09-03 18:35:11,2026-09-04 06:24:54
SRC_ORDER_B002_000001098,O000121917,C0041255,A00052799,A00052799,2026-09-02 05:04:03,STORE,COMPLETED,GBP,1812.45,131.74,336.14,0.00,2016.85,2026-09-02 05:04:03,2026-09-02 22:32:30
SRC_ORDER_B002_000001099,O000121918,C0010829,A00013896,A00013896,2026-09-02 03:45:51,STORE,COMPLETED,GBP,919.88,45.99,174.78,0.00,1048.67,2026-09-02 03:45:51,2026-09-03 00:07:59
SRC_ORDER_B002_000001100,O000121919,C0013252,A00016987,A00016987,2026-09-01 13:24:07,MOBILE,COMPLETED,GBP,5593.49,731.04,972.49,0.00,5834.94,2026-09-01 13:24:07,2026-09-02 11:27:57
SRC_ORDER_B002_000001101,O000121920,C0025492,A00032598,A00032598,2026-09-03 06:30:46,STORE,COMPLETED,GBP,2064.31,250.51,362.76,0.00,2176.56,2026-09-03 06:30:46,2026-09-04 05:19:07
SRC_ORDER_B002_000001102,O000121921,C0006153,A00007940,A00007940,2026-09-02 15:16:47,STORE,COMPLETED,GBP,4784.18,156.55,925.52,0.00,5553.15,2026-09-02 15:16:47,2026-09-03 14:44:31
SRC_ORDER_B002_000001103,O000121922,C0026829,A00034299,A00034300,2026-09-02 14:15:07,STORE,COMPLETED,GBP,879.42,0.00,175.88,0.00,1055.30,2026-09-02 14:15:07,2026-09-02 21:21:49
SRC_ORDER_B002_000001104,O000121923,C0017285,A00022117,A00022117,2026-09-03 05:05:16,STORE,COMPLETED,GBP,2020.00,145.45,374.91,0.00,2249.46,2026-09-03 05:05:16,2026-09-03 19:57:40
SRC_ORDER_B002_000001105,O000121924,C0028422,A00036361,A00036361,2026-09-03 06:20:04,STORE,COMPLETED,GBP,998.63,0.00,199.73,0.00,1198.36,2026-09-03 06:20:04,2026-09-03 11:36:11
SRC_ORDER_B002_000001106,O000121925,C0035194,A00045044,A00045044,2026-09-02 15:37:12,STORE,COMPLETED,GBP,7824.61,0.00,1564.92,0.00,9389.53,2026-09-02 15:37:12,2026-09-03 04:46:05
SRC_ORDER_B002_000001107,O000121926,C0021125,A00027031,A00027031,2026-09-01 19:12:16,STORE,COMPLETED,GBP,1749.96,145.30,320.93,0.00,1925.59,2026-09-01 19:12:16,2026-09-02 11:34:03
SRC_ORDER_B002_000001108,O000121927,C0009062,A00011661,A00011661,2026-09-02 08:02:41,STORE,COMPLETED,GBP,2877.18,104.06,554.62,0.00,3327.74,2026-09-02 08:02:41,2026-09-02 12:07:50
SRC_ORDER_B002_000001109,O000121928,C0049664,A00063572,A00063572,2026-09-02 03:55:06,MOBILE,COMPLETED,GBP,1032.40,121.39,182.20,0.00,1093.21,2026-09-02 03:55:06,2026-09-02 20:12:27
SRC_ORDER_B002_000001110,O000121929,C0043976,A00056297,A00056297,2026-09-01 22:06:28,MOBILE,COMPLETED,GBP,3215.13,169.12,609.21,0.00,3655.22,2026-09-01 22:06:28,2026-09-02 06:27:22
SRC_ORDER_B002_000001111,O000121930,C0000695,A00000898,A00000898,2026-09-01 16:57:45,ECOMMERCE,COMPLETED,GBP,1595.47,37.65,311.56,0.00,1869.38,2026-09-01 16:57:45,2026-09-01 17:50:16
SRC_ORDER_B002_000001112,O000121931,C0025220,A00032249,A00032249,2026-09-02 07:06:44,STORE,COMPLETED,GBP,461.61,0.00,92.32,0.00,553.93,2026-09-02 07:06:44,2026-09-03 02:06:45
SRC_ORDER_B002_000001113,O000121932,C0036471,A00046678,A00046678,2026-09-01 13:24:15,ECOMMERCE,COMPLETED,GBP,608.71,18.65,118.01,0.00,708.07,2026-09-01 13:24:15,2026-09-01 21:51:30
SRC_ORDER_B002_000001114,O000121933,C0042521,A00054418,A00054418,2026-09-01 12:56:09,MOBILE,COMPLETED,GBP,1198.86,61.18,227.53,0.00,1365.21,2026-09-01 12:56:09,2026-09-01 21:36:22
SRC_ORDER_B002_000001115,O000121934,C0011290,A00014483,A00014483,2026-09-03 06:40:35,STORE,COMPLETED,GBP,737.16,36.86,140.06,0.00,840.36,2026-09-03 06:40:35,2026-09-03 22:36:47
SRC_ORDER_B002_000001116,O000121935,C0044897,A00057470,A00057470,2026-09-01 06:27:50,MOBILE,COMPLETED,GBP,3648.74,171.04,695.54,0.00,4173.24,2026-09-01 06:27:50,2026-09-01 17:05:11
SRC_ORDER_B002_000001117,O000121936,C0034512,A00044169,A00044169,2026-09-03 05:45:12,ECOMMERCE,COMPLETED,GBP,1252.56,125.26,225.46,0.00,1352.76,2026-09-03 05:45:12,2026-09-04 02:47:26
SRC_ORDER_B002_000001118,O000121937,C0029006,A00037122,A00037122,2026-09-02 00:24:10,ECOMMERCE,COMPLETED,GBP,2547.18,223.50,464.74,0.00,2788.42,2026-09-02 00:24:10,2026-09-02 20:53:11
SRC_ORDER_B002_000001119,O000121938,C0025610,A00032755,A00032755,2026-09-02 20:51:09,STORE,COMPLETED,GBP,920.34,138.05,156.46,0.00,938.75,2026-09-02 20:51:09,2026-09-03 11:36:36
SRC_ORDER_B002_000001120,O000121939,C0049351,A00063182,A00063182,2026-09-02 11:32:20,MOBILE,COMPLETED,GBP,1430.72,143.07,257.53,0.00,1545.18,2026-09-02 11:32:20,2026-09-02 16:52:00
SRC_ORDER_B002_000001121,O000121940,C0005729,A00007373,A00007373,2026-09-02 08:35:55,STORE,COMPLETED,GBP,2021.11,238.31,356.55,0.00,2139.35,2026-09-02 08:35:55,2026-09-03 06:58:03
SRC_ORDER_B002_000001122,O000121941,C0030964,A00039628,A00039628,2026-09-03 09:45:22,STORE,COMPLETED,GBP,1719.61,74.80,328.96,0.00,1973.77,2026-09-03 09:45:22,2026-09-04 00:36:24
SRC_ORDER_B002_000001123,O000121942,C0026918,A00034423,A00034423,2026-09-03 23:11:13,STORE,COMPLETED,GBP,380.18,29.43,70.15,0.00,420.90,2026-09-03 23:11:13,2026-09-04 11:22:21
SRC_ORDER_B002_000001124,O000121943,C0042011,A00053763,A00053763,2026-09-03 07:27:08,STORE,COMPLETED,GBP,2928.54,57.17,574.27,0.00,3445.64,2026-09-03 07:27:08,2026-09-04 03:04:46
SRC_ORDER_B002_000001125,O000121944,C0002302,A00002955,A00002955,2026-09-02 19:33:38,MOBILE,COMPLETED,GBP,1398.53,45.80,270.55,0.00,1623.28,2026-09-02 19:33:38,2026-09-03 01:49:45
SRC_ORDER_B002_000001126,O000121945,C0019842,A00025389,A00025389,2026-09-03 17:35:25,MOBILE,COMPLETED,GBP,6022.20,83.04,1187.84,0.00,7127.00,2026-09-03 17:35:25,2026-09-03 20:34:28
SRC_ORDER_B002_000001127,O000121946,C0001057,A00001350,A00001350,2026-09-02 04:46:33,ECOMMERCE,COMPLETED,GBP,3227.23,0.00,645.44,0.00,3872.67,2026-09-02 04:46:33,2026-09-02 12:12:55
SRC_ORDER_B002_000001128,O000121947,C0004634,A00005967,A00005967,2026-09-03 10:23:00,STORE,COMPLETED,GBP,2864.83,39.35,565.09,0.00,3390.57,2026-09-03 10:23:00,2026-09-03 23:56:13
SRC_ORDER_B002_000001129,O000121948,C0040570,A00051944,A00051944,2026-09-03 01:03:48,ECOMMERCE,COMPLETED,GBP,3327.77,68.61,651.82,0.00,3910.98,2026-09-03 01:03:48,2026-09-03 23:17:07
SRC_ORDER_B002_000001130,O000121949,C0014577,A00018679,A00018679,2026-09-01 20:15:06,ECOMMERCE,COMPLETED,GBP,1762.25,0.00,352.45,0.00,2114.70,2026-09-01 20:15:06,2026-09-02 16:36:16
SRC_ORDER_B002_000001131,O000121950,C0036991,A00047345,A00047345,2026-09-02 17:02:21,ECOMMERCE,COMPLETED,GBP,181.12,0.00,36.22,0.00,217.34,2026-09-02 17:02:21,2026-09-03 01:11:50
SRC_ORDER_B002_000001132,O000121951,C0020262,A00025933,A00025933,2026-09-02 23:17:04,STORE,COMPLETED,GBP,3202.07,17.79,636.86,0.00,3821.14,2026-09-02 23:17:04,2026-09-03 11:33:02
SRC_ORDER_B002_000001133,O000121952,C0011318,A00014515,A00014515,2026-09-02 15:53:21,STORE,COMPLETED,GBP,3184.45,95.10,617.87,0.00,3707.22,2026-09-02 15:53:21,2026-09-02 17:42:41
SRC_ORDER_B002_000001134,O000121953,C0023432,A00029991,A00029991,2026-09-02 23:36:44,STORE,COMPLETED,GBP,5481.58,211.91,1053.93,0.00,6323.60,2026-09-02 23:36:44,2026-09-03 01:34:17
SRC_ORDER_B002_000001135,O000121954,C0017829,A00022809,A00022809,2026-09-03 13:38:14,MOBILE,COMPLETED,GBP,2674.43,218.18,491.26,0.00,2947.51,2026-09-03 13:38:14,2026-09-04 13:37:23
SRC_ORDER_B002_000001136,O000121955,C0023505,A00030077,A00030077,2026-09-02 09:52:28,ECOMMERCE,COMPLETED,GBP,436.46,65.47,74.20,0.00,445.19,2026-09-02 09:52:28,2026-09-02 19:13:24
SRC_ORDER_B002_000001137,O000121956,C0024527,A00031381,A00031381,2026-09-02 11:19:21,ECOMMERCE,COMPLETED,GBP,5264.67,133.11,1026.31,0.00,6157.87,2026-09-02 11:19:21,2026-09-03 07:46:45
SRC_ORDER_B002_000001138,O000121957,C0005145,A00006625,A00006625,2026-09-02 05:16:12,STORE,COMPLETED,GBP,1189.71,0.00,237.94,0.00,1427.65,2026-09-02 05:16:12,2026-09-02 19:54:14
SRC_ORDER_B002_000001139,O000121958,C0033271,A00042584,A00042584,2026-09-01 08:17:54,STORE,COMPLETED,GBP,2707.39,78.36,525.80,0.00,3154.83,2026-09-01 08:17:54,2026-09-02 03:36:39
SRC_ORDER_B002_000001140,O000121959,C0008749,A00011260,A00011260,2026-09-03 19:52:01,MOBILE,COMPLETED,GBP,971.52,0.00,194.30,0.00,1165.82,2026-09-03 19:52:01,2026-09-04 19:25:15
SRC_ORDER_B002_000001141,O000121960,C0015476,A00019823,A00019823,2026-09-02 13:48:40,STORE,COMPLETED,GBP,2407.99,0.00,481.60,0.00,2889.59,2026-09-02 13:48:40,2026-09-03 12:59:18
SRC_ORDER_B002_000001142,O000121961,C0017366,A00022224,A00022224,2026-09-03 09:42:47,STORE,COMPLETED,GBP,2510.95,225.18,457.15,0.00,2742.92,2026-09-03 09:42:47,2026-09-04 02:52:41
SRC_ORDER_B002_000001143,O000121962,C0018877,A00024153,A00024153,2026-09-03 18:27:01,ECOMMERCE,COMPLETED,GBP,593.71,0.00,118.74,0.00,712.45,2026-09-03 18:27:01,2026-09-04 16:27:09
SRC_ORDER_B002_000001144,O000121963,C0021309,A00027262,A00027262,2026-09-03 13:45:04,STORE,COMPLETED,GBP,2821.04,325.19,499.17,0.00,2995.02,2026-09-03 13:45:04,2026-09-04 03:28:03
SRC_ORDER_B002_000001145,O000121964,C0023602,A00030203,A00030203,2026-09-01 13:16:44,STORE,COMPLETED,GBP,41.85,2.09,7.95,0.00,47.71,2026-09-01 13:16:44,2026-09-01 13:28:17
SRC_ORDER_B002_000001146,O000121965,C0027482,A00035144,A00035144,2026-09-03 15:33:01,ECOMMERCE,COMPLETED,GBP,1512.24,3.96,301.66,0.00,1809.94,2026-09-03 15:33:01,2026-09-03 17:24:56
SRC_ORDER_B002_000001147,O000121966,C0049256,A00063063,A00063063,2026-09-02 10:21:06,STORE,COMPLETED,GBP,49.46,4.95,8.90,0.00,53.41,2026-09-02 10:21:06,2026-09-02 20:33:17
SRC_ORDER_B002_000001148,O000121967,C0012337,A00015818,A00015818,2026-09-01 17:11:29,ECOMMERCE,COMPLETED,GBP,1725.69,113.49,322.44,0.00,1934.64,2026-09-01 17:11:29,2026-09-01 21:18:59
SRC_ORDER_B002_000001149,O000121968,C0011393,A00014612,A00014612,2026-09-01 17:52:25,ECOMMERCE,COMPLETED,GBP,4183.28,369.14,762.83,0.00,4576.97,2026-09-01 17:52:25,2026-09-01 18:09:41
SRC_ORDER_B002_000001150,O000121969,C0043788,A00056055,A00056055,2026-09-03 05:49:21,STORE,COMPLETED,GBP,3818.11,23.35,758.95,0.00,4553.71,2026-09-03 05:49:21,2026-09-03 11:43:38
SRC_ORDER_B002_000001151,O000121970,C0050586,A00064756,A00064756,2026-09-01 13:53:27,STORE,COMPLETED,GBP,2012.42,0.00,402.47,0.00,2414.89,2026-09-01 13:53:27,2026-09-02 12:50:29
SRC_ORDER_B002_000001152,O000121971,C0031573,A00040419,A00040419,2026-09-01 23:45:10,ECOMMERCE,COMPLETED,GBP,2863.37,0.00,572.66,0.00,3436.03,2026-09-01 23:45:10,2026-09-02 21:12:07
SRC_ORDER_B002_000001153,O000121972,C0021706,A00027769,A00027769,2026-09-02 07:26:23,STORE,COMPLETED,GBP,3105.44,95.82,601.92,0.00,3611.54,2026-09-02 07:26:23,2026-09-02 18:36:49
SRC_ORDER_B002_000001154,O000121973,C0049343,A00063170,A00063170,2026-09-02 17:45:21,MOBILE,COMPLETED,GBP,1715.37,111.21,320.83,0.00,1924.99,2026-09-02 17:45:21,2026-09-03 07:30:11
SRC_ORDER_B002_000001155,O000121974,C0026565,A00033955,A00033955,2026-09-01 09:30:06,STORE,COMPLETED,GBP,1231.64,0.00,246.33,0.00,1477.97,2026-09-01 09:30:06,2026-09-01 21:32:57
SRC_ORDER_B002_000001156,O000121975,C0030045,A00038450,A00038450,2026-09-02 01:37:10,ECOMMERCE,COMPLETED,GBP,2401.02,332.59,413.69,0.00,2482.12,2026-09-02 01:37:10,2026-09-02 12:47:41
SRC_ORDER_B002_000001157,O000121976,C0014159,A00018147,A00018147,2026-09-01 21:34:45,STORE,COMPLETED,GBP,1999.93,143.07,371.38,0.00,2228.24,2026-09-01 21:34:45,2026-09-02 20:33:49
SRC_ORDER_B002_000001158,O000121977,C0023396,A00029945,A00029945,2026-09-02 14:04:10,ECOMMERCE,COMPLETED,GBP,1618.99,10.21,321.76,0.00,1930.54,2026-09-02 14:04:10,2026-09-02 22:25:50
SRC_ORDER_B002_000001159,O000121978,C0037570,A00048083,A00048083,2026-09-02 14:17:19,ECOMMERCE,COMPLETED,GBP,3437.53,162.89,654.92,0.00,3929.56,2026-09-02 14:17:19,2026-09-03 14:05:17
SRC_ORDER_B002_000001160,O000121979,C0038099,A00048749,A00048749,2026-09-02 06:21:27,ECOMMERCE,COMPLETED,GBP,2457.68,191.92,453.16,0.00,2718.92,2026-09-02 06:21:27,2026-09-03 06:11:17
SRC_ORDER_B002_000001161,O000121980,C0046770,A00059863,A00059863,2026-09-03 04:37:59,ECOMMERCE,COMPLETED,GBP,2284.35,38.17,449.24,0.00,2695.42,2026-09-03 04:37:59,2026-09-03 17:43:57
SRC_ORDER_B002_000001162,O000121981,C0018911,A00024194,A00024194,2026-09-03 00:15:46,ECOMMERCE,COMPLETED,GBP,2679.86,133.35,509.30,0.00,3055.81,2026-09-03 00:15:46,2026-09-03 18:49:32
SRC_ORDER_B002_000001163,O000121982,C0013696,A00017557,A00017557,2026-09-01 11:28:05,MOBILE,COMPLETED,GBP,3995.12,0.00,799.02,0.00,4794.14,2026-09-01 11:28:05,2026-09-01 18:00:49
