source_record_id,return_id,order_id,customer_id,return_timestamp,return_status,return_reason,total_refund_amount,created_at,updated_at
SRC_RETURN_B002_000000358,R000021657,O000043727,C0005176,2024-07-06 20:13:26,COMPLETED,SIZE_FIT,1045.54,2024-07-06 20:13:26,2024-07-06 20:13:26
SRC_RETURN_B002_000000359,R000021658,O000103808,C0011788,2025-12-16 04:33:40,COMPLETED,LATE_DELIVERY,1377.69,2025-12-16 04:33:40,2025-12-16 04:33:40
SRC_RETURN_B002_000000360,R000021659,O000118853,C0039939,2024-08-11 00:53:00,COMPLETED,LATE_DELIVERY,801.14,2024-08-11 00:53:00,2024-08-11 00:53:00
SRC_RETURN_B002_000000361,R000021660,O000094437,C0016402,2025-03-15 20:41:41,COMPLETED,DAMAGED,213.94,2025-03-15 20:41:41,2025-03-15 20:41:41
SRC_RETURN_B002_000000362,R000021661,O000040413,C0048454,2025-10-22 01:19:10,COMPLETED,LATE_DELIVERY,1132.17,2025-10-22 01:19:10,2025-10-22 01:19:10
SRC_RETURN_B002_000000363,R000021662,O000070860,C0019546,2024-04-07 22:36:49,COMPLETED,LATE_DELIVERY,757.90,2024-04-07 22:36:49,2024-04-07 22:36:49
SRC_RETURN_B002_000000364,R000021663,O000044094,C0048921,2024-10-01 21:46:26,COMPLETED,DAMAGED,834.37,2024-10-01 21:46:26,2024-10-01 21:46:26
SRC_RETURN_B002_000000365,R000021664,O000014428,C0020854,2024-07-12 16:06:32,COMPLETED,WRONG_ITEM,1699.03,2024-07-12 16:06:32,2024-07-12 16:06:32
SRC_RETURN_B002_000000366,R000021665,O000084779,C0006253,2025-12-23 02:47:49,COMPLETED,SIZE_FIT,590.25,2025-12-23 02:47:49,2025-12-23 02:47:49
SRC_RETURN_B002_000000367,R000021666,O000098277,C0017227,2025-05-18 19:50:50,COMPLETED,SIZE_FIT,1076.38,2025-05-18 19:50:50,2025-05-18 19:50:50
SRC_RETURN_B002_000000368,R000021667,O000087201,C0017140,2025-09-05 11:22:28,COMPLETED,UNWANTED,1481.84,2025-09-05 11:22:28,2025-09-05 11:22:28
SRC_RETURN_B002_000000369,R000021668,O000030040,C0019374,2025-09-22 09:17:31,COMPLETED,LATE_DELIVERY,280.32,2025-09-22 09:17:31,2025-09-22 09:17:31
SRC_RETURN_B002_000000370,R000021669,O000084311,C0016724,2025-11-27 21:35:35,COMPLETED,DAMAGED,319.01,2025-11-27 21:35:35,2025-11-27 21:35:35
SRC_RETURN_B002_000000371,R000021670,O000036636,C0026022,2026-01-10 22:16:02,COMPLETED,LATE_DELIVERY,4150.31,2026-01-10 22:16:02,2026-01-10 22:16:02
SRC_RETURN_B002_000000372,R000021671,O000020105,C0026535,2025-11-11 00:34:17,COMPLETED,DEFECTIVE,1292.23,2025-11-11 00:34:17,2025-11-11 00:34:17
SRC_RETURN_B002_000000373,R000021672,O000117114,C0018100,2024-06-06 05:09:40,COMPLETED,UNWANTED,620.92,2024-06-06 05:09:40,2024-06-06 05:09:40
SRC_RETURN_B002_000000374,R000021673,O000001676,C0035966,2026-09-29 03:11:12,COMPLETED,DEFECTIVE,2926.16,2026-09-29 03:11:12,2026-09-29 03:11:12
SRC_RETURN_B002_000000375,R000021674,O000001598,C0021298,2025-10-23 15:13:07,COMPLETED,SIZE_FIT,964.97,2025-10-23 15:13:07,2025-10-23 15:13:07
SRC_RETURN_B002_000000376,R000021675,O000022843,C0027215,2025-01-19 19:43:33,COMPLETED,WRONG_ITEM,648.04,2025-01-19 19:43:33,2025-01-19 19:43:33
SRC_RETURN_B002_000000377,R000021676,O000071168,C0031248,2024-02-22 01:18:59,COMPLETED,WRONG_ITEM,1009.06,2024-02-22 01:18:59,2024-02-22 01:18:59
SRC_RETURN_B002_000000378,R000021677,O000087899,C0038540,2025-02-04 21:33:13,COMPLETED,LATE_DELIVERY,1462.48,2025-02-04 21:33:13,2025-02-04 21:33:13
SRC_RETURN_B002_000000379,R000021678,O000014312,C0023337,2025-09-10 02:21:44,COMPLETED,WRONG_ITEM,716.77,2025-09-10 02:21:44,2025-09-10 02:21:44
SRC_RETURN_B002_000000380,R000021679,O000098405,C0018135,2025-03-04 00:43:03,COMPLETED,DEFECTIVE,975.46,2025-03-04 00:43:03,2025-03-04 00:43:03
SRC_RETURN_B002_000000381,R000021680,O000026172,C0033898,2024-12-29 23:13:00,COMPLETED,DAMAGED,1102.13,2024-12-29 23:13:00,2024-12-29 23:13:00
SRC_RETURN_B002_000000382,R000021681,O000037512,C0000858,2025-02-02 10:01:58,COMPLETED,LATE_DELIVERY,125.23,2025-02-02 10:01:58,2025-02-02 10:01:58
SRC_RETURN_B002_000000383,R000021682,O000120779,C0029442,2024-03-08 12:29:39,COMPLETED,LATE_DELIVERY,1102.62,2024-03-08 12:29:39,2024-03-08 12:29:39
SRC_RETURN_B002_000000384,R000021683,O000038060,C0025542,2026-03-16 06:09:54,COMPLETED,WRONG_ITEM,177.40,2026-03-16 06:09:54,2026-03-16 06:09:54
SRC_RETURN_B002_000000385,R000021684,O000020252,C0009256,2024-05-12 02:45:39,COMPLETED,WRONG_ITEM,1086.91,2024-05-12 02:45:39,2024-05-12 02:45:39
SRC_RETURN_B002_000000386,R000021685,O000017190,C0024529,2026-02-08 02:58:20,COMPLETED,LATE_DELIVERY,523.91,2026-02-08 02:58:20,2026-02-08 02:58:20
SRC_RETURN_B002_000000387,R000021686,O000090583,C0008089,2025-08-28 17:38:34,COMPLETED,SIZE_FIT,310.73,2025-08-28 17:38:34,2025-08-28 17:38:34
SRC_RETURN_B002_000000388,R000021687,O000058389,C0000595,2024-09-06 14:06:59,COMPLETED,WRONG_ITEM,705.48,2024-09-06 14:06:59,2024-09-06 14:06:59
SRC_RETURN_B002_000000389,R000021688,O000040545,C0039347,2026-07-14 00:31:46,COMPLETED,SIZE_FIT,444.25,2026-07-14 00:31:46,2026-07-14 00:31:46
SRC_RETURN_B002_000000390,R000021689,O000098572,C0028814,2026-06-30 09:35:52,COMPLETED,UNWANTED,1680.18,2026-06-30 09:35:52,2026-06-30 09:35:52
SRC_RETURN_B002_000000391,R000021690,O000053841,C0032429,2025-03-31 20:56:40,COMPLETED,DEFECTIVE,1456.34,2025-03-31 20:56:40,2025-03-31 20:56:40
SRC_RETURN_B002_000000392,R000021691,O000048225,C0006305,2025-01-10 22:02:27,COMPLETED,DEFECTIVE,1065.90,2025-01-10 22:02:27,2025-01-10 22:02:27
SRC_RETURN_B002_000000393,R000021692,O000007480,C0004329,2025-09-19 19:08:04,COMPLETED,WRONG_ITEM,2511.90,2025-09-19 19:08:04,2025-09-19 19:08:04
SRC_RETURN_B002_000000394,R000021693,O000027159,C0032909,2026-07-26 11:39:13,COMPLETED,UNWANTED,824.36,2026-07-26 11:39:13,2026-07-26 11:39:13
SRC_RETURN_B002_000000395,R000021694,O000005277,C0019887,2025-08-11 22:18:36,COMPLETED,WRONG_ITEM,974.18,2025-08-11 22:18:36,2025-08-11 22:18:36
SRC_RETURN_B002_000000396,R000021695,O000063833,C0025628,2024-09-12 19:11:52,COMPLETED,SIZE_FIT,424.30,2024-09-12 19:11:52,2024-09-12 19:11:52
SRC_RETURN_B002_000000397,R000021696,O000084698,C0012780,2026-07-28 23:51:43,COMPLETED,DEFECTIVE,1792.90,2026-07-28 23:51:43,2026-07-28 23:51:43
SRC_RETURN_B002_000000398,R000021697,O000032042,C0021015,2025-08-26 18:30:28,COMPLETED,UNWANTED,2274.78,2025-08-26 18:30:28,2025-08-26 18:30:28
SRC_RETURN_B002_000000399,R000021698,O000032309,C0031527,2024-04-05 11:18:37,COMPLETED,DEFECTIVE,153.78,2024-04-05 11:18:37,2024-04-05 11:18:37
SRC_RETURN_B002_000000400,R000021699,O000062134,C0003877,2025-12-12 16:53:09,COMPLETED,WRONG_ITEM,651.25,2025-12-12 16:53:09,2025-12-12 16:53:09
SRC_RETURN_B002_000000401,R000021700,O000097683,C0049599,2024-12-23 06:07:53,COMPLETED,WRONG_ITEM,1663.01,2024-12-23 06:07:53,2024-12-23 06:07:53
SRC_RETURN_B002_000000402,R000021701,O000062645,C0024047,2026-01-16 07:59:48,COMPLETED,SIZE_FIT,1293.88,2026-01-16 07:59:48,2026-01-16 07:59:48
SRC_RETURN_B002_000000403,R000021702,O000008042,C0036598,2025-05-27 11:21:14,COMPLETED,DEFECTIVE,246.19,2025-05-27 11:21:14,2025-05-27 11:21:14
SRC_RETURN_B002_000000404,R000021703,O000061226,C0024277,2026-03-07 19:30:48,COMPLETED,DEFECTIVE,85.50,2026-03-07 19:30:48,2026-03-07 19:30:48
SRC_RETURN_B002_000000405,R000021704,O000089741,C0021391,2024-08-18 17:23:04,COMPLETED,UNWANTED,3328.81,2024-08-18 17:23:04,2024-08-18 17:23:04
SRC_RETURN_B002_000000406,R000021705,O000036878,C0035440,2026-02-05 19:17:47,COMPLETED,LATE_DELIVERY,1050.07,2026-02-05 19:17:47,2026-02-05 19:17:47
SRC_RETURN_B002_000000407,R000021706,O000004764,C0012101,2026-07-23 20:07:08,COMPLETED,DEFECTIVE,3646.19,2026-07-23 20:07:08,2026-07-23 20:07:08
SRC_RETURN_B002_000000408,R000021707,O000061798,C0027447,2025-02-27 16:36:07,COMPLETED,LATE_DELIVERY,934.22,2025-02-27 16:36:07,2025-02-27 16:36:07
SRC_RETURN_B002_000000409,R000021708,O000019371,C0040247,2025-06-15 05:06:07,COMPLETED,WRONG_ITEM,1228.94,2025-06-15 05:06:07,2025-06-15 05:06:07
SRC_RETURN_B002_000000410,R000021709,O000105228,C0033703,2025-10-07 03:47:51,COMPLETED,SIZE_FIT,234.43,2025-10-07 03:47:51,2025-10-07 03:47:51
SRC_RETURN_B002_000000411,R000021710,O000027689,C0006675,2024-11-16 05:23:58,COMPLETED,DAMAGED,688.01,2024-11-16 05:23:58,2024-11-16 05:23:58
SRC_RETURN_B002_000000412,R000021711,O000059651,C0032368,2026-08-16 04:31:05,COMPLETED,UNWANTED,1023.43,2026-08-16 04:31:05,2026-08-16 04:31:05
SRC_RETURN_B002_000000413,R000021712,O000090520,C0016223,2026-04-05 08:48:09,COMPLETED,LATE_DELIVERY,1209.12,2026-04-05 08:48:09,2026-04-05 08:48:09
SRC_RETURN_B002_000000414,R000021713,O000067764,C0017380,2026-07-29 23:07:28,COMPLETED,WRONG_ITEM,850.18,2026-07-29 23:07:28,2026-07-29 23:07:28
SRC_RETURN_B002_000000415,R000021714,O000072560,C0011207,2024-12-14 05:12:07,COMPLETED,UNWANTED,483.60,2024-12-14 05:12:07,2024-12-14 05:12:07
SRC_RETURN_B002_000000416,R000021715,O000099986,C0025153,2024-05-10 07:33:24,COMPLETED,SIZE_FIT,948.88,2024-05-10 07:33:24,2024-05-10 07:33:24
SRC_RETURN_B002_000000417,R000021716,O000100743,C0006268,2026-07-09 14:13:10,COMPLETED,DAMAGED,663.50,2026-07-09 14:13:10,2026-07-09 14:13:10
SRC_RETURN_B002_000000418,R000021717,O000114598,C0022378,2025-08-04 14:45:44,COMPLETED,DEFECTIVE,652.23,2025-08-04 14:45:44,2025-08-04 14:45:44
SRC_RETURN_B002_000000419,R000021718,O000063485,C0040878,2026-09-26 05:50:24,COMPLETED,SIZE_FIT,360.28,2026-09-26 05:50:24,2026-09-26 05:50:24
SRC_RETURN_B002_000000420,R000021719,O000031626,C0031233,2025-02-12 07:16:44,COMPLETED,SIZE_FIT,1515.49,2025-02-12 07:16:44,2025-02-12 07:16:44
SRC_RETURN_B002_000000421,R000021720,O000076352,C0041044,2024-12-31 19:22:28,COMPLETED,DAMAGED,342.07,2024-12-31 19:22:28,2024-12-31 19:22:28
SRC_RETURN_B002_000000422,R000021721,O000101981,C0011283,2026-01-05 08:03:19,COMPLETED,UNWANTED,103.09,2026-01-05 08:03:19,2026-01-05 08:03:19
SRC_RETURN_B002_000000423,R000021722,O000024570,C0041921,2024-08-21 21:01:42,COMPLETED,UNWANTED,1131.51,2024-08-21 21:01:42,2024-08-21 21:01:42
SRC_RETURN_B002_000000424,R000021723,O000100215,C0017855,2026-08-07 11:14:02,COMPLETED,DEFECTIVE,875.89,2026-08-07 11:14:02,2026-08-07 11:14:02
SRC_RETURN_B002_000000425,R000021724,O000082890,C0004172,2026-05-26 05:41:54,COMPLETED,WRONG_ITEM,2002.32,2026-05-26 05:41:54,2026-05-26 05:41:54
SRC_RETURN_B002_000000426,R000021725,O000012221,C0042400,2024-12-06 08:58:06,COMPLETED,DEFECTIVE,2864.24,2024-12-06 08:58:06,2024-12-06 08:58:06
SRC_RETURN_B002_000000427,R000021726,O000022548,C0020591,2025-11-24 23:33:42,COMPLETED,DEFECTIVE,970.01,2025-11-24 23:33:42,2025-11-24 23:33:42
SRC_RETURN_B002_000000428,R000021727,O000002505,C0009125,2026-07-08 07:13:17,COMPLETED,WRONG_ITEM,1836.27,2026-07-08 07:13:17,2026-07-08 07:13:17
SRC_RETURN_B002_000000429,R000021728,O000086803,C0001420,2026-05-09 01:11:53,COMPLETED,WRONG_ITEM,108.38,2026-05-09 01:11:53,2026-05-09 01:11:53
SRC_RETURN_B002_000000430,R000021729,O000101858,C0022368,2025-03-25 10:20:11,COMPLETED,UNWANTED,2552.31,2025-03-25 10:20:11,2025-03-25 10:20:11
SRC_RETURN_B002_000000431,R000021730,O000097528,C0048744,2025-12-09 12:00:40,COMPLETED,LATE_DELIVERY,1807.40,2025-12-09 12:00:40,2025-12-09 12:00:40
SRC_RETURN_B002_000000432,R000021731,O000106466,C0025144,2026-08-03 14:32:33,COMPLETED,UNWANTED,726.18,2026-08-03 14:32:33,2026-08-03 14:32:33
SRC_RETURN_B002_000000433,R000021732,O000033319,C0013852,2024-06-23 01:21:07,COMPLETED,DAMAGED,1893.91,2024-06-23 01:21:07,2024-06-23 01:21:07
SRC_RETURN_B002_000000434,R000021733,O000009974,C0032956,2025-01-11 15:38:31,COMPLETED,WRONG_ITEM,2295.77,2025-01-11 15:38:31,2025-01-11 15:38:31
SRC_RETURN_B002_000000435,R000021734,O000078665,C0028766,2026-06-05 20:44:59,COMPLETED,SIZE_FIT,1618.92,2026-06-05 20:44:59,2026-06-05 20:44:59
SRC_RETURN_B002_000000436,R000021735,O000119710,C0043159,2024-04-13 07:47:50,COMPLETED,DEFECTIVE,1039.10,2024-04-13 07:47:50,2024-04-13 07:47:50
SRC_RETURN_B002_000000437,R000021736,O000051875,C0037802,2026-05-06 13:05:15,COMPLETED,SIZE_FIT,794.78,2026-05-06 13:05:15,2026-05-06 13:05:15
SRC_RETURN_B002_000000438,R000021737,O000111788,C0010509,2024-04-22 03:56:04,COMPLETED,DEFECTIVE,425.38,2024-04-22 03:56:04,2024-04-22 03:56:04
SRC_RETURN_B002_000000439,R000021738,O000047314,C0000676,2025-10-30 20:16:11,COMPLETED,UNWANTED,348.29,2025-10-30 20:16:11,2025-10-30 20:16:11
SRC_RETURN_B002_000000440,R000021739,O000098283,C0000795,2025-11-03 01:11:00,COMPLETED,SIZE_FIT,2604.78,2025-11-03 01:11:00,2025-11-03 01:11:00
SRC_RETURN_B002_000000441,R000021740,O000018333,C0043753,2024-04-16 11:02:10,COMPLETED,UNWANTED,2676.70,2024-04-16 11:02:10,2024-04-16 11:02:10
SRC_RETURN_B002_000000442,R000021741,O000026911,C0047549,2024-09-18 16:03:13,COMPLETED,LATE_DELIVERY,85.18,2024-09-18 16:03:13,2024-09-18 16:03:13
SRC_RETURN_B002_000000443,R000021742,O000007070,C0038739,2024-02-01 03:00:59,COMPLETED,SIZE_FIT,1045.54,2024-02-01 03:00:59,2024-02-01 03:00:59
SRC_RETURN_B002_000000444,R000021743,O000084134,C0001363,2025-11-15 11:41:33,COMPLETED,DAMAGED,2306.89,2025-11-15 11:41:33,2025-11-15 11:41:33
SRC_RETURN_B002_000000445,R000021744,O000043962,C0036311,2024-06-22 11:31:08,COMPLETED,UNWANTED,170.12,2024-06-22 11:31:08,2024-06-22 11:31:08
SRC_RETURN_B002_000000446,R000021745,O000017641,C0015660,2025-05-06 17:40:39,COMPLETED,DEFECTIVE,809.75,2025-05-06 17:40:39,2025-05-06 17:40:39
SRC_RETURN_B002_000000447,R000021746,O000033322,C0039864,2024-11-30 08:17:50,COMPLETED,LATE_DELIVERY,1619.48,2024-11-30 08:17:50,2024-11-30 08:17:50
SRC_RETURN_B002_000000448,R000021747,O000014860,C0043735,2024-02-11 12:09:31,COMPLETED,DAMAGED,1875.02,2024-02-11 12:09:31,2024-02-11 12:09:31
SRC_RETURN_B002_000000449,R000021748,O000108982,C0014079,2026-02-20 20:45:37,COMPLETED,WRONG_ITEM,234.65,2026-02-20 20:45:37,2026-02-20 20:45:37
SRC_RETURN_B002_000000450,R000021749,O000032893,C0013195,2025-03-29 23:49:08,COMPLETED,SIZE_FIT,1080.09,2025-03-29 23:49:08,2025-03-29 23:49:08
SRC_RETURN_B002_000000451,R000021750,O000051837,C0020058,2025-12-13 23:21:55,COMPLETED,WRONG_ITEM,341.35,2025-12-13 23:21:55,2025-12-13 23:21:55
SRC_RETURN_B002_000000452,R000021751,O000095210,C0049398,2026-03-04 20:13:25,COMPLETED,LATE_DELIVERY,663.50,2026-03-04 20:13:25,2026-03-04 20:13:25
SRC_RETURN_B002_000000453,R000021752,O000030733,C0012700,2025-07-03 06:56:34,COMPLETED,DEFECTIVE,1039.11,2025-07-03 06:56:34,2025-07-03 06:56:34
SRC_RETURN_B002_000000454,R000021753,O000071896,C0014625,2024-06-26 02:52:36,COMPLETED,UNWANTED,1399.21,2024-06-26 02:52:36,2024-06-26 02:52:36
SRC_RETURN_B002_000000455,R000021754,O000040697,C0040558,2025-04-25 23:49:21,COMPLETED,SIZE_FIT,608.58,2025-04-25 23:49:21,2025-04-25 23:49:21
SRC_RETURN_B002_000000456,R000021755,O000074639,C0015911,2024-11-17 04:23:56,COMPLETED,WRONG_ITEM,2101.00,2024-11-17 04:23:56,2024-11-17 04:23:56
SRC_RETURN_B002_000000457,R000021756,O000107882,C0019997,2025-06-16 19:48:53,COMPLETED,UNWANTED,1175.69,2025-06-16 19:48:53,2025-06-16 19:48:53
SRC_RETURN_B002_000000458,R000021757,O000083612,C0008072,2024-03-10 12:51:46,COMPLETED,UNWANTED,3947.42,2024-03-10 12:51:46,2024-03-10 12:51:46
SRC_RETURN_B002_000000459,R000021758,O000079347,C0042417,2026-06-05 03:05:52,COMPLETED,DEFECTIVE,275.51,2026-06-05 03:05:52,2026-06-05 03:05:52
SRC_RETURN_B002_000000460,R000021759,O000102358,C0044368,2026-03-12 18:01:01,COMPLETED,LATE_DELIVERY,1302.32,2026-03-12 18:01:01,2026-03-12 18:01:01
SRC_RETURN_B002_000000461,R000021760,O000114162,C0032749,2025-12-31 20:46:25,COMPLETED,UNWANTED,1797.64,2025-12-31 20:46:25,2025-12-31 20:46:25
SRC_RETURN_B002_000000462,R000021761,O000064366,C0002668,2024-02-22 19:56:07,COMPLETED,DEFECTIVE,1571.77,2024-02-22 19:56:07,2024-02-22 19:56:07
SRC_RETURN_B002_000000463,R000021762,O000101405,C0045759,2024-03-28 09:22:17,COMPLETED,UNWANTED,2578.53,2024-03-28 09:22:17,2024-03-28 09:22:17
SRC_RETURN_B002_000000464,R000021763,O000082468,C0036192,2024-12-15 06:20:03,COMPLETED,UNWANTED,1627.28,2024-12-15 06:20:03,2024-12-15 06:20:03
SRC_RETURN_B002_000000465,R000021764,O000020647,C0026238,2024-06-26 11:41:51,COMPLETED,SIZE_FIT,60.07,2024-06-26 11:41:51,2024-06-26 11:41:51
SRC_RETURN_B002_000000466,R000021765,O000093711,C0038689,2025-09-10 11:48:10,COMPLETED,SIZE_FIT,719.09,2025-09-10 11:48:10,2025-09-10 11:48:10
SRC_RETURN_B002_000000467,R000021766,O000053782,C0025463,2026-07-31 11:17:18,COMPLETED,WRONG_ITEM,1173.30,2026-07-31 11:17:18,2026-07-31 11:17:18
SRC_RETURN_B002_000000468,R000021767,O000015568,C0001805,2024-08-04 08:24:02,COMPLETED,DEFECTIVE,405.59,2024-08-04 08:24:02,2024-08-04 08:24:02
SRC_RETURN_B002_000000469,R000021768,O000112437,C0013519,2026-06-22 06:13:43,COMPLETED,WRONG_ITEM,576.44,2026-06-22 06:13:43,2026-06-22 06:13:43
SRC_RETURN_B002_000000470,R000021769,O000047167,C0049125,2024-08-21 11:26:06,COMPLETED,DEFECTIVE,626.78,2024-08-21 11:26:06,2024-08-21 11:26:06
SRC_RETURN_B002_000000471,R000021770,O000080964,C0037451,2025-12-19 09:56:48,COMPLETED,DEFECTIVE,857.70,2025-12-19 09:56:48,2025-12-19 09:56:48
SRC_RETURN_B002_000000472,R000021771,O000049633,C0008441,2024-05-11 11:57:15,COMPLETED,WRONG_ITEM,1884.54,2024-05-11 11:57:15,2024-05-11 11:57:15
SRC_RETURN_B002_000000473,R000021772,O000120474,C0038108,2026-08-24 02:15:53,COMPLETED,UNWANTED,1174.70,2026-08-24 02:15:53,2026-08-24 02:15:53
SRC_RETURN_B002_000000474,R000021773,O000067570,C0022943,2025-05-04 17:22:06,COMPLETED,DEFECTIVE,22.02,2025-05-04 17:22:06,2025-05-04 17:22:06
SRC_RETURN_B002_000000475,R000021774,O000036558,C0017862,2025-01-18 01:34:30,COMPLETED,SIZE_FIT,160.22,2025-01-18 01:34:30,2025-01-18 01:34:30
SRC_RETURN_B002_000000476,R000021775,O000065716,C0016330,2025-12-31 12:48:29,COMPLETED,UNWANTED,2309.03,2025-12-31 12:48:29,2025-12-31 12:48:29
SRC_RETURN_B002_000000477,R000021776,O000018812,C0010747,2026-01-16 02:57:47,COMPLETED,SIZE_FIT,1926.21,2026-01-16 02:57:47,2026-01-16 02:57:47
SRC_RETURN_B002_000000478,R000021777,O000112406,C0035346,2025-08-29 09:37:24,COMPLETED,DEFECTIVE,1830.31,2025-08-29 09:37:24,2025-08-29 09:37:24
SRC_RETURN_B002_000000479,R000021778,O000073017,C0043838,2024-04-23 14:12:00,COMPLETED,DEFECTIVE,533.32,2024-04-23 14:12:00,2024-04-23 14:12:00
SRC_RETURN_B002_000000480,R000021779,O000025732,C0030604,2025-05-29 19:48:04,COMPLETED,SIZE_FIT,2066.94,2025-05-29 19:48:04,2025-05-29 19:48:04
SRC_RETURN_B002_000000481,R000021780,O000086778,C0023062,2026-08-02 01:54:08,COMPLETED,WRONG_ITEM,1744.92,2026-08-02 01:54:08,2026-08-02 01:54:08
SRC_RETURN_B002_000000482,R000021781,O000084744,C0036512,2024-05-13 10:04:02,COMPLETED,DEFECTIVE,595.19,2024-05-13 10:04:02,2024-05-13 10:04:02
SRC_RETURN_B002_000000483,R000021782,O000060698,C0022571,2024-08-21 05:32:09,COMPLETED,UNWANTED,572.50,2024-08-21 05:32:09,2024-08-21 05:32:09
SRC_RETURN_B002_000000484,R000021783,O000064862,C0032007,2024-06-22 01:06:18,COMPLETED,UNWANTED,523.75,2024-06-22 01:06:18,2024-06-22 01:06:18
SRC_RETURN_B002_000000485,R000021784,O000038146,C0042631,2025-02-27 08:00:19,COMPLETED,DAMAGED,980.40,2025-02-27 08:00:19,2025-02-27 08:00:19
SRC_RETURN_B002_000000486,R000021785,O000057910,C0002689,2024-03-24 03:07:35,COMPLETED,DEFECTIVE,614.57,2024-03-24 03:07:35,2024-03-24 03:07:35
SRC_RETURN_B002_000000487,R000021786,O000050123,C0009640,2024-10-08 13:24:18,COMPLETED,DEFECTIVE,2372.87,2024-10-08 13:24:18,2024-10-08 13:24:18
SRC_RETURN_B002_000000488,R000021787,O000093274,C0032676,2024-01-20 02:22:06,COMPLETED,WRONG_ITEM,3184.54,2024-01-20 02:22:06,2024-01-20 02:22:06
SRC_RETURN_B002_000000489,R000021788,O000014800,C0017454,2025-05-21 20:24:30,COMPLETED,UNWANTED,873.73,2025-05-21 20:24:30,2025-05-21 20:24:30
SRC_RETURN_B002_000000490,R000021789,O000058340,C0031008,2024-06-23 02:39:49,COMPLETED,LATE_DELIVERY,856.22,2024-06-23 02:39:49,2024-06-23 02:39:49
SRC_RETURN_B002_000000491,R000021790,O000078001,C0005345,2024-07-09 03:06:44,COMPLETED,SIZE_FIT,1513.07,2024-07-09 03:06:44,2024-07-09 03:06:44
SRC_RETURN_B002_000000492,R000021791,O000107961,C0045263,2024-10-27 01:12:33,COMPLETED,DEFECTIVE,215.41,2024-10-27 01:12:33,2024-10-27 01:12:33
SRC_RETURN_B002_000000493,R000021792,O000104391,C0004282,2025-02-14 08:18:41,COMPLETED,SIZE_FIT,1116.47,2025-02-14 08:18:41,2025-02-14 08:18:41
SRC_RETURN_B002_000000494,R000021793,O000032336,C0031956,2025-11-28 12:33:31,COMPLETED,DEFECTIVE,823.30,2025-11-28 12:33:31,2025-11-28 12:33:31
SRC_RETURN_B002_000000495,R000021794,O000081718,C0041126,2026-06-01 14:07:30,COMPLETED,DAMAGED,676.82,2026-06-01 14:07:30,2026-06-01 14:07:30
SRC_RETURN_B002_000000496,R000021795,O000070356,C0028022,2024-11-14 23:47:02,COMPLETED,WRONG_ITEM,3989.82,2024-11-14 23:47:02,2024-11-14 23:47:02
SRC_RETURN_B002_000000497,R000021796,O000038499,C0006903,2025-01-31 19:26:23,COMPLETED,UNWANTED,244.96,2025-01-31 19:26:23,2025-01-31 19:26:23
SRC_RETURN_B002_000000498,R000021797,O000090541,C0025338,2024-03-07 14:28:18,COMPLETED,LATE_DELIVERY,1044.77,2024-03-07 14:28:18,2024-03-07 14:28:18
SRC_RETURN_B002_000000499,R000021798,O000103226,C0039642,2024-12-16 04:56:31,COMPLETED,UNWANTED,706.73,2024-12-16 04:56:31,2024-12-16 04:56:31
SRC_RETURN_B002_000000500,R000021799,O000083448,C0046360,2024-07-11 01:25:17,COMPLETED,WRONG_ITEM,41.45,2024-07-11 01:25:17,2024-07-11 01:25:17
SRC_RETURN_B002_000000501,R000021800,O000057714,C0043733,2026-07-04 11:47:22,COMPLETED,LATE_DELIVERY,1092.75,2026-07-04 11:47:22,2026-07-04 11:47:22
SRC_RETURN_B002_000000502,R000021801,O000037690,C0045252,2025-12-17 19:44:43,COMPLETED,UNWANTED,1143.54,2025-12-17 19:44:43,2025-12-17 19:44:43
SRC_RETURN_B002_000000503,R000021802,O000025565,C0048178,2026-03-03 07:31:34,COMPLETED,SIZE_FIT,1899.74,2026-03-03 07:31:34,2026-03-03 07:31:34
SRC_RETURN_B002_000000504,R000021803,O000097554,C0030040,2024-04-29 22:02:36,COMPLETED,DAMAGED,200.82,2024-04-29 22:02:36,2024-04-29 22:02:36
SRC_RETURN_B002_000000505,R000021804,O000100135,C0044337,2024-06-17 09:24:54,COMPLETED,SIZE_FIT,1119.42,2024-06-17 09:24:54,2024-06-17 09:24:54
SRC_RETURN_B002_000000506,R000021805,O000117734,C0021992,2024-09-10 16:35:00,COMPLETED,DEFECTIVE,576.70,2024-09-10 16:35:00,2024-09-10 16:35:00
SRC_RETURN_B002_000000507,R000021806,O000070982,C0038449,2025-08-07 18:22:47,COMPLETED,LATE_DELIVERY,958.43,2025-08-07 18:22:47,2025-08-07 18:22:47
SRC_RETURN_B002_000000508,R000021807,O000022535,C0042682,2026-09-05 10:35:00,COMPLETED,WRONG_ITEM,374.59,2026-09-05 10:35:00,2026-09-05 10:35:00
SRC_RETURN_B002_000000509,R000021808,O000112107,C0007325,2024-08-07 08:28:57,COMPLETED,WRONG_ITEM,1110.83,2024-08-07 08:28:57,2024-08-07 08:28:57
SRC_RETURN_B002_000000510,R000021809,O000082960,C0014662,2025-10-19 07:29:49,COMPLETED,DEFECTIVE,3346.47,2025-10-19 07:29:49,2025-10-19 07:29:49
SRC_RETURN_B002_000000511,R000021810,O000001380,C0048361,2024-10-28 21:20:12,COMPLETED,DEFECTIVE,1842.57,2024-10-28 21:20:12,2024-10-28 21:20:12
