source_record_id,order_item_id,order_id,product_id,quantity,unit_price,discount_amount,tax_amount,line_total_amount,created_at,updated_at
SRC_ORDER_ITEM_B002_000007772,OI0000379602,O000123345,P000288,2,487.83,146.35,165.86,995.17,2026-09-03 03:46:47,2026-09-03 03:46:47
SRC_ORDER_ITEM_B002_000007773,OI0000379603,O000123345,P000311,1,495.97,0.00,99.19,595.16,2026-09-03 03:46:47,2026-09-03 03:46:47
SRC_ORDER_ITEM_B002_000007774,OI0000379604,O000123345,P000050,1,322.88,32.29,58.12,348.71,2026-09-03 03:46:47,2026-09-03 03:46:47
SRC_ORDER_ITEM_B002_000007775,OI0000379605,O000123346,P000326,1,43.61,0.00,8.72,52.33,2026-09-01 15:44:23,2026-09-01 15:44:23
SRC_ORDER_ITEM_B002_000007776,OI0000379606,O000123346,P000022,1,965.79,0.00,193.16,1158.95,2026-09-01 15:44:23,2026-09-01 15:44:23
SRC_ORDER_ITEM_B002_000007777,OI0000379607,O000123346,P000220,1,657.08,65.71,118.27,709.64,2026-09-01 15:44:23,2026-09-01 15:44:23
SRC_ORDER_ITEM_B002_000007778,OI0000379608,O000123346,P000210,4,860.40,0.00,688.32,4129.92,2026-09-01 15:44:23,2026-09-01 15:44:23
SRC_ORDER_ITEM_B002_000007779,OI0000379609,O000123347,P000545,1,91.70,4.58,17.42,104.54,2026-09-01 08:29:22,2026-09-01 08:29:22
SRC_ORDER_ITEM_B002_000007780,OI0000379610,O000123347,P000001,3,209.63,0.00,125.78,754.67,2026-09-01 08:29:22,2026-09-01 08:29:22
SRC_ORDER_ITEM_B002_000007781,OI0000379611,O000123348,P000042,1,480.81,0.00,96.16,576.97,2026-09-01 11:52:45,2026-09-01 11:52:45
SRC_ORDER_ITEM_B002_000007782,OI0000379612,O000123348,P000425,2,164.69,49.41,55.99,335.96,2026-09-01 11:52:45,2026-09-01 11:52:45
SRC_ORDER_ITEM_B002_000007783,OI0000379613,O000123348,P000073,1,715.36,0.00,143.07,858.43,2026-09-01 11:52:45,2026-09-01 11:52:45
SRC_ORDER_ITEM_B002_000007784,OI0000379614,O000123349,P000398,1,958.19,95.82,172.47,1034.84,2026-09-02 16:35:21,2026-09-02 16:35:21
SRC_ORDER_ITEM_B002_000007785,OI0000379615,O000123349,P000111,2,59.40,0.00,23.76,142.56,2026-09-02 16:35:21,2026-09-02 16:35:21
SRC_ORDER_ITEM_B002_000007786,OI0000379616,O000123349,P000231,1,540.03,0.00,108.01,648.04,2026-09-02 16:35:21,2026-09-02 16:35:21
SRC_ORDER_ITEM_B002_000007787,OI0000379617,O000123349,P000488,1,459.51,68.93,78.12,468.70,2026-09-02 16:35:21,2026-09-02 16:35:21
SRC_ORDER_ITEM_B002_000007788,OI0000379618,O000123350,P000476,2,391.21,117.36,133.01,798.07,2026-09-02 06:53:54,2026-09-02 06:53:54
SRC_ORDER_ITEM_B002_000007789,OI0000379619,O000123350,P000187,1,263.09,13.15,49.99,299.93,2026-09-02 06:53:54,2026-09-02 06:53:54
SRC_ORDER_ITEM_B002_000007790,OI0000379620,O000123351,P000511,2,8.40,3.36,2.69,16.13,2026-09-02 14:18:41,2026-09-02 14:18:41
SRC_ORDER_ITEM_B002_000007791,OI0000379621,O000123351,P000485,1,173.92,0.00,34.78,208.70,2026-09-02 14:18:41,2026-09-02 14:18:41
SRC_ORDER_ITEM_B002_000007792,OI0000379622,O000123351,P000523,2,584.32,0.00,233.73,1402.37,2026-09-02 14:18:41,2026-09-02 14:18:41
SRC_ORDER_ITEM_B002_000007793,OI0000379623,O000123351,P000330,3,971.52,291.46,524.62,3147.72,2026-09-02 14:18:41,2026-09-02 14:18:41
SRC_ORDER_ITEM_B002_000007794,OI0000379624,O000123352,P000218,3,598.00,0.00,358.80,2152.80,2026-09-01 16:12:18,2026-09-01 16:12:18
SRC_ORDER_ITEM_B002_000007795,OI0000379625,O000123352,P000082,1,188.68,0.00,37.74,226.42,2026-09-01 16:12:18,2026-09-01 16:12:18
SRC_ORDER_ITEM_B002_000007796,OI0000379626,O000123353,P000164,1,886.64,88.66,159.60,957.58,2026-09-03 10:06:06,2026-09-03 10:06:06
SRC_ORDER_ITEM_B002_000007797,OI0000379627,O000123353,P000114,1,591.83,0.00,118.37,710.20,2026-09-03 10:06:06,2026-09-03 10:06:06
SRC_ORDER_ITEM_B002_000007798,OI0000379628,O000123353,P000370,1,451.19,0.00,90.24,541.43,2026-09-03 10:06:06,2026-09-03 10:06:06
SRC_ORDER_ITEM_B002_000007799,OI0000379629,O000123353,P000301,1,93.32,0.00,18.66,111.98,2026-09-03 10:06:06,2026-09-03 10:06:06
SRC_ORDER_ITEM_B002_000007800,OI0000379630,O000123354,P000415,1,931.99,46.60,177.08,1062.47,2026-09-02 23:19:14,2026-09-02 23:19:14
SRC_ORDER_ITEM_B002_000007801,OI0000379631,O000123354,P000497,1,285.41,42.81,48.52,291.12,2026-09-02 23:19:14,2026-09-02 23:19:14
SRC_ORDER_ITEM_B002_000007802,OI0000379632,O000123355,P000363,2,895.85,0.00,358.34,2150.04,2026-09-03 15:49:52,2026-09-03 15:49:52
SRC_ORDER_ITEM_B002_000007803,OI0000379633,O000123355,P000249,1,921.62,46.08,175.11,1050.65,2026-09-03 15:49:52,2026-09-03 15:49:52
SRC_ORDER_ITEM_B002_000007804,OI0000379634,O000123356,P000506,1,64.16,0.00,12.83,76.99,2026-09-02 10:53:50,2026-09-02 10:53:50
SRC_ORDER_ITEM_B002_000007805,OI0000379635,O000123356,P000327,3,334.51,50.18,190.67,1144.02,2026-09-02 10:53:50,2026-09-02 10:53:50
SRC_ORDER_ITEM_B002_000007806,OI0000379636,O000123356,P000315,2,767.07,0.00,306.83,1840.97,2026-09-02 10:53:50,2026-09-02 10:53:50
SRC_ORDER_ITEM_B002_000007807,OI0000379637,O000123356,P000263,3,629.08,0.00,377.45,2264.69,2026-09-02 10:53:50,2026-09-02 10:53:50
SRC_ORDER_ITEM_B002_000007808,OI0000379638,O000123356,P000108,1,421.27,0.00,84.25,505.52,2026-09-02 10:53:50,2026-09-02 10:53:50
SRC_ORDER_ITEM_B002_000007809,OI0000379639,O000123356,P000236,1,372.20,0.00,74.44,446.64,2026-09-02 10:53:50,2026-09-02 10:53:50
SRC_ORDER_ITEM_B002_000007810,OI0000379640,O000123357,P000280,1,733.25,36.66,139.32,835.91,2026-09-01 18:20:42,2026-09-01 18:20:42
SRC_ORDER_ITEM_B002_000007811,OI0000379641,O000123357,P000263,1,629.08,0.00,125.82,754.90,2026-09-01 18:20:42,2026-09-01 18:20:42
SRC_ORDER_ITEM_B002_000007812,OI0000379642,O000123358,P000099,2,618.54,0.00,247.42,1484.50,2026-09-01 23:20:56,2026-09-01 23:20:56
SRC_ORDER_ITEM_B002_000007813,OI0000379643,O000123358,P000200,1,221.07,11.05,42.00,252.02,2026-09-01 23:20:56,2026-09-01 23:20:56
SRC_ORDER_ITEM_B002_000007814,OI0000379644,O000123358,P000219,3,161.99,72.90,82.61,495.68,2026-09-01 23:20:56,2026-09-01 23:20:56
SRC_ORDER_ITEM_B002_000007815,OI0000379645,O000123358,P000204,2,901.60,90.16,342.61,2055.65,2026-09-01 23:20:56,2026-09-01 23:20:56
SRC_ORDER_ITEM_B002_000007816,OI0000379646,O000123358,P000277,2,1099.18,219.84,395.70,2374.22,2026-09-01 23:20:56,2026-09-01 23:20:56
SRC_ORDER_ITEM_B002_000007817,OI0000379647,O000123358,P000047,1,224.72,0.00,44.94,269.66,2026-09-01 23:20:56,2026-09-01 23:20:56
SRC_ORDER_ITEM_B002_000007818,OI0000379648,O000123359,P000314,2,335.73,0.00,134.29,805.75,2026-09-01 21:51:40,2026-09-01 21:51:40
SRC_ORDER_ITEM_B002_000007819,OI0000379649,O000123359,P000315,1,767.07,115.06,130.40,782.41,2026-09-01 21:51:40,2026-09-01 21:51:40
SRC_ORDER_ITEM_B002_000007820,OI0000379650,O000123359,P000319,1,15.23,1.52,2.74,16.45,2026-09-01 21:51:40,2026-09-01 21:51:40
SRC_ORDER_ITEM_B002_000007821,OI0000379651,O000123359,P000544,1,962.66,48.13,182.91,1097.44,2026-09-01 21:51:40,2026-09-01 21:51:40
SRC_ORDER_ITEM_B002_000007822,OI0000379652,O000123359,P000396,2,334.12,33.41,126.97,761.80,2026-09-01 21:51:40,2026-09-01 21:51:40
SRC_ORDER_ITEM_B002_000007823,OI0000379653,O000123359,P000198,1,956.30,47.82,181.70,1090.18,2026-09-01 21:51:40,2026-09-01 21:51:40
SRC_ORDER_ITEM_B002_000007824,OI0000379654,O000123360,P000013,2,982.85,98.28,373.48,2240.90,2026-09-01 21:51:34,2026-09-01 21:51:34
SRC_ORDER_ITEM_B002_000007825,OI0000379655,O000123360,P000392,2,68.10,0.00,27.24,163.44,2026-09-01 21:51:34,2026-09-01 21:51:34
SRC_ORDER_ITEM_B002_000007826,OI0000379656,O000123361,P000398,1,958.19,0.00,191.64,1149.83,2026-09-01 07:46:39,2026-09-01 07:46:39
SRC_ORDER_ITEM_B002_000007827,OI0000379657,O000123361,P000147,1,211.87,0.00,42.37,254.24,2026-09-01 07:46:39,2026-09-01 07:46:39
SRC_ORDER_ITEM_B002_000007828,OI0000379658,O000123361,P000467,2,954.97,0.00,381.99,2291.93,2026-09-01 07:46:39,2026-09-01 07:46:39
SRC_ORDER_ITEM_B002_000007829,OI0000379659,O000123362,P000144,1,820.45,41.02,155.89,935.32,2026-09-02 12:40:13,2026-09-02 12:40:13
SRC_ORDER_ITEM_B002_000007830,OI0000379660,O000123362,P000253,1,910.22,0.00,182.04,1092.26,2026-09-02 12:40:13,2026-09-02 12:40:13
SRC_ORDER_ITEM_B002_000007831,OI0000379661,O000123362,P000054,2,67.10,0.00,26.84,161.04,2026-09-02 12:40:13,2026-09-02 12:40:13
SRC_ORDER_ITEM_B002_000007832,OI0000379662,O000123362,P000317,2,979.74,195.95,352.71,2116.24,2026-09-02 12:40:13,2026-09-02 12:40:13
SRC_ORDER_ITEM_B002_000007833,OI0000379663,O000123362,P000128,1,991.41,0.00,198.28,1189.69,2026-09-02 12:40:13,2026-09-02 12:40:13
SRC_ORDER_ITEM_B002_000007834,OI0000379664,O000123363,P000252,4,892.03,0.00,713.62,4281.74,2026-09-03 06:58:21,2026-09-03 06:58:21
SRC_ORDER_ITEM_B002_000007835,OI0000379665,O000123363,P000494,1,906.09,90.61,163.10,978.58,2026-09-03 06:58:21,2026-09-03 06:58:21
SRC_ORDER_ITEM_B002_000007836,OI0000379666,O000123364,P000029,3,968.28,145.24,551.92,3311.52,2026-09-03 22:20:57,2026-09-03 22:20:57
SRC_ORDER_ITEM_B002_000007837,OI0000379667,O000123364,P000444,1,354.91,0.00,70.98,425.89,2026-09-03 22:20:57,2026-09-03 22:20:57
SRC_ORDER_ITEM_B002_000007838,OI0000379668,O000123364,P000131,2,770.39,77.04,292.75,1756.49,2026-09-03 22:20:57,2026-09-03 22:20:57
SRC_ORDER_ITEM_B002_000007839,OI0000379669,O000123365,P000516,4,17.99,0.00,14.39,86.35,2026-09-02 03:29:39,2026-09-02 03:29:39
SRC_ORDER_ITEM_B002_000007840,OI0000379670,O000123365,P000147,2,211.87,42.37,76.27,457.64,2026-09-02 03:29:39,2026-09-02 03:29:39
SRC_ORDER_ITEM_B002_000007841,OI0000379671,O000123366,P000101,1,980.10,0.00,196.02,1176.12,2026-09-01 18:55:38,2026-09-01 18:55:38
SRC_ORDER_ITEM_B002_000007842,OI0000379672,O000123366,P000192,1,177.30,0.00,35.46,212.76,2026-09-01 18:55:38,2026-09-01 18:55:38
SRC_ORDER_ITEM_B002_000007843,OI0000379673,O000123366,P000535,1,672.03,0.00,134.41,806.44,2026-09-01 18:55:38,2026-09-01 18:55:38
SRC_ORDER_ITEM_B002_000007844,OI0000379674,O000123366,P000279,2,855.67,0.00,342.27,2053.61,2026-09-01 18:55:38,2026-09-01 18:55:38
SRC_ORDER_ITEM_B002_000007845,OI0000379675,O000123366,P000377,4,636.71,127.34,483.90,2903.40,2026-09-01 18:55:38,2026-09-01 18:55:38
SRC_ORDER_ITEM_B002_000007846,OI0000379676,O000123367,P000527,2,113.03,0.00,45.21,271.27,2026-09-02 01:29:19,2026-09-02 01:29:19
SRC_ORDER_ITEM_B002_000007847,OI0000379677,O000123368,P000477,2,1052.91,210.58,379.05,2274.29,2026-09-02 05:47:18,2026-09-02 05:47:18
SRC_ORDER_ITEM_B002_000007848,OI0000379678,O000123369,P000249,1,921.62,184.32,147.46,884.76,2026-09-01 15:46:16,2026-09-01 15:46:16
SRC_ORDER_ITEM_B002_000007849,OI0000379679,O000123370,P000245,2,826.64,165.33,297.59,1785.54,2026-09-01 19:18:25,2026-09-01 19:18:25
SRC_ORDER_ITEM_B002_000007850,OI0000379680,O000123370,P000120,1,253.99,0.00,50.80,304.79,2026-09-01 19:18:25,2026-09-01 19:18:25
SRC_ORDER_ITEM_B002_000007851,OI0000379681,O000123370,P000165,2,172.69,51.81,58.71,352.28,2026-09-01 19:18:25,2026-09-01 19:18:25
SRC_ORDER_ITEM_B002_000007852,OI0000379682,O000123370,P000056,1,345.98,0.00,69.20,415.18,2026-09-01 19:18:25,2026-09-01 19:18:25
SRC_ORDER_ITEM_B002_000007853,OI0000379683,O000123370,P000071,3,204.13,0.00,122.48,734.87,2026-09-01 19:18:25,2026-09-01 19:18:25
SRC_ORDER_ITEM_B002_000007854,OI0000379684,O000123371,P000062,2,650.23,65.02,247.09,1482.53,2026-09-01 23:23:35,2026-09-01 23:23:35
SRC_ORDER_ITEM_B002_000007855,OI0000379685,O000123371,P000430,2,28.59,0.00,11.44,68.62,2026-09-01 23:23:35,2026-09-01 23:23:35
SRC_ORDER_ITEM_B002_000007856,OI0000379686,O000123371,P000429,1,952.54,142.88,161.93,971.59,2026-09-01 23:23:35,2026-09-01 23:23:35
SRC_ORDER_ITEM_B002_000007857,OI0000379687,O000123372,P000192,1,177.30,8.86,33.69,202.13,2026-09-03 09:39:52,2026-09-03 09:39:52
SRC_ORDER_ITEM_B002_000007858,OI0000379688,O000123372,P000548,1,466.25,0.00,93.25,559.50,2026-09-03 09:39:52,2026-09-03 09:39:52
SRC_ORDER_ITEM_B002_000007859,OI0000379689,O000123372,P000413,1,67.56,0.00,13.51,81.07,2026-09-03 09:39:52,2026-09-03 09:39:52
SRC_ORDER_ITEM_B002_000007860,OI0000379690,O000123372,P000299,2,327.78,131.11,104.89,629.34,2026-09-03 09:39:52,2026-09-03 09:39:52
SRC_ORDER_ITEM_B002_000007861,OI0000379691,O000123372,P000217,2,540.16,54.02,205.26,1231.56,2026-09-03 09:39:52,2026-09-03 09:39:52
SRC_ORDER_ITEM_B002_000007862,OI0000379692,O000123373,P000054,1,67.10,0.00,13.42,80.52,2026-09-03 13:33:35,2026-09-03 13:33:35
SRC_ORDER_ITEM_B002_000007863,OI0000379693,O000123373,P000277,1,1099.18,54.96,208.84,1253.06,2026-09-03 13:33:35,2026-09-03 13:33:35
SRC_ORDER_ITEM_B002_000007864,OI0000379694,O000123373,P000487,1,17.27,0.00,3.45,20.72,2026-09-03 13:33:35,2026-09-03 13:33:35
SRC_ORDER_ITEM_B002_000007865,OI0000379695,O000123373,P000150,3,425.44,0.00,255.26,1531.58,2026-09-03 13:33:35,2026-09-03 13:33:35
SRC_ORDER_ITEM_B002_000007866,OI0000379696,O000123373,P000111,3,59.40,0.00,35.64,213.84,2026-09-03 13:33:35,2026-09-03 13:33:35
SRC_ORDER_ITEM_B002_000007867,OI0000379697,O000123373,P000260,1,840.88,0.00,168.18,1009.06,2026-09-03 13:33:35,2026-09-03 13:33:35
SRC_ORDER_ITEM_B002_000007868,OI0000379698,O000123374,P000448,2,91.70,0.00,36.68,220.08,2026-09-02 17:41:03,2026-09-02 17:41:03
SRC_ORDER_ITEM_B002_000007869,OI0000379699,O000123374,P000219,1,161.99,0.00,32.40,194.39,2026-09-02 17:41:03,2026-09-02 17:41:03
SRC_ORDER_ITEM_B002_000007870,OI0000379700,O000123375,P000077,1,23.17,0.00,4.63,27.80,2026-09-03 11:14:49,2026-09-03 11:14:49
SRC_ORDER_ITEM_B002_000007871,OI0000379701,O000123375,P000118,2,159.46,31.89,57.41,344.44,2026-09-03 11:14:49,2026-09-03 11:14:49
SRC_ORDER_ITEM_B002_000007872,OI0000379702,O000123375,P000469,1,406.72,20.34,77.28,463.66,2026-09-03 11:14:49,2026-09-03 11:14:49
SRC_ORDER_ITEM_B002_000007873,OI0000379703,O000123375,P000448,1,91.70,0.00,18.34,110.04,2026-09-03 11:14:49,2026-09-03 11:14:49
SRC_ORDER_ITEM_B002_000007874,OI0000379704,O000123376,P000497,1,285.41,0.00,57.08,342.49,2026-09-01 21:44:27,2026-09-01 21:44:27
SRC_ORDER_ITEM_B002_000007875,OI0000379705,O000123376,P000243,1,825.98,0.00,165.20,991.18,2026-09-01 21:44:27,2026-09-01 21:44:27
SRC_ORDER_ITEM_B002_000007876,OI0000379706,O000123376,P000323,1,677.54,0.00,135.51,813.05,2026-09-01 21:44:27,2026-09-01 21:44:27
SRC_ORDER_ITEM_B002_000007877,OI0000379707,O000123376,P000120,1,253.99,38.10,43.18,259.07,2026-09-01 21:44:27,2026-09-01 21:44:27
SRC_ORDER_ITEM_B002_000007878,OI0000379708,O000123376,P000201,1,455.19,0.00,91.04,546.23,2026-09-01 21:44:27,2026-09-01 21:44:27
SRC_ORDER_ITEM_B002_000007879,OI0000379709,O000123377,P000328,1,532.26,79.84,90.48,542.90,2026-09-01 18:35:12,2026-09-01 18:35:12
SRC_ORDER_ITEM_B002_000007880,OI0000379710,O000123377,P000074,2,588.67,0.00,235.47,1412.81,2026-09-01 18:35:12,2026-09-01 18:35:12
SRC_ORDER_ITEM_B002_000007881,OI0000379711,O000123377,P000079,1,857.77,0.00,171.55,1029.32,2026-09-01 18:35:12,2026-09-01 18:35:12
SRC_ORDER_ITEM_B002_000007882,OI0000379712,O000123377,P000084,1,974.97,0.00,194.99,1169.96,2026-09-01 18:35:12,2026-09-01 18:35:12
SRC_ORDER_ITEM_B002_000007883,OI0000379713,O000123377,P000325,3,663.81,298.71,338.54,2031.26,2026-09-01 18:35:12,2026-09-01 18:35:12
SRC_ORDER_ITEM_B002_000007884,OI0000379714,O000123377,P000274,1,670.62,0.00,134.12,804.74,2026-09-01 18:35:12,2026-09-01 18:35:12
SRC_ORDER_ITEM_B002_000007885,OI0000379715,O000123378,P000285,2,707.93,0.00,283.17,1699.03,2026-09-03 19:37:27,2026-09-03 19:37:27
SRC_ORDER_ITEM_B002_000007886,OI0000379716,O000123378,P000231,2,540.03,108.01,194.41,1166.46,2026-09-03 19:37:27,2026-09-03 19:37:27
SRC_ORDER_ITEM_B002_000007887,OI0000379717,O000123378,P000236,1,372.20,0.00,74.44,446.64,2026-09-03 19:37:27,2026-09-03 19:37:27
SRC_ORDER_ITEM_B002_000007888,OI0000379718,O000123378,P000545,1,91.70,0.00,18.34,110.04,2026-09-03 19:37:27,2026-09-03 19:37:27
SRC_ORDER_ITEM_B002_000007889,OI0000379719,O000123379,P000536,3,916.67,0.00,550.00,3300.01,2026-09-03 14:27:03,2026-09-03 14:27:03
SRC_ORDER_ITEM_B002_000007890,OI0000379720,O000123379,P000451,1,918.44,0.00,183.69,1102.13,2026-09-03 14:27:03,2026-09-03 14:27:03
SRC_ORDER_ITEM_B002_000007891,OI0000379721,O000123379,P000289,1,688.94,103.34,117.12,702.72,2026-09-03 14:27:03,2026-09-03 14:27:03
SRC_ORDER_ITEM_B002_000007892,OI0000379722,O000123380,P000110,1,655.56,0.00,131.11,786.67,2026-09-02 23:49:22,2026-09-02 23:49:22
SRC_ORDER_ITEM_B002_000007893,OI0000379723,O000123381,P000136,1,290.37,0.00,58.07,348.44,2026-09-01 23:57:45,2026-09-01 23:57:45
SRC_ORDER_ITEM_B002_000007894,OI0000379724,O000123381,P000454,3,214.68,0.00,128.81,772.85,2026-09-01 23:57:45,2026-09-01 23:57:45
SRC_ORDER_ITEM_B002_000007895,OI0000379725,O000123382,P000137,2,217.76,43.55,78.39,470.36,2026-09-02 14:46:06,2026-09-02 14:46:06
SRC_ORDER_ITEM_B002_000007896,OI0000379726,O000123382,P000336,1,178.28,0.00,35.66,213.94,2026-09-02 14:46:06,2026-09-02 14:46:06
SRC_ORDER_ITEM_B002_000007897,OI0000379727,O000123382,P000335,2,648.76,64.88,246.53,1479.17,2026-09-02 14:46:06,2026-09-02 14:46:06
SRC_ORDER_ITEM_B002_000007898,OI0000379728,O000123383,P000378,2,808.21,0.00,323.28,1939.70,2026-09-02 17:15:30,2026-09-02 17:15:30
SRC_ORDER_ITEM_B002_000007899,OI0000379729,O000123383,P000214,2,794.44,79.44,301.89,1811.33,2026-09-02 17:15:30,2026-09-02 17:15:30
SRC_ORDER_ITEM_B002_000007900,OI0000379730,O000123383,P000174,1,512.71,0.00,102.54,615.25,2026-09-02 17:15:30,2026-09-02 17:15:30
SRC_ORDER_ITEM_B002_000007901,OI0000379731,O000123383,P000439,2,461.61,0.00,184.64,1107.86,2026-09-02 17:15:30,2026-09-02 17:15:30
SRC_ORDER_ITEM_B002_000007902,OI0000379732,O000123384,P000384,1,293.81,0.00,58.76,352.57,2026-09-01 14:39:25,2026-09-01 14:39:25
SRC_ORDER_ITEM_B002_000007903,OI0000379733,O000123384,P000333,1,922.63,0.00,184.53,1107.16,2026-09-01 14:39:25,2026-09-01 14:39:25
SRC_ORDER_ITEM_B002_000007904,OI0000379734,O000123384,P000213,1,897.53,0.00,179.51,1077.04,2026-09-01 14:39:25,2026-09-01 14:39:25
SRC_ORDER_ITEM_B002_000007905,OI0000379735,O000123384,P000105,1,84.84,0.00,16.97,101.81,2026-09-01 14:39:25,2026-09-01 14:39:25
SRC_ORDER_ITEM_B002_000007906,OI0000379736,O000123384,P000117,2,626.53,0.00,250.61,1503.67,2026-09-01 14:39:25,2026-09-01 14:39:25
SRC_ORDER_ITEM_B002_000007907,OI0000379737,O000123384,P000081,1,161.05,0.00,32.21,193.26,2026-09-01 14:39:25,2026-09-01 14:39:25
SRC_ORDER_ITEM_B002_000007908,OI0000379738,O000123385,P000309,1,17.41,0.00,3.48,20.89,2026-09-02 00:31:45,2026-09-02 00:31:45
SRC_ORDER_ITEM_B002_000007909,OI0000379739,O000123385,P000212,4,947.35,0.00,757.88,4547.28,2026-09-02 00:31:45,2026-09-02 00:31:45
SRC_ORDER_ITEM_B002_000007910,OI0000379740,O000123385,P000206,2,743.22,0.00,297.29,1783.73,2026-09-02 00:31:45,2026-09-02 00:31:45
SRC_ORDER_ITEM_B002_000007911,OI0000379741,O000123385,P000422,1,94.28,0.00,18.86,113.14,2026-09-02 00:31:45,2026-09-02 00:31:45
SRC_ORDER_ITEM_B002_000007912,OI0000379742,O000123385,P000501,2,116.91,0.00,46.76,280.58,2026-09-02 00:31:45,2026-09-02 00:31:45
SRC_ORDER_ITEM_B002_000007913,OI0000379743,O000123385,P000545,1,91.70,0.00,18.34,110.04,2026-09-02 00:31:45,2026-09-02 00:31:45
SRC_ORDER_ITEM_B002_000007914,OI0000379744,O000123386,P000166,1,419.81,0.00,83.96,503.77,2026-09-03 09:01:36,2026-09-03 09:01:36
SRC_ORDER_ITEM_B002_000007915,OI0000379745,O000123386,P000360,1,653.43,0.00,130.69,784.12,2026-09-03 09:01:36,2026-09-03 09:01:36
SRC_ORDER_ITEM_B002_000007916,OI0000379746,O000123386,P000094,1,106.42,0.00,21.28,127.70,2026-09-03 09:01:36,2026-09-03 09:01:36
SRC_ORDER_ITEM_B002_000007917,OI0000379747,O000123386,P000193,1,90.32,0.00,18.06,108.38,2026-09-03 09:01:36,2026-09-03 09:01:36
SRC_ORDER_ITEM_B002_000007918,OI0000379748,O000123386,P000161,1,546.20,0.00,109.24,655.44,2026-09-03 09:01:36,2026-09-03 09:01:36
SRC_ORDER_ITEM_B002_000007919,OI0000379749,O000123386,P000128,2,991.41,0.00,396.56,2379.38,2026-09-03 09:01:36,2026-09-03 09:01:36
SRC_ORDER_ITEM_B002_000007920,OI0000379750,O000123387,P000305,1,729.91,36.50,138.68,832.09,2026-09-03 02:13:48,2026-09-03 02:13:48
SRC_ORDER_ITEM_B002_000007921,OI0000379751,O000123387,P000118,4,159.46,95.68,108.43,650.59,2026-09-03 02:13:48,2026-09-03 02:13:48
SRC_ORDER_ITEM_B002_000007922,OI0000379752,O000123387,P000502,1,396.72,0.00,79.34,476.06,2026-09-03 02:13:48,2026-09-03 02:13:48
SRC_ORDER_ITEM_B002_000007923,OI0000379753,O000123388,P000208,1,858.77,128.82,145.99,875.94,2026-09-02 23:50:56,2026-09-02 23:50:56
SRC_ORDER_ITEM_B002_000007924,OI0000379754,O000123388,P000045,1,891.82,0.00,178.36,1070.18,2026-09-02 23:50:56,2026-09-02 23:50:56
SRC_ORDER_ITEM_B002_000007925,OI0000379755,O000123388,P000337,2,800.49,0.00,320.20,1921.18,2026-09-02 23:50:56,2026-09-02 23:50:56
SRC_ORDER_ITEM_B002_000007926,OI0000379756,O000123388,P000146,1,62.49,0.00,12.50,74.99,2026-09-02 23:50:56,2026-09-02 23:50:56
SRC_ORDER_ITEM_B002_000007927,OI0000379757,O000123389,P000026,1,970.54,194.11,155.29,931.72,2026-09-03 00:59:12,2026-09-03 00:59:12
SRC_ORDER_ITEM_B002_000007928,OI0000379758,O000123389,P000235,1,452.38,0.00,90.48,542.86,2026-09-03 00:59:12,2026-09-03 00:59:12
SRC_ORDER_ITEM_B002_000007929,OI0000379759,O000123390,P000389,4,103.43,20.69,78.61,471.64,2026-09-01 17:45:36,2026-09-01 17:45:36
SRC_ORDER_ITEM_B002_000007930,OI0000379760,O000123390,P000410,3,587.90,0.00,352.74,2116.44,2026-09-01 17:45:36,2026-09-01 17:45:36
SRC_ORDER_ITEM_B002_000007931,OI0000379761,O000123390,P000018,2,385.99,38.60,146.68,880.06,2026-09-01 17:45:36,2026-09-01 17:45:36
SRC_ORDER_ITEM_B002_000007932,OI0000379762,O000123390,P000527,1,113.03,0.00,22.61,135.64,2026-09-01 17:45:36,2026-09-01 17:45:36
SRC_ORDER_ITEM_B002_000007933,OI0000379763,O000123390,P000235,3,452.38,0.00,271.43,1628.57,2026-09-01 17:45:36,2026-09-01 17:45:36
SRC_ORDER_ITEM_B002_000007934,OI0000379764,O000123391,P000103,1,115.59,0.00,23.12,138.71,2026-09-03 10:54:20,2026-09-03 10:54:20
SRC_ORDER_ITEM_B002_000007935,OI0000379765,O000123391,P000425,3,164.69,0.00,98.81,592.88,2026-09-03 10:54:20,2026-09-03 10:54:20
SRC_ORDER_ITEM_B002_000007936,OI0000379766,O000123391,P000250,1,228.09,0.00,45.62,273.71,2026-09-03 10:54:20,2026-09-03 10:54:20
SRC_ORDER_ITEM_B002_000007937,OI0000379767,O000123391,P000424,1,793.65,39.68,150.79,904.76,2026-09-03 10:54:20,2026-09-03 10:54:20
SRC_ORDER_ITEM_B002_000007938,OI0000379768,O000123391,P000100,1,152.35,15.24,27.42,164.53,2026-09-03 10:54:20,2026-09-03 10:54:20
SRC_ORDER_ITEM_B002_000007939,OI0000379769,O000123392,P000415,2,931.99,0.00,372.80,2236.78,2026-09-01 20:41:21,2026-09-01 20:41:21
SRC_ORDER_ITEM_B002_000007940,OI0000379770,O000123392,P000442,2,548.39,219.36,175.48,1052.90,2026-09-01 20:41:21,2026-09-01 20:41:21
SRC_ORDER_ITEM_B002_000007941,OI0000379771,O000123392,P000521,2,163.84,32.77,58.98,353.89,2026-09-01 20:41:21,2026-09-01 20:41:21
SRC_ORDER_ITEM_B002_000007942,OI0000379772,O000123392,P000411,2,571.96,0.00,228.78,1372.70,2026-09-01 20:41:21,2026-09-01 20:41:21
