source_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,amount,currency_code,transaction_reference,created_at,updated_at
SRC_PAYMENT_B002_000001540,PAY0000127782,O000122525,C0029428,2026-09-03 15:39:12,CARD,CAPTURED,1027.52,GBP,TXN-B002-000000127782,2026-09-03 15:39:12,2026-09-03 15:39:12
SRC_PAYMENT_B002_000001541,PAY0000127783,O000122526,C0024188,2026-09-02 17:22:32,CARD,CAPTURED,199.51,GBP,TXN-B002-000000127783,2026-09-02 17:22:32,2026-09-02 17:22:32
SRC_PAYMENT_B002_000001542,PAY0000127784,O000122527,C0044911,2026-09-01 07:11:58,CARD,CAPTURED,2131.55,GBP,TXN-B002-000000127784,2026-09-01 07:11:58,2026-09-01 07:11:58
SRC_PAYMENT_B002_000001543,PAY0000127785,O000122529,C0035707,2026-09-03 23:53:20,CARD,CAPTURED,510.53,GBP,TXN-B002-000000127785,2026-09-03 23:53:20,2026-09-03 23:53:20
SRC_PAYMENT_B002_000001544,PAY0000127786,O000122530,C0034358,2026-09-03 08:23:15,CARD,CAPTURED,5185.72,GBP,TXN-B002-000000127786,2026-09-03 08:23:15,2026-09-03 08:23:15
SRC_PAYMENT_B002_000001545,PAY0000127787,O000122531,C0009121,2026-09-01 18:33:54,BANK_TRANSFER,CAPTURED,3633.45,GBP,TXN-B002-000000127787,2026-09-01 18:33:54,2026-09-01 18:33:54
SRC_PAYMENT_B002_000001546,PAY0000127788,O000122532,C0001582,2026-09-03 17:13:40,CARD,CAPTURED,2806.50,GBP,TXN-B002-000000127788,2026-09-03 17:13:40,2026-09-03 17:13:40
SRC_PAYMENT_B002_000001547,PAY0000127789,O000122533,C0019156,2026-09-03 12:05:15,BANK_TRANSFER,CAPTURED,4054.08,GBP,TXN-B002-000000127789,2026-09-03 12:05:15,2026-09-03 12:05:15
SRC_PAYMENT_B002_000001548,PAY0000127790,O000122534,C0009525,2026-09-03 17:58:23,PAYPAL,CAPTURED,3102.43,GBP,TXN-B002-000000127790,2026-09-03 17:58:23,2026-09-03 17:58:23
SRC_PAYMENT_B002_000001549,PAY0000127791,O000122535,C0000541,2026-09-03 12:27:41,APPLE_PAY,CAPTURED,1798.84,GBP,TXN-B002-000000127791,2026-09-03 12:27:41,2026-09-03 12:27:41
SRC_PAYMENT_B002_000001550,PAY0000127792,O000122537,C0016491,2026-09-03 00:12:09,APPLE_PAY,CAPTURED,3012.99,GBP,TXN-B002-000000127792,2026-09-03 00:12:09,2026-09-03 00:12:09
SRC_PAYMENT_B002_000001551,PAY0000127793,O000122538,C0005533,2026-09-03 09:35:15,PAYPAL,CAPTURED,2866.11,GBP,TXN-B002-000000127793,2026-09-03 09:35:15,2026-09-03 09:35:15
SRC_PAYMENT_B002_000001552,PAY0000127794,O000122539,C0023386,2026-09-03 23:39:54,CARD,CAPTURED,5189.86,GBP,TXN-B002-000000127794,2026-09-03 23:39:54,2026-09-03 23:39:54
SRC_PAYMENT_B002_000001553,PAY0000127795,O000122540,C0007280,2026-09-03 11:35:01,CARD,CAPTURED,1024.02,GBP,TXN-B002-000000127795,2026-09-03 11:35:01,2026-09-03 11:35:01
SRC_PAYMENT_B002_000001554,PAY0000127796,O000122541,C0010385,2026-09-03 10:38:06,PAYPAL,CAPTURED,4490.56,GBP,TXN-B002-000000127796,2026-09-03 10:38:06,2026-09-03 10:38:06
SRC_PAYMENT_B002_000001555,PAY0000127797,O000122543,C0037623,2026-09-02 10:47:59,CARD,CAPTURED,9269.30,GBP,TXN-B002-000000127797,2026-09-02 10:47:59,2026-09-02 10:47:59
SRC_PAYMENT_B002_000001556,PAY0000127798,O000122544,C0009157,2026-09-01 14:30:08,CARD,CAPTURED,712.45,GBP,TXN-B002-000000127798,2026-09-01 14:30:08,2026-09-01 14:30:08
SRC_PAYMENT_B002_000001557,PAY0000127799,O000122545,C0031890,2026-09-03 09:16:44,PAYPAL,CAPTURED,1106.29,GBP,TXN-B002-000000127799,2026-09-03 09:16:44,2026-09-03 09:16:44
SRC_PAYMENT_B002_000001558,PAY0000127800,O000122546,C0032344,2026-09-02 13:50:56,APPLE_PAY,CAPTURED,2963.10,GBP,TXN-B002-000000127800,2026-09-02 13:50:56,2026-09-02 13:50:56
SRC_PAYMENT_B002_000001559,PAY0000127801,O000122547,C0024578,2026-09-03 08:41:12,APPLE_PAY,CAPTURED,1941.30,GBP,TXN-B002-000000127801,2026-09-03 08:41:12,2026-09-03 08:41:12
SRC_PAYMENT_B002_000001560,PAY0000127802,O000122548,C0004543,2026-09-02 19:45:25,PAYPAL,CAPTURED,47.57,GBP,TXN-B002-000000127802,2026-09-02 19:45:25,2026-09-02 19:45:25
SRC_PAYMENT_B002_000001561,PAY0000127803,O000122549,C0046598,2026-09-03 09:44:12,GIFT_CARD,CAPTURED,6302.73,GBP,TXN-B002-000000127803,2026-09-03 09:44:12,2026-09-03 09:44:12
SRC_PAYMENT_B002_000001562,PAY0000127804,O000122550,C0023556,2026-09-01 11:50:57,APPLE_PAY,CAPTURED,55.34,GBP,TXN-B002-000000127804,2026-09-01 11:50:57,2026-09-01 11:50:57
SRC_PAYMENT_B002_000001563,PAY0000127805,O000122551,C0038536,2026-09-02 11:27:45,CARD,CAPTURED,2035.09,GBP,TXN-B002-000000127805,2026-09-02 11:27:45,2026-09-02 11:27:45
SRC_PAYMENT_B002_000001564,PAY0000127806,O000122552,C0041094,2026-09-02 14:25:28,PAYPAL,CAPTURED,1462.49,GBP,TXN-B002-000000127806,2026-09-02 14:25:28,2026-09-02 14:25:28
SRC_PAYMENT_B002_000001565,PAY0000127807,O000122553,C0036130,2026-09-03 08:19:51,PAYPAL,CAPTURED,3276.93,GBP,TXN-B002-000000127807,2026-09-03 08:19:51,2026-09-03 08:19:51
SRC_PAYMENT_B002_000001566,PAY0000127808,O000122554,C0037064,2026-09-03 18:00:44,PAYPAL,CAPTURED,4028.12,GBP,TXN-B002-000000127808,2026-09-03 18:00:44,2026-09-03 18:00:44
SRC_PAYMENT_B002_000001567,PAY0000127809,O000122556,C0028877,2026-09-02 12:08:05,PAYPAL,CAPTURED,910.55,GBP,TXN-B002-000000127809,2026-09-02 12:08:05,2026-09-02 12:08:05
SRC_PAYMENT_B002_000001568,PAY0000127810,O000122557,C0005303,2026-09-01 23:07:31,CARD,CAPTURED,1860.51,GBP,TXN-B002-000000127810,2026-09-01 23:07:31,2026-09-01 23:07:31
SRC_PAYMENT_B002_000001569,PAY0000127811,O000122558,C0031612,2026-09-02 01:51:21,APPLE_PAY,CAPTURED,2585.46,GBP,TXN-B002-000000127811,2026-09-02 01:51:21,2026-09-02 01:51:21
SRC_PAYMENT_B002_000001570,PAY0000127812,O000122559,C0001280,2026-09-03 13:31:33,CARD,CAPTURED,3732.03,GBP,TXN-B002-000000127812,2026-09-03 13:31:33,2026-09-03 13:31:33
SRC_PAYMENT_B002_000001571,PAY0000127813,O000122561,C0012236,2026-09-03 00:00:58,CARD,CAPTURED,3804.61,GBP,TXN-B002-000000127813,2026-09-03 00:00:58,2026-09-03 00:00:58
SRC_PAYMENT_B002_000001572,PAY0000127814,O000122562,C0016268,2026-09-03 08:42:42,PAYPAL,CAPTURED,1320.20,GBP,TXN-B002-000000127814,2026-09-03 08:42:42,2026-09-03 08:42:42
SRC_PAYMENT_B002_000001573,PAY0000127815,O000122563,C0014829,2026-09-02 20:45:47,CARD,CAPTURED,52.54,GBP,TXN-B002-000000127815,2026-09-02 20:45:47,2026-09-02 20:45:47
SRC_PAYMENT_B002_000001574,PAY0000127816,O000122564,C0044166,2026-09-02 15:41:51,APPLE_PAY,CAPTURED,2256.48,GBP,TXN-B002-000000127816,2026-09-02 15:41:51,2026-09-02 15:41:51
SRC_PAYMENT_B002_000001575,PAY0000127817,O000122565,C0001311,2026-09-02 12:48:00,APPLE_PAY,CAPTURED,2717.18,GBP,TXN-B002-000000127817,2026-09-02 12:48:00,2026-09-02 12:48:00
SRC_PAYMENT_B002_000001576,PAY0000127818,O000122566,C0021269,2026-09-02 00:04:34,APPLE_PAY,CAPTURED,2727.68,GBP,TXN-B002-000000127818,2026-09-02 00:04:34,2026-09-02 00:04:34
SRC_PAYMENT_B002_000001577,PAY0000127819,O000122567,C0050877,2026-09-01 18:18:33,CARD,CAPTURED,827.43,GBP,TXN-B002-000000127819,2026-09-01 18:18:33,2026-09-01 18:18:33
SRC_PAYMENT_B002_000001578,PAY0000127820,O000122568,C0031914,2026-09-03 00:13:25,PAYPAL,CAPTURED,2219.44,GBP,TXN-B002-000000127820,2026-09-03 00:13:25,2026-09-03 00:13:25
SRC_PAYMENT_B002_000001579,PAY0000127821,O000122570,C0009794,2026-09-02 01:07:49,CARD,CAPTURED,1253.68,GBP,TXN-B002-000000127821,2026-09-02 01:07:49,2026-09-02 01:07:49
SRC_PAYMENT_B002_000001580,PAY0000127822,O000122571,C0031839,2026-09-02 04:28:30,CARD,CAPTURED,1840.97,GBP,TXN-B002-000000127822,2026-09-02 04:28:30,2026-09-02 04:28:30
SRC_PAYMENT_B002_000001581,PAY0000127823,O000122572,C0040590,2026-09-03 11:28:33,CARD,CAPTURED,627.29,GBP,TXN-B002-000000127823,2026-09-03 11:28:33,2026-09-03 11:28:33
SRC_PAYMENT_B002_000001582,PAY0000127824,O000122573,C0013558,2026-09-02 04:17:58,PAYPAL,CAPTURED,2206.18,GBP,TXN-B002-000000127824,2026-09-02 04:17:58,2026-09-02 04:17:58
SRC_PAYMENT_B002_000001583,PAY0000127825,O000122574,C0015697,2026-09-02 02:05:04,PAYPAL,CAPTURED,1148.03,GBP,TXN-B002-000000127825,2026-09-02 02:05:04,2026-09-02 02:05:04
SRC_PAYMENT_B002_000001584,PAY0000127826,O000122575,C0032182,2026-09-02 02:07:44,BANK_TRANSFER,CAPTURED,1644.21,GBP,TXN-B002-000000127826,2026-09-02 02:07:44,2026-09-02 02:07:44
SRC_PAYMENT_B002_000001585,PAY0000127827,O000122576,C0045698,2026-09-02 10:59:18,CARD,CAPTURED,4341.78,GBP,TXN-B002-000000127827,2026-09-02 10:59:18,2026-09-02 10:59:18
SRC_PAYMENT_B002_000001586,PAY0000127828,O000122577,C0044284,2026-09-03 11:46:46,BANK_TRANSFER,CAPTURED,159.84,GBP,TXN-B002-000000127828,2026-09-03 11:46:46,2026-09-03 11:46:46
SRC_PAYMENT_B002_000001587,PAY0000127829,O000122578,C0008072,2026-09-03 23:22:13,CARD,CAPTURED,4103.92,GBP,TXN-B002-000000127829,2026-09-03 23:22:13,2026-09-03 23:22:13
SRC_PAYMENT_B002_000001588,PAY0000127830,O000122579,C0044702,2026-09-03 00:19:01,CARD,CAPTURED,1762.37,GBP,TXN-B002-000000127830,2026-09-03 00:19:01,2026-09-03 00:19:01
SRC_PAYMENT_B002_000001589,PAY0000127831,O000122580,C0047804,2026-09-02 07:45:35,APPLE_PAY,CAPTURED,641.24,GBP,TXN-B002-000000127831,2026-09-02 07:45:35,2026-09-02 07:45:35
SRC_PAYMENT_B002_000001590,PAY0000127832,O000122581,C0019414,2026-09-03 19:12:03,APPLE_PAY,CAPTURED,5058.47,GBP,TXN-B002-000000127832,2026-09-03 19:12:03,2026-09-03 19:12:03
SRC_PAYMENT_B002_000001591,PAY0000127833,O000122582,C0043490,2026-09-03 18:48:42,CARD,CAPTURED,2791.13,GBP,TXN-B002-000000127833,2026-09-03 18:48:42,2026-09-03 18:48:42
SRC_PAYMENT_B002_000001592,PAY0000127834,O000122583,C0041865,2026-09-03 10:28:04,CARD,CAPTURED,918.21,GBP,TXN-B002-000000127834,2026-09-03 10:28:04,2026-09-03 10:28:04
SRC_PAYMENT_B002_000001593,PAY0000127835,O000122585,C0041212,2026-09-02 17:56:18,APPLE_PAY,CAPTURED,4373.93,GBP,TXN-B002-000000127835,2026-09-02 17:56:18,2026-09-02 17:56:18
SRC_PAYMENT_B002_000001594,PAY0000127836,O000122586,C0024140,2026-09-02 17:04:51,APPLE_PAY,CAPTURED,2425.14,GBP,TXN-B002-000000127836,2026-09-02 17:04:51,2026-09-02 17:04:51
SRC_PAYMENT_B002_000001595,PAY0000127837,O000122587,C0022334,2026-09-03 11:39:10,CARD,CAPTURED,330.12,GBP,TXN-B002-000000127837,2026-09-03 11:39:10,2026-09-03 11:39:10
SRC_PAYMENT_B002_000001596,PAY0000127838,O000122589,C0034838,2026-09-03 19:26:59,CARD,CAPTURED,4737.60,GBP,TXN-B002-000000127838,2026-09-03 19:26:59,2026-09-03 19:26:59
SRC_PAYMENT_B002_000001597,PAY0000127839,O000122590,C0008757,2026-09-01 06:44:44,CARD,CAPTURED,394.62,GBP,TXN-B002-000000127839,2026-09-01 06:44:44,2026-09-01 06:44:44
SRC_PAYMENT_B002_000001598,PAY0000127840,O000122591,C0007038,2026-09-01 19:24:19,CARD,CAPTURED,6131.86,GBP,TXN-B002-000000127840,2026-09-01 19:24:19,2026-09-01 19:24:19
SRC_PAYMENT_B002_000001599,PAY0000127841,O000122592,C0024927,2026-09-02 01:55:45,GIFT_CARD,CAPTURED,1120.79,GBP,TXN-B002-000000127841,2026-09-02 01:55:45,2026-09-02 01:55:45
SRC_PAYMENT_B002_000001600,PAY0000127842,O000122594,C0018104,2026-09-01 22:51:17,CARD,CAPTURED,1452.43,GBP,TXN-B002-000000127842,2026-09-01 22:51:17,2026-09-01 22:51:17
SRC_PAYMENT_B002_000001601,PAY0000127843,O000122595,C0029946,2026-09-02 20:23:13,CARD,CAPTURED,517.03,GBP,TXN-B002-000000127843,2026-09-02 20:23:13,2026-09-02 20:23:13
SRC_PAYMENT_B002_000001602,PAY0000127844,O000122596,C0008626,2026-09-02 12:06:00,BANK_TRANSFER,CAPTURED,395.77,GBP,TXN-B002-000000127844,2026-09-02 12:06:00,2026-09-02 12:06:00
SRC_PAYMENT_B002_000001603,PAY0000127845,O000122597,C0024834,2026-09-02 14:39:46,PAYPAL,CAPTURED,1225.73,GBP,TXN-B002-000000127845,2026-09-02 14:39:46,2026-09-02 14:39:46
SRC_PAYMENT_B002_000001604,PAY0000127846,O000122598,C0002610,2026-09-03 19:56:43,CARD,CAPTURED,2918.40,GBP,TXN-B002-000000127846,2026-09-03 19:56:43,2026-09-03 19:56:43
SRC_PAYMENT_B002_000001605,PAY0000127847,O000122599,C0012304,2026-09-03 06:08:10,CARD,CAPTURED,388.78,GBP,TXN-B002-000000127847,2026-09-03 06:08:10,2026-09-03 06:08:10
SRC_PAYMENT_B002_000001606,PAY0000127848,O000122600,C0042865,2026-09-02 13:11:47,CARD,CAPTURED,650.15,GBP,TXN-B002-000000127848,2026-09-02 13:11:47,2026-09-02 13:11:47
SRC_PAYMENT_B002_000001607,PAY0000127849,O000122601,C0012601,2026-09-02 21:26:02,APPLE_PAY,CAPTURED,4932.27,GBP,TXN-B002-000000127849,2026-09-02 21:26:02,2026-09-02 21:26:02
SRC_PAYMENT_B002_000001608,PAY0000127850,O000122602,C0022938,2026-09-02 05:16:53,GIFT_CARD,CAPTURED,2684.41,GBP,TXN-B002-000000127850,2026-09-02 05:16:53,2026-09-02 05:16:53
SRC_PAYMENT_B002_000001609,PAY0000127851,O000122603,C0019170,2026-09-02 05:11:16,CARD,CAPTURED,307.98,GBP,TXN-B002-000000127851,2026-09-02 05:11:16,2026-09-02 05:11:16
SRC_PAYMENT_B002_000001610,PAY0000127852,O000122604,C0012091,2026-09-01 13:14:31,CARD,CAPTURED,1708.21,GBP,TXN-B002-000000127852,2026-09-01 13:14:31,2026-09-01 13:14:31
SRC_PAYMENT_B002_000001611,PAY0000127853,O000122605,C0024170,2026-09-02 04:21:20,CARD,CAPTURED,2687.64,GBP,TXN-B002-000000127853,2026-09-02 04:21:20,2026-09-02 04:21:20
SRC_PAYMENT_B002_000001612,PAY0000127854,O000122606,C0036673,2026-09-02 16:18:03,CARD,CAPTURED,6950.93,GBP,TXN-B002-000000127854,2026-09-02 16:18:03,2026-09-02 16:18:03
SRC_PAYMENT_B002_000001613,PAY0000127855,O000122607,C0013793,2026-09-02 08:40:44,APPLE_PAY,CAPTURED,1145.96,GBP,TXN-B002-000000127855,2026-09-02 08:40:44,2026-09-02 08:40:44
SRC_PAYMENT_B002_000001614,PAY0000127856,O000122608,C0009888,2026-09-01 18:44:45,GIFT_CARD,CAPTURED,1757.38,GBP,TXN-B002-000000127856,2026-09-01 18:44:45,2026-09-01 18:44:45
SRC_PAYMENT_B002_000001615,PAY0000127857,O000122609,C0005718,2026-09-01 10:30:24,CARD,CAPTURED,2864.70,GBP,TXN-B002-000000127857,2026-09-01 10:30:24,2026-09-01 10:30:24
SRC_PAYMENT_B002_000001616,PAY0000127858,O000122610,C0024447,2026-09-02 13:22:57,CARD,CAPTURED,1435.95,GBP,TXN-B002-000000127858,2026-09-02 13:22:57,2026-09-02 13:22:57
SRC_PAYMENT_B002_000001617,PAY0000127859,O000122611,C0042271,2026-09-02 17:55:03,CARD,CAPTURED,370.00,GBP,TXN-B002-000000127859,2026-09-02 17:55:03,2026-09-02 17:55:03
SRC_PAYMENT_B002_000001618,PAY0000127860,O000122612,C0032663,2026-09-01 23:39:52,PAYPAL,CAPTURED,2341.38,GBP,TXN-B002-000000127860,2026-09-01 23:39:52,2026-09-01 23:39:52
SRC_PAYMENT_B002_000001619,PAY0000127861,O000122613,C0025394,2026-09-02 05:21:12,CARD,CAPTURED,199.51,GBP,TXN-B002-000000127861,2026-09-02 05:21:12,2026-09-02 05:21:12
SRC_PAYMENT_B002_000001620,PAY0000127862,O000122615,C0013127,2026-09-02 10:28:08,APPLE_PAY,CAPTURED,2740.98,GBP,TXN-B002-000000127862,2026-09-02 10:28:08,2026-09-02 10:28:08
SRC_PAYMENT_B002_000001621,PAY0000127863,O000122616,C0010461,2026-09-03 01:24:28,CARD,CAPTURED,1129.28,GBP,TXN-B002-000000127863,2026-09-03 01:24:28,2026-09-03 01:24:28
SRC_PAYMENT_B002_000001622,PAY0000127864,O000122617,C0022517,2026-09-01 19:02:06,GIFT_CARD,CAPTURED,1452.90,GBP,TXN-B002-000000127864,2026-09-01 19:02:06,2026-09-01 19:02:06
SRC_PAYMENT_B002_000001623,PAY0000127865,O000122618,C0004857,2026-09-03 18:11:07,PAYPAL,CAPTURED,795.55,GBP,TXN-B002-000000127865,2026-09-03 18:11:07,2026-09-03 18:11:07
SRC_PAYMENT_B002_000001624,PAY0000127866,O000122619,C0035795,2026-09-03 04:53:51,CARD,CAPTURED,1418.98,GBP,TXN-B002-000000127866,2026-09-03 04:53:51,2026-09-03 04:53:51
SRC_PAYMENT_B002_000001625,PAY0000127867,O000122620,C0033833,2026-09-02 03:23:11,BANK_TRANSFER,CAPTURED,2590.41,GBP,TXN-B002-000000127867,2026-09-02 03:23:11,2026-09-02 03:23:11
SRC_PAYMENT_B002_000001626,PAY0000127868,O000122621,C0019498,2026-09-01 10:36:02,APPLE_PAY,CAPTURED,1032.78,GBP,TXN-B002-000000127868,2026-09-01 10:36:02,2026-09-01 10:36:02
SRC_PAYMENT_B002_000001627,PAY0000127869,O000122622,C0033430,2026-09-01 16:23:11,CARD,CAPTURED,2060.16,GBP,TXN-B002-000000127869,2026-09-01 16:23:11,2026-09-01 16:23:11
SRC_PAYMENT_B002_000001628,PAY0000127870,O000122623,C0000894,2026-09-03 21:44:18,CARD,CAPTURED,1011.72,GBP,TXN-B002-000000127870,2026-09-03 21:44:18,2026-09-03 21:44:18
SRC_PAYMENT_B002_000001629,PAY0000127871,O000122624,C0027665,2026-09-02 18:09:23,CARD,CAPTURED,2643.47,GBP,TXN-B002-000000127871,2026-09-02 18:09:23,2026-09-02 18:09:23
SRC_PAYMENT_B002_000001630,PAY0000127872,O000122625,C0042479,2026-09-03 09:46:14,BANK_TRANSFER,CAPTURED,728.35,GBP,TXN-B002-000000127872,2026-09-03 09:46:14,2026-09-03 09:46:14
SRC_PAYMENT_B002_000001631,PAY0000127873,O000122626,C0036932,2026-09-03 05:28:46,PAYPAL,CAPTURED,1540.10,GBP,TXN-B002-000000127873,2026-09-03 05:28:46,2026-09-03 05:28:46
SRC_PAYMENT_B002_000001632,PAY0000127874,O000122627,C0022974,2026-09-02 06:04:00,CARD,CAPTURED,3029.43,GBP,TXN-B002-000000127874,2026-09-02 06:04:00,2026-09-02 06:04:00
SRC_PAYMENT_B002_000001633,PAY0000127875,O000122628,C0046808,2026-09-04 00:37:23,CARD,CAPTURED,2654.89,GBP,TXN-B002-000000127875,2026-09-04 00:37:23,2026-09-04 00:37:23
SRC_PAYMENT_B002_000001634,PAY0000127876,O000122629,C0023294,2026-09-02 05:21:48,CARD,CAPTURED,3382.85,GBP,TXN-B002-000000127876,2026-09-02 05:21:48,2026-09-02 05:21:48
SRC_PAYMENT_B002_000001635,PAY0000127877,O000122630,C0005320,2026-09-02 10:09:07,CARD,CAPTURED,52.33,GBP,TXN-B002-000000127877,2026-09-02 10:09:07,2026-09-02 10:09:07
SRC_PAYMENT_B002_000001636,PAY0000127878,O000122631,C0038700,2026-09-02 19:18:39,CARD,CAPTURED,4474.32,GBP,TXN-B002-000000127878,2026-09-02 19:18:39,2026-09-02 19:18:39
SRC_PAYMENT_B002_000001637,PAY0000127879,O000122633,C0031836,2026-09-03 05:11:56,PAYPAL,CAPTURED,878.29,GBP,TXN-B002-000000127879,2026-09-03 05:11:56,2026-09-03 05:11:56
SRC_PAYMENT_B002_000001638,PAY0000127880,O000122634,C0028166,2026-09-01 13:27:36,CARD,CAPTURED,2172.47,GBP,TXN-B002-000000127880,2026-09-01 13:27:36,2026-09-01 13:27:36
SRC_PAYMENT_B002_000001639,PAY0000127881,O000122635,C0012835,2026-09-03 16:03:56,CARD,CAPTURED,826.77,GBP,TXN-B002-000000127881,2026-09-03 16:03:56,2026-09-03 16:03:56
SRC_PAYMENT_B002_000001640,PAY0000127882,O000122636,C0007458,2026-09-03 09:34:01,APPLE_PAY,CAPTURED,1457.53,GBP,TXN-B002-000000127882,2026-09-03 09:34:01,2026-09-03 09:34:01
SRC_PAYMENT_B002_000001641,PAY0000127883,O000122637,C0000412,2026-09-02 02:25:50,CARD,CAPTURED,3609.23,GBP,TXN-B002-000000127883,2026-09-02 02:25:50,2026-09-02 02:25:50
SRC_PAYMENT_B002_000001642,PAY0000127884,O000122638,C0046814,2026-09-01 21:18:28,CARD,CAPTURED,4765.57,GBP,TXN-B002-000000127884,2026-09-01 21:18:28,2026-09-01 21:18:28
SRC_PAYMENT_B002_000001643,PAY0000127885,O000122639,C0002064,2026-09-01 10:33:26,APPLE_PAY,CAPTURED,1703.98,GBP,TXN-B002-000000127885,2026-09-01 10:33:26,2026-09-01 10:33:26
SRC_PAYMENT_B002_000001644,PAY0000127886,O000122640,C0013581,2026-09-03 10:23:37,BANK_TRANSFER,CAPTURED,2839.34,GBP,TXN-B002-000000127886,2026-09-03 10:23:37,2026-09-03 10:23:37
SRC_PAYMENT_B002_000001645,PAY0000127887,O000122641,C0031872,2026-09-01 20:55:10,GIFT_CARD,CAPTURED,1513.27,GBP,TXN-B002-000000127887,2026-09-01 20:55:10,2026-09-01 20:55:10
SRC_PAYMENT_B002_000001646,PAY0000127888,O000122642,C0012155,2026-09-02 18:04:33,APPLE_PAY,CAPTURED,2992.49,GBP,TXN-B002-000000127888,2026-09-02 18:04:33,2026-09-02 18:04:33
SRC_PAYMENT_B002_000001647,PAY0000127889,O000122643,C0022729,2026-09-02 17:56:42,CARD,CAPTURED,2055.59,GBP,TXN-B002-000000127889,2026-09-02 17:56:42,2026-09-02 17:56:42
SRC_PAYMENT_B002_000001648,PAY0000127890,O000122644,C0027418,2026-09-02 02:21:18,APPLE_PAY,CAPTURED,7617.72,GBP,TXN-B002-000000127890,2026-09-02 02:21:18,2026-09-02 02:21:18
SRC_PAYMENT_B002_000001649,PAY0000127891,O000122645,C0016363,2026-09-01 08:37:19,APPLE_PAY,CAPTURED,2372.25,GBP,TXN-B002-000000127891,2026-09-01 08:37:19,2026-09-01 08:37:19
SRC_PAYMENT_B002_000001650,PAY0000127892,O000122646,C0040965,2026-09-03 01:19:32,PAYPAL,CAPTURED,3727.62,GBP,TXN-B002-000000127892,2026-09-03 01:19:32,2026-09-03 01:19:32
SRC_PAYMENT_B002_000001651,PAY0000127893,O000122647,C0032473,2026-09-03 05:55:24,CARD,CAPTURED,2751.08,GBP,TXN-B002-000000127893,2026-09-03 05:55:24,2026-09-03 05:55:24
SRC_PAYMENT_B002_000001652,PAY0000127894,O000122648,C0008022,2026-09-01 11:40:31,CARD,CAPTURED,16.69,GBP,TXN-B002-000000127894,2026-09-01 11:40:31,2026-09-01 11:40:31
SRC_PAYMENT_B002_000001653,PAY0000127895,O000122649,C0029258,2026-09-04 00:03:36,CARD,CAPTURED,5532.20,GBP,TXN-B002-000000127895,2026-09-04 00:03:36,2026-09-04 00:03:36
SRC_PAYMENT_B002_000001654,PAY0000127896,O000122650,C0001792,2026-09-03 05:51:01,CARD,CAPTURED,826.44,GBP,TXN-B002-000000127896,2026-09-03 05:51:01,2026-09-03 05:51:01
SRC_PAYMENT_B002_000001655,PAY0000127897,O000122651,C0007724,2026-09-01 19:34:01,CARD,CAPTURED,4957.37,GBP,TXN-B002-000000127897,2026-09-01 19:34:01,2026-09-01 19:34:01
SRC_PAYMENT_B002_000001656,PAY0000127898,O000122652,C0037679,2026-09-03 13:06:26,BANK_TRANSFER,CAPTURED,6849.39,GBP,TXN-B002-000000127898,2026-09-03 13:06:26,2026-09-03 13:06:26
SRC_PAYMENT_B002_000001657,PAY0000127899,O000122653,C0035266,2026-09-03 13:46:21,CARD,CAPTURED,3845.53,GBP,TXN-B002-000000127899,2026-09-03 13:46:21,2026-09-03 13:46:21
SRC_PAYMENT_B002_000001658,PAY0000127900,O000122654,C0019921,2026-09-03 02:39:54,CARD,CAPTURED,6594.05,GBP,TXN-B002-000000127900,2026-09-03 02:39:54,2026-09-03 02:39:54
SRC_PAYMENT_B002_000001659,PAY0000127901,O000122655,C0018783,2026-09-02 16:49:36,CARD,CAPTURED,1427.88,GBP,TXN-B002-000000127901,2026-09-02 16:49:36,2026-09-02 16:49:36
SRC_PAYMENT_B002_000001660,PAY0000127902,O000122656,C0044661,2026-09-03 10:03:02,PAYPAL,CAPTURED,2105.04,GBP,TXN-B002-000000127902,2026-09-03 10:03:02,2026-09-03 10:03:02
SRC_PAYMENT_B002_000001661,PAY0000127903,O000122657,C0014971,2026-09-02 22:25:36,GIFT_CARD,CAPTURED,603.12,GBP,TXN-B002-000000127903,2026-09-02 22:25:36,2026-09-02 22:25:36
SRC_PAYMENT_B002_000001662,PAY0000127904,O000122658,C0018996,2026-09-02 10:03:21,APPLE_PAY,CAPTURED,2215.07,GBP,TXN-B002-000000127904,2026-09-02 10:03:21,2026-09-02 10:03:21
SRC_PAYMENT_B002_000001663,PAY0000127905,O000122659,C0049695,2026-09-02 03:56:03,CARD,CAPTURED,4295.97,GBP,TXN-B002-000000127905,2026-09-02 03:56:03,2026-09-02 03:56:03
SRC_PAYMENT_B002_000001664,PAY0000127906,O000122660,C0003744,2026-09-02 11:41:49,CARD,CAPTURED,1863.43,GBP,TXN-B002-000000127906,2026-09-02 11:41:49,2026-09-02 11:41:49
SRC_PAYMENT_B002_000001665,PAY0000127907,O000122661,C0033262,2026-09-03 10:22:39,CARD,CAPTURED,1166.92,GBP,TXN-B002-000000127907,2026-09-03 10:22:39,2026-09-03 10:22:39
SRC_PAYMENT_B002_000001666,PAY0000127908,O000122662,C0038929,2026-09-02 01:40:47,CARD,CAPTURED,3070.38,GBP,TXN-B002-000000127908,2026-09-02 01:40:47,2026-09-02 01:40:47
