inventory_snapshot_id,store_id,product_id,available_qty,avg_daily_sales,days_of_supply,lead_time_days,edge_case_code,description
INV00004242,S009,P00242,1,0.1,10.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004244,S009,P00244,2,0.2333,8.57,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004248,S009,P00248,1,0.0667,14.99,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004250,S009,P00250,2,0.2333,8.57,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004253,S009,P00253,1,0.4,2.5,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004256,S009,P00256,1,0.1333,7.5,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004257,S009,P00257,0,0.1333,0.0,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004258,S009,P00258,6,0.3333,18.0,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004259,S009,P00259,1,0.0667,14.99,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004261,S009,P00261,3,0.2333,12.86,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004262,S009,P00262,1,0.1,10.0,11,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004263,S009,P00263,3,0.1667,18.0,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004268,S009,P00268,2,0.2,10.0,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004269,S009,P00269,5,0.2333,21.43,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004271,S009,P00271,1,0.1667,6.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004273,S009,P00273,2,0.1667,12.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004274,S009,P00274,2,0.2333,8.57,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004275,S009,P00275,1,0.1,10.0,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004277,S009,P00277,1,0.1,10.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004278,S009,P00278,4,0.2333,17.15,18,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004279,S009,P00279,6,0.3333,18.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004280,S009,P00280,0,0.1,0.0,21,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004281,S009,P00281,1,0.1667,6.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004282,S009,P00282,1,0.0667,14.99,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004283,S009,P00283,0,0.2667,0.0,20,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004287,S009,P00287,2,0.1,20.0,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004288,S009,P00288,1,0.0667,14.99,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004292,S009,P00292,0,0.1,0.0,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004293,S009,P00293,1,0.1333,7.5,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004294,S009,P00294,3,0.2,15.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004295,S009,P00295,0,0.3333,0.0,17,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004296,S009,P00296,3,0.2,15.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004298,S009,P00298,0,0.0667,0.0,20,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004299,S009,P00299,2,0.1333,15.0,17,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004300,S009,P00300,0,0.0333,0.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004301,S009,P00301,0,0.0667,0.0,7,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004302,S009,P00302,6,0.2667,22.5,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004304,S009,P00304,1,0.1,10.0,21,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004306,S009,P00306,1,0.0667,14.99,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004307,S009,P00307,0,0.1,0.0,10,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004308,S009,P00308,1,0.2333,4.29,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004309,S009,P00309,0,0.0333,0.0,30,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004310,S009,P00310,1,0.1667,6.0,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004312,S009,P00312,0,0.0333,0.0,21,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004315,S009,P00315,1,0.2333,4.29,20,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004317,S009,P00317,2,0.3,6.67,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004318,S009,P00318,1,0.1,10.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004319,S009,P00319,2,0.1333,15.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004321,S009,P00321,3,0.2667,11.25,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004322,S009,P00322,0,0.2667,0.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004325,S009,P00325,1,0.0667,14.99,17,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004326,S009,P00326,0,0.2333,0.0,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004327,S009,P00327,0,0.1,0.0,4,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004328,S009,P00328,2,0.1667,12.0,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004333,S009,P00333,0,0.2,0.0,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004334,S009,P00334,1,0.1333,7.5,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004335,S009,P00335,0,0.2,0.0,30,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004339,S009,P00339,2,0.2667,7.5,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004340,S009,P00340,0,0.0667,0.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004341,S009,P00341,0,0.0667,0.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004343,S009,P00343,7,0.3,23.33,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004345,S009,P00345,6,0.2667,22.5,30,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004346,S009,P00346,0,0.1333,0.0,19,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004347,S009,P00347,3,0.3,10.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004349,S009,P00349,4,0.2,20.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004351,S009,P00351,3,0.2333,12.86,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004353,S009,P00353,3,0.2333,12.86,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004354,S009,P00354,3,0.1333,22.51,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004356,S009,P00356,3,0.2,15.0,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004358,S009,P00358,1,0.1,10.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004359,S009,P00359,1,0.1,10.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004361,S009,P00361,2,0.2333,8.57,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004362,S009,P00362,6,0.2333,25.72,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004364,S009,P00364,1,0.3333,3.0,5,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004366,S009,P00366,3,0.2667,11.25,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004368,S009,P00368,4,0.2,20.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004370,S009,P00370,3,0.3333,9.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004371,S009,P00371,2,0.1333,15.0,21,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004372,S009,P00372,1,0.0667,14.99,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004377,S009,P00377,0,0.0667,0.0,11,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004378,S009,P00378,0,0.2,0.0,4,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004381,S009,P00381,2,0.1667,12.0,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004383,S009,P00383,1,0.1667,6.0,12,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004384,S009,P00384,0,0.1333,0.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004386,S009,P00386,1,0.1,10.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004387,S009,P00387,0,0.0333,0.0,4,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004388,S009,P00388,0,0.1,0.0,6,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004390,S009,P00390,1,0.1667,6.0,11,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004391,S009,P00391,1,0.1,10.0,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004392,S009,P00392,2,0.2667,7.5,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004394,S009,P00394,2,0.1333,15.0,17,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004395,S009,P00395,0,0.1,0.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004398,S009,P00398,2,0.1667,12.0,30,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004399,S009,P00399,0,0.2333,0.0,18,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004401,S009,P00401,1,0.1667,6.0,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004405,S009,P00405,5,0.2333,21.43,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004406,S009,P00406,0,0.0667,0.0,10,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004407,S009,P00407,3,0.2,15.0,21,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004414,S009,P00414,2,0.2,10.0,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004415,S009,P00415,4,0.2667,15.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004418,S009,P00418,1,0.1,10.0,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004422,S009,P00422,4,0.2,20.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004423,S009,P00423,0,0.0667,0.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004424,S009,P00424,0,0.2,0.0,17,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004427,S009,P00427,2,0.2333,8.57,21,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004428,S009,P00428,1,0.1,10.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004429,S009,P00429,1,0.1,10.0,19,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004430,S009,P00430,5,0.3333,15.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004431,S009,P00431,2,0.2,10.0,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004432,S009,P00432,0,0.2667,0.0,4,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004433,S009,P00433,0,0.1,0.0,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004434,S009,P00434,0,0.0667,0.0,30,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004435,S009,P00435,1,0.3,3.33,4,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004438,S009,P00438,0,0.0333,0.0,2,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004443,S009,P00443,1,0.1667,6.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004444,S009,P00444,0,0.1,0.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004445,S009,P00445,1,0.1333,7.5,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004448,S009,P00448,3,0.2333,12.86,30,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004449,S009,P00449,0,0.0667,0.0,2,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004450,S009,P00450,1,0.0667,14.99,21,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004451,S009,P00451,0,0.3,0.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004452,S009,P00452,1,0.1,10.0,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004453,S009,P00453,11,0.4333,25.39,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004455,S009,P00455,0,0.1,0.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004457,S009,P00457,0,0.2333,0.0,26,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004460,S009,P00460,3,0.3333,9.0,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004461,S009,P00461,0,0.1,0.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004462,S009,P00462,1,0.2333,4.29,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004463,S009,P00463,0,0.0667,0.0,2,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004464,S009,P00464,2,0.1667,12.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004467,S009,P00467,0,0.1667,0.0,10,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004468,S009,P00468,0,0.1667,0.0,20,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004469,S009,P00469,3,0.2,15.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004470,S009,P00470,0,0.1333,0.0,18,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004471,S009,P00471,0,0.0667,0.0,4,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004472,S009,P00472,0,0.1667,0.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004473,S009,P00473,0,0.1,0.0,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004474,S009,P00474,1,0.2,5.0,10,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004475,S009,P00475,1,0.1667,6.0,10,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004478,S009,P00478,0,0.2,0.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004479,S009,P00479,2,0.1667,12.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004482,S009,P00482,5,0.3,16.67,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004484,S009,P00484,0,0.2333,0.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004485,S009,P00485,0,0.4,0.0,6,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004487,S009,P00487,0,0.0667,0.0,7,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004491,S009,P00491,7,0.2667,26.25,30,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004494,S009,P00494,4,0.2,20.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004496,S009,P00496,5,0.3,16.67,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004497,S009,P00497,4,0.2,20.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004500,S009,P00500,2,0.1333,15.0,21,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004502,S010,P00002,1,0.2,5.0,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004503,S010,P00003,1,0.1667,6.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004504,S010,P00004,1,0.1333,7.5,17,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004505,S010,P00005,0,0.0667,0.0,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004509,S010,P00009,0,0.0667,0.0,5,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004510,S010,P00010,2,0.1,20.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004513,S010,P00013,0,0.1333,0.0,6,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004514,S010,P00014,1,0.1,10.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004515,S010,P00015,4,0.3,13.33,30,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004516,S010,P00016,0,0.0333,0.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004517,S010,P00017,0,0.0333,0.0,5,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004520,S010,P00020,0,0.2,0.0,7,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004521,S010,P00021,1,0.0667,14.99,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004522,S010,P00022,0,0.0667,0.0,4,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004523,S010,P00023,0,0.0333,0.0,16,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004528,S010,P00028,2,0.1,20.0,26,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004530,S010,P00030,0,0.0667,0.0,30,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004531,S010,P00031,0,0.0667,0.0,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004533,S010,P00033,0,0.1,0.0,21,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004534,S010,P00034,0,0.1333,0.0,5,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004535,S010,P00035,2,0.1,20.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004536,S010,P00036,0,0.0667,0.0,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004539,S010,P00039,2,0.2,10.0,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004540,S010,P00040,6,0.3,20.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004543,S010,P00043,1,0.1667,6.0,20,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004545,S010,P00045,0,0.0333,0.0,5,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004546,S010,P00046,0,0.0667,0.0,19,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004548,S010,P00048,1,0.2,5.0,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004551,S010,P00051,2,0.2,10.0,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004553,S010,P00053,0,0.0333,0.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004554,S010,P00054,2,0.1667,12.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004555,S010,P00055,2,0.1333,15.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004556,S010,P00056,0,0.2667,0.0,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004557,S010,P00057,3,0.1667,18.0,19,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004558,S010,P00058,1,0.1,10.0,23,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004559,S010,P00059,1,0.0667,14.99,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004562,S010,P00062,2,0.2667,7.5,26,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004563,S010,P00063,0,0.0667,0.0,22,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004564,S010,P00064,2,0.2667,7.5,14,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004566,S010,P00066,0,0.0333,0.0,17,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004570,S010,P00070,4,0.2667,15.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004571,S010,P00071,0,0.2667,0.0,20,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004572,S010,P00072,2,0.1333,15.0,21,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004573,S010,P00073,1,0.1,10.0,25,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004574,S010,P00074,1,0.1,10.0,24,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004575,S010,P00075,5,0.3,16.67,18,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004578,S010,P00078,0,0.0333,0.0,29,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004579,S010,P00079,0,0.1,0.0,7,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004581,S010,P00081,2,0.1,20.0,26,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004583,S010,P00083,0,0.0667,0.0,20,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004584,S010,P00084,3,0.2,15.0,20,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004585,S010,P00085,0,0.1,0.0,3,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
INV00004588,S010,P00088,1,0.2667,3.75,28,VALID_STOCK_AVAILABILITY_RISK,Valid inventory position where days of supply is below supplier lead time
