inventory_snapshot_id,snapshot_date,store_id,product_id,supplier_id,on_hand_qty,reserved_qty,available_qty,units_sold_30d,avg_daily_sales,lead_time_days,supplier_reliability,days_of_supply
INV00003912,2025-12-31,S008,P00412,SUP0033,6,4,2,4,0.1333,10,0.948,15.0
INV00003913,2025-12-31,S008,P00413,SUP0025,4,2,2,4,0.1333,24,0.983,15.0
INV00003914,2025-12-31,S008,P00414,SUP0003,2,2,0,6,0.2,14,0.947,0.0
INV00003915,2025-12-31,S008,P00415,SUP0027,1,0,1,1,0.0333,22,0.917,30.03
INV00003916,2025-12-31,S008,P00416,SUP0018,8,6,2,6,0.2,17,0.888,10.0
INV00003917,2025-12-31,S008,P00417,SUP0028,4,0,4,9,0.3,3,0.981,13.33
INV00003918,2025-12-31,S008,P00418,SUP0012,6,5,1,4,0.1333,28,0.926,7.5
INV00003919,2025-12-31,S008,P00419,SUP0028,4,0,4,4,0.1333,3,0.981,30.01
INV00003920,2025-12-31,S008,P00420,SUP0045,2,1,1,4,0.1333,7,0.847,7.5
INV00003921,2025-12-31,S008,P00421,SUP0026,2,0,2,3,0.1,4,0.845,20.0
INV00003922,2025-12-31,S008,P00422,SUP0007,3,3,0,6,0.2,23,0.822,0.0
INV00003923,2025-12-31,S008,P00423,SUP0011,5,2,3,6,0.2,24,0.81,15.0
INV00003924,2025-12-31,S008,P00424,SUP0004,9,3,6,7,0.2333,17,0.948,25.72
INV00003925,2025-12-31,S008,P00425,SUP0014,3,3,0,3,0.1,6,0.872,0.0
INV00003926,2025-12-31,S008,P00426,SUP0034,5,0,5,7,0.2333,6,0.907,21.43
INV00003927,2025-12-31,S008,P00427,SUP0038,8,7,1,7,0.2333,21,0.846,4.29
INV00003928,2025-12-31,S008,P00428,SUP0011,5,2,3,6,0.2,24,0.81,15.0
INV00003929,2025-12-31,S008,P00429,SUP0009,1,0,1,1,0.0333,19,0.914,30.03
INV00003930,2025-12-31,S008,P00430,SUP0041,6,2,4,6,0.2,22,0.875,20.0
INV00003931,2025-12-31,S008,P00431,SUP0044,9,4,5,7,0.2333,29,0.972,21.43
INV00003932,2025-12-31,S008,P00432,SUP0017,1,1,0,3,0.1,4,0.858,0.0
INV00003933,2025-12-31,S008,P00433,SUP0003,4,2,2,5,0.1667,14,0.947,12.0
INV00003934,2025-12-31,S008,P00434,SUP0010,1,0,1,1,0.0333,30,0.95,30.03
INV00003935,2025-12-31,S008,P00435,SUP0005,1,1,0,2,0.0667,4,0.858,0.0
INV00003936,2025-12-31,S008,P00436,SUP0004,2,0,2,3,0.1,17,0.948,20.0
INV00003937,2025-12-31,S008,P00437,SUP0026,5,5,0,5,0.1667,4,0.845,0.0
INV00003938,2025-12-31,S008,P00438,SUP0032,4,4,0,4,0.1333,2,0.899,0.0
INV00003939,2025-12-31,S008,P00439,SUP0015,1,1,0,1,0.0333,5,0.991,0.0
INV00003940,2025-12-31,S008,P00440,SUP0022,3,1,2,2,0.0667,16,0.819,29.99
INV00003941,2025-12-31,S008,P00441,SUP0014,7,4,3,9,0.3,6,0.872,10.0
INV00003942,2025-12-31,S008,P00442,SUP0017,1,0,1,4,0.1333,4,0.858,7.5
INV00003943,2025-12-31,S008,P00443,SUP0021,9,6,3,6,0.2,24,0.903,15.0
INV00003944,2025-12-31,S008,P00444,SUP0020,3,0,3,3,0.1,23,0.878,30.0
INV00003945,2025-12-31,S008,P00445,SUP0020,7,2,5,5,0.1667,23,0.878,29.99
INV00003946,2025-12-31,S008,P00446,SUP0036,3,0,3,4,0.1333,20,0.804,22.51
INV00003947,2025-12-31,S008,P00447,SUP0005,4,1,3,3,0.1,4,0.858,30.0
INV00003948,2025-12-31,S008,P00448,SUP0010,2,1,1,3,0.1,30,0.95,10.0
INV00003949,2025-12-31,S008,P00449,SUP0032,6,4,2,6,0.2,2,0.899,10.0
INV00003950,2025-12-31,S008,P00450,SUP0038,5,3,2,5,0.1667,21,0.846,12.0
INV00003951,2025-12-31,S008,P00451,SUP0007,6,2,4,5,0.1667,23,0.822,24.0
INV00003952,2025-12-31,S008,P00452,SUP0037,1,0,1,1,0.0333,28,0.809,30.03
INV00003953,2025-12-31,S008,P00453,SUP0016,8,4,4,13,0.4333,29,0.922,9.23
INV00003954,2025-12-31,S008,P00454,SUP0019,3,1,2,6,0.2,26,0.868,10.0
INV00003955,2025-12-31,S008,P00455,SUP0027,5,4,1,7,0.2333,22,0.917,4.29
INV00003956,2025-12-31,S008,P00456,SUP0033,2,2,0,2,0.0667,10,0.948,0.0
INV00003957,2025-12-31,S008,P00457,SUP0019,2,1,1,2,0.0667,26,0.868,14.99
INV00003958,2025-12-31,S008,P00458,SUP0037,3,0,3,6,0.2,28,0.809,15.0
INV00003959,2025-12-31,S008,P00459,SUP0035,2,2,0,3,0.1,20,0.951,0.0
INV00003960,2025-12-31,S008,P00460,SUP0012,4,2,2,8,0.2667,28,0.926,7.5
INV00003961,2025-12-31,S008,P00461,SUP0023,1,1,0,3,0.1,25,0.938,0.0
INV00003962,2025-12-31,S008,P00462,SUP0003,1,0,1,1,0.0333,14,0.947,30.03
INV00003963,2025-12-31,S008,P00463,SUP0043,5,0,5,5,0.1667,2,0.829,29.99
INV00003964,2025-12-31,S008,P00464,SUP0013,4,0,4,7,0.2333,22,0.804,17.15
INV00003965,2025-12-31,S008,P00465,SUP0021,2,1,1,3,0.1,24,0.903,10.0
INV00003966,2025-12-31,S008,P00466,SUP0045,9,6,3,9,0.3,7,0.847,10.0
INV00003967,2025-12-31,S008,P00467,SUP0033,1,0,1,1,0.0333,10,0.948,30.03
INV00003968,2025-12-31,S008,P00468,SUP0035,3,2,1,4,0.1333,20,0.951,7.5
INV00003969,2025-12-31,S008,P00469,SUP0023,10,8,2,7,0.2333,25,0.938,8.57
INV00003970,2025-12-31,S008,P00470,SUP0050,10,10,0,0,0.0,18,0.945,
INV00003971,2025-12-31,S008,P00471,SUP0026,8,5,3,6,0.2,4,0.845,15.0
INV00003972,2025-12-31,S008,P00472,SUP0013,4,4,0,5,0.1667,22,0.804,0.0
INV00003973,2025-12-31,S008,P00473,SUP0012,9,3,6,9,0.3,28,0.926,20.0
INV00003974,2025-12-31,S008,P00474,SUP0039,1,1,0,2,0.0667,10,0.858,0.0
INV00003975,2025-12-31,S008,P00475,SUP0039,3,3,0,5,0.1667,10,0.858,0.0
INV00003976,2025-12-31,S008,P00476,SUP0038,3,1,2,7,0.2333,21,0.846,8.57
INV00003977,2025-12-31,S008,P00477,SUP0015,5,1,4,5,0.1667,5,0.991,24.0
INV00003978,2025-12-31,S008,P00478,SUP0041,3,0,3,6,0.2,22,0.875,15.0
INV00003979,2025-12-31,S008,P00479,SUP0011,6,0,6,6,0.2,24,0.81,30.0
INV00003980,2025-12-31,S008,P00480,SUP0002,4,4,0,4,0.1333,14,0.955,0.0
INV00003981,2025-12-31,S008,P00481,SUP0014,1,1,0,2,0.0667,6,0.872,0.0
INV00003982,2025-12-31,S008,P00482,SUP0016,20,2,18,0,0.0,29,0.922,
INV00003983,2025-12-31,S008,P00483,SUP0038,5,3,2,6,0.2,21,0.846,10.0
INV00003984,2025-12-31,S008,P00484,SUP0020,2,1,1,3,0.1,23,0.878,10.0
INV00003985,2025-12-31,S008,P00485,SUP0034,7,5,2,5,0.1667,6,0.907,12.0
INV00003986,2025-12-31,S008,P00486,SUP0012,2,0,2,5,0.1667,28,0.926,12.0
INV00003987,2025-12-31,S008,P00487,SUP0045,3,1,2,4,0.1333,7,0.847,15.0
INV00003988,2025-12-31,S008,P00488,SUP0029,2,0,2,3,0.1,6,0.9,20.0
INV00003989,2025-12-31,S008,P00489,SUP0038,4,1,3,3,0.1,21,0.846,30.0
INV00003990,2025-12-31,S008,P00490,SUP0025,5,3,2,4,0.1333,24,0.983,15.0
INV00003991,2025-12-31,S008,P00491,SUP0010,14,7,7,10,0.3333,30,0.95,21.0
INV00003992,2025-12-31,S008,P00492,SUP0046,1,1,0,2,0.0667,5,0.844,0.0
INV00003993,2025-12-31,S008,P00493,SUP0006,2,0,2,3,0.1,12,0.852,20.0
INV00003994,2025-12-31,S008,P00494,SUP0048,1,0,1,3,0.1,25,0.813,10.0
INV00003995,2025-12-31,S008,P00495,SUP0018,4,0,4,5,0.1667,17,0.888,24.0
INV00003996,2025-12-31,S008,P00496,SUP0027,4,0,4,3,0.1,22,0.917,40.0
INV00003997,2025-12-31,S008,P00497,SUP0011,6,0,6,9,0.3,24,0.81,20.0
INV00003998,2025-12-31,S008,P00498,SUP0038,1,1,0,2,0.0667,21,0.846,0.0
INV00003999,2025-12-31,S008,P00499,SUP0018,2,0,2,3,0.1,17,0.888,20.0
INV00004000,2025-12-31,S008,P00500,SUP0038,5,3,2,6,0.2,21,0.846,10.0
INV00004001,2025-12-31,S009,P00001,SUP0043,1,1,0,1,0.0333,2,0.829,0.0
INV00004002,2025-12-31,S009,P00002,SUP0022,1,1,0,1,0.0333,16,0.819,0.0
INV00004003,2025-12-31,S009,P00003,SUP0023,4,3,1,0,0.0,25,0.938,
INV00004004,2025-12-31,S009,P00004,SUP0018,4,4,0,5,0.1667,17,0.888,0.0
INV00004005,2025-12-31,S009,P00005,SUP0016,8,6,2,8,0.2667,29,0.922,7.5
INV00004006,2025-12-31,S009,P00006,SUP0034,10,4,6,7,0.2333,6,0.907,25.72
INV00004007,2025-12-31,S009,P00007,SUP0014,1,0,1,1,0.0333,6,0.872,30.03
INV00004008,2025-12-31,S009,P00008,SUP0017,1,0,1,3,0.1,4,0.858,10.0
INV00004009,2025-12-31,S009,P00009,SUP0015,13,5,8,9,0.3,5,0.991,26.67
INV00004010,2025-12-31,S009,P00010,SUP0013,4,1,3,5,0.1667,22,0.804,18.0
INV00004011,2025-12-31,S009,P00011,SUP0034,5,1,4,4,0.1333,6,0.907,30.01
INV00004012,2025-12-31,S009,P00012,SUP0014,3,2,1,5,0.1667,6,0.872,6.0
INV00004013,2025-12-31,S009,P00013,SUP0029,4,3,1,6,0.2,6,0.9,5.0
INV00004014,2025-12-31,S009,P00014,SUP0011,7,5,2,5,0.1667,24,0.81,12.0
INV00004015,2025-12-31,S009,P00015,SUP0010,6,4,2,11,0.3667,30,0.95,5.45
INV00004016,2025-12-31,S009,P00016,SUP0020,6,6,0,4,0.1333,23,0.878,0.0
INV00004017,2025-12-31,S009,P00017,SUP0015,2,1,1,4,0.1333,5,0.991,7.5
INV00004018,2025-12-31,S009,P00018,SUP0008,3,2,1,3,0.1,14,0.883,10.0
INV00004019,2025-12-31,S009,P00019,SUP0003,7,4,3,7,0.2333,14,0.947,12.86
INV00004020,2025-12-31,S009,P00020,SUP0045,7,0,7,5,0.1667,7,0.847,41.99
INV00004021,2025-12-31,S009,P00021,SUP0049,3,3,0,3,0.1,16,0.829,0.0
INV00004022,2025-12-31,S009,P00022,SUP0026,20,0,20,0,0.0,4,0.845,
INV00004023,2025-12-31,S009,P00023,SUP0049,3,2,1,4,0.1333,16,0.829,7.5
INV00004024,2025-12-31,S009,P00024,SUP0015,9,6,3,6,0.2,5,0.991,15.0
INV00004025,2025-12-31,S009,P00025,SUP0040,1,1,0,3,0.1,11,0.951,0.0
INV00004026,2025-12-31,S009,P00026,SUP0008,1,0,1,2,0.0667,14,0.883,14.99
INV00004027,2025-12-31,S009,P00027,SUP0021,2,2,0,2,0.0667,24,0.903,0.0
INV00004028,2025-12-31,S009,P00028,SUP0019,4,4,0,9,0.3,26,0.868,0.0
INV00004029,2025-12-31,S009,P00029,SUP0035,2,1,1,5,0.1667,20,0.951,6.0
INV00004030,2025-12-31,S009,P00030,SUP0010,1,0,1,2,0.0667,30,0.95,14.99
INV00004031,2025-12-31,S009,P00031,SUP0012,1,0,1,1,0.0333,28,0.926,30.03
INV00004032,2025-12-31,S009,P00032,SUP0015,1,0,1,2,0.0667,5,0.991,14.99
INV00004033,2025-12-31,S009,P00033,SUP0038,1,0,1,1,0.0333,21,0.846,30.03
INV00004034,2025-12-31,S009,P00034,SUP0046,4,4,0,3,0.1,5,0.844,0.0
INV00004035,2025-12-31,S009,P00035,SUP0025,7,6,1,7,0.2333,24,0.983,4.29
INV00004036,2025-12-31,S009,P00036,SUP0044,6,5,1,7,0.2333,29,0.972,4.29
INV00004037,2025-12-31,S009,P00037,SUP0033,10,8,2,10,0.3333,10,0.948,6.0
INV00004038,2025-12-31,S009,P00038,SUP0028,1,0,1,4,0.1333,3,0.981,7.5
INV00004039,2025-12-31,S009,P00039,SUP0016,8,3,5,6,0.2,29,0.922,25.0
INV00004040,2025-12-31,S009,P00040,SUP0024,2,1,1,2,0.0667,23,0.912,14.99
INV00004041,2025-12-31,S009,P00041,SUP0029,2,0,2,3,0.1,6,0.9,20.0
INV00004042,2025-12-31,S009,P00042,SUP0022,7,6,1,12,0.4,16,0.819,2.5
INV00004043,2025-12-31,S009,P00043,SUP0035,6,2,4,8,0.2667,20,0.951,15.0
INV00004044,2025-12-31,S009,P00044,SUP0044,5,2,3,5,0.1667,29,0.972,18.0
INV00004045,2025-12-31,S009,P00045,SUP0046,15,10,5,12,0.4,5,0.844,12.5
INV00004046,2025-12-31,S009,P00046,SUP0009,7,7,0,9,0.3,19,0.914,0.0
INV00004047,2025-12-31,S009,P00047,SUP0045,9,7,2,6,0.2,7,0.847,10.0
INV00004048,2025-12-31,S009,P00048,SUP0008,2,1,1,2,0.0667,14,0.883,14.99
INV00004049,2025-12-31,S009,P00049,SUP0006,10,2,8,9,0.3,12,0.852,26.67
INV00004050,2025-12-31,S009,P00050,SUP0046,11,10,1,8,0.2667,5,0.844,3.75
INV00004051,2025-12-31,S009,P00051,SUP0003,7,1,6,7,0.2333,14,0.947,25.72
INV00004052,2025-12-31,S009,P00052,SUP0005,7,2,5,8,0.2667,4,0.858,18.75
INV00004053,2025-12-31,S009,P00053,SUP0047,4,0,4,11,0.3667,23,0.949,10.91
INV00004054,2025-12-31,S009,P00054,SUP0011,6,0,6,8,0.2667,24,0.81,22.5
INV00004055,2025-12-31,S009,P00055,SUP0048,3,1,2,4,0.1333,25,0.813,15.0
INV00004056,2025-12-31,S009,P00056,SUP0002,7,1,6,5,0.1667,14,0.955,35.99
INV00004057,2025-12-31,S009,P00057,SUP0009,3,0,3,3,0.1,19,0.914,30.0
INV00004058,2025-12-31,S009,P00058,SUP0007,3,0,3,4,0.1333,23,0.822,22.51
INV00004059,2025-12-31,S009,P00059,SUP0042,3,3,0,4,0.1333,25,0.975,0.0
INV00004060,2025-12-31,S009,P00060,SUP0009,2,1,1,3,0.1,19,0.914,10.0
INV00004061,2025-12-31,S009,P00061,SUP0029,7,6,1,5,0.1667,6,0.9,6.0
INV00004062,2025-12-31,S009,P00062,SUP0019,3,3,0,3,0.1,26,0.868,0.0
INV00004063,2025-12-31,S009,P00063,SUP0027,2,2,0,4,0.1333,22,0.917,0.0
INV00004064,2025-12-31,S009,P00064,SUP0008,4,1,3,5,0.1667,14,0.883,18.0
INV00004065,2025-12-31,S009,P00065,SUP0028,8,7,1,0,0.0,3,0.981,
INV00004066,2025-12-31,S009,P00066,SUP0004,2,2,0,2,0.0667,17,0.948,0.0
INV00004067,2025-12-31,S009,P00067,SUP0032,3,2,1,2,0.0667,2,0.899,14.99
INV00004068,2025-12-31,S009,P00068,SUP0006,5,3,2,6,0.2,12,0.852,10.0
INV00004069,2025-12-31,S009,P00069,SUP0032,8,4,4,7,0.2333,2,0.899,17.15
INV00004070,2025-12-31,S009,P00070,SUP0048,7,2,5,5,0.1667,25,0.813,29.99
INV00004071,2025-12-31,S009,P00071,SUP0036,1,0,1,1,0.0333,20,0.804,30.03
INV00004072,2025-12-31,S009,P00072,SUP0031,2,0,2,4,0.1333,21,0.958,15.0
INV00004073,2025-12-31,S009,P00073,SUP0042,8,4,4,6,0.2,25,0.975,20.0
INV00004074,2025-12-31,S009,P00074,SUP0011,19,5,14,0,0.0,24,0.81,
INV00004075,2025-12-31,S009,P00075,SUP0001,3,3,0,3,0.1,18,0.967,0.0
INV00004076,2025-12-31,S009,P00076,SUP0030,4,3,1,4,0.1333,11,0.96,7.5
INV00004077,2025-12-31,S009,P00077,SUP0008,6,5,1,5,0.1667,14,0.883,6.0
INV00004078,2025-12-31,S009,P00078,SUP0044,10,8,2,11,0.3667,29,0.972,5.45
INV00004079,2025-12-31,S009,P00079,SUP0045,2,1,1,6,0.2,7,0.847,5.0
INV00004080,2025-12-31,S009,P00080,SUP0027,1,1,0,1,0.0333,22,0.917,0.0
INV00004081,2025-12-31,S009,P00081,SUP0019,19,9,10,0,0.0,26,0.868,
INV00004082,2025-12-31,S009,P00082,SUP0022,3,0,3,4,0.1333,16,0.819,22.51
INV00004083,2025-12-31,S009,P00083,SUP0036,2,1,1,3,0.1,20,0.804,10.0
INV00004084,2025-12-31,S009,P00084,SUP0035,4,4,0,3,0.1,20,0.951,0.0
INV00004085,2025-12-31,S009,P00085,SUP0028,2,0,2,4,0.1333,3,0.981,15.0
INV00004086,2025-12-31,S009,P00086,SUP0004,1,0,1,1,0.0333,17,0.948,30.03
INV00004087,2025-12-31,S009,P00087,SUP0002,3,2,1,3,0.1,14,0.955,10.0
INV00004088,2025-12-31,S009,P00088,SUP0037,11,10,1,11,0.3667,28,0.809,2.73
INV00004089,2025-12-31,S009,P00089,SUP0013,9,3,6,7,0.2333,22,0.804,25.72
INV00004090,2025-12-31,S009,P00090,SUP0001,6,3,3,4,0.1333,18,0.967,22.51
INV00004091,2025-12-31,S009,P00091,SUP0034,5,0,5,7,0.2333,6,0.907,21.43
INV00004092,2025-12-31,S009,P00092,SUP0050,13,6,7,12,0.4,18,0.945,17.5
INV00004093,2025-12-31,S009,P00093,SUP0021,4,4,0,0,0.0,24,0.903,
INV00004094,2025-12-31,S009,P00094,SUP0008,2,1,1,5,0.1667,14,0.883,6.0
INV00004095,2025-12-31,S009,P00095,SUP0002,18,4,14,0,0.0,14,0.955,
INV00004096,2025-12-31,S009,P00096,SUP0026,3,3,0,7,0.2333,4,0.845,0.0
INV00004097,2025-12-31,S009,P00097,SUP0049,5,4,1,4,0.1333,16,0.829,7.5
INV00004098,2025-12-31,S009,P00098,SUP0042,6,5,1,5,0.1667,25,0.975,6.0
INV00004099,2025-12-31,S009,P00099,SUP0021,12,2,10,10,0.3333,24,0.903,30.0
INV00004100,2025-12-31,S009,P00100,SUP0008,11,6,5,10,0.3333,14,0.883,15.0
INV00004101,2025-12-31,S009,P00101,SUP0011,4,0,4,4,0.1333,24,0.81,30.01
INV00004102,2025-12-31,S009,P00102,SUP0044,5,3,2,5,0.1667,29,0.972,12.0
INV00004103,2025-12-31,S009,P00103,SUP0038,8,0,8,11,0.3667,21,0.846,21.82
INV00004104,2025-12-31,S009,P00104,SUP0017,3,3,0,2,0.0667,4,0.858,0.0
INV00004105,2025-12-31,S009,P00105,SUP0047,3,3,0,5,0.1667,23,0.949,0.0
INV00004106,2025-12-31,S009,P00106,SUP0041,5,4,1,8,0.2667,22,0.875,3.75
INV00004107,2025-12-31,S009,P00107,SUP0018,5,5,0,4,0.1333,17,0.888,0.0
INV00004108,2025-12-31,S009,P00108,SUP0032,3,1,2,5,0.1667,2,0.899,12.0
INV00004109,2025-12-31,S009,P00109,SUP0039,7,4,3,5,0.1667,10,0.858,18.0
INV00004110,2025-12-31,S009,P00110,SUP0014,4,3,1,12,0.4,6,0.872,2.5
INV00004111,2025-12-31,S009,P00111,SUP0033,2,0,2,4,0.1333,10,0.948,15.0
INV00004112,2025-12-31,S009,P00112,SUP0018,7,7,0,7,0.2333,17,0.888,0.0
INV00004113,2025-12-31,S009,P00113,SUP0036,3,2,1,5,0.1667,20,0.804,6.0
INV00004114,2025-12-31,S009,P00114,SUP0042,3,0,3,2,0.0667,25,0.975,44.98
INV00004115,2025-12-31,S009,P00115,SUP0020,10,10,0,8,0.2667,23,0.878,0.0
INV00004116,2025-12-31,S009,P00116,SUP0034,3,2,1,7,0.2333,6,0.907,4.29
INV00004117,2025-12-31,S009,P00117,SUP0010,2,2,0,2,0.0667,30,0.95,0.0
INV00004118,2025-12-31,S009,P00118,SUP0043,1,0,1,4,0.1333,2,0.829,7.5
INV00004119,2025-12-31,S009,P00119,SUP0029,5,0,5,6,0.2,6,0.9,25.0
INV00004120,2025-12-31,S009,P00120,SUP0012,12,4,8,8,0.2667,28,0.926,30.0
INV00004121,2025-12-31,S009,P00121,SUP0047,1,0,1,1,0.0333,23,0.949,30.03
INV00004122,2025-12-31,S009,P00122,SUP0015,2,0,2,2,0.0667,5,0.991,29.99
INV00004123,2025-12-31,S009,P00123,SUP0030,7,2,5,9,0.3,11,0.96,16.67
INV00004124,2025-12-31,S009,P00124,SUP0047,3,0,3,5,0.1667,23,0.949,18.0
INV00004125,2025-12-31,S009,P00125,SUP0032,4,2,2,6,0.2,2,0.899,10.0
INV00004126,2025-12-31,S009,P00126,SUP0029,1,1,0,3,0.1,6,0.9,0.0
INV00004127,2025-12-31,S009,P00127,SUP0003,2,2,0,5,0.1667,14,0.947,0.0
INV00004128,2025-12-31,S009,P00128,SUP0017,9,3,6,10,0.3333,4,0.858,18.0
INV00004129,2025-12-31,S009,P00129,SUP0034,2,2,0,4,0.1333,6,0.907,0.0
INV00004130,2025-12-31,S009,P00130,SUP0032,4,1,3,5,0.1667,2,0.899,18.0
INV00004131,2025-12-31,S009,P00131,SUP0023,9,5,4,9,0.3,25,0.938,13.33
INV00004132,2025-12-31,S009,P00132,SUP0046,1,1,0,1,0.0333,5,0.844,0.0
INV00004133,2025-12-31,S009,P00133,SUP0045,1,1,0,1,0.0333,7,0.847,0.0
INV00004134,2025-12-31,S009,P00134,SUP0014,7,4,3,7,0.2333,6,0.872,12.86
INV00004135,2025-12-31,S009,P00135,SUP0035,4,1,3,9,0.3,20,0.951,10.0
INV00004136,2025-12-31,S009,P00136,SUP0036,4,3,1,4,0.1333,20,0.804,7.5
INV00004137,2025-12-31,S009,P00137,SUP0021,2,0,2,4,0.1333,24,0.903,15.0
INV00004138,2025-12-31,S009,P00138,SUP0040,8,8,0,6,0.2,11,0.951,0.0
INV00004139,2025-12-31,S009,P00139,SUP0017,3,0,3,5,0.1667,4,0.858,18.0
INV00004140,2025-12-31,S009,P00140,SUP0020,4,3,1,3,0.1,23,0.878,10.0
INV00004141,2025-12-31,S009,P00141,SUP0001,2,1,1,3,0.1,18,0.967,10.0
INV00004142,2025-12-31,S009,P00142,SUP0034,6,2,4,5,0.1667,6,0.907,24.0
INV00004143,2025-12-31,S009,P00143,SUP0045,18,7,11,14,0.4667,7,0.847,23.57
INV00004144,2025-12-31,S009,P00144,SUP0035,6,4,2,9,0.3,20,0.951,6.67
INV00004145,2025-12-31,S009,P00145,SUP0022,1,1,0,1,0.0333,16,0.819,0.0
INV00004146,2025-12-31,S009,P00146,SUP0022,5,0,5,5,0.1667,16,0.819,29.99
INV00004147,2025-12-31,S009,P00147,SUP0046,4,0,4,0,0.0,5,0.844,
INV00004148,2025-12-31,S009,P00148,SUP0015,5,0,5,9,0.3,5,0.991,16.67
INV00004149,2025-12-31,S009,P00149,SUP0036,6,0,6,5,0.1667,20,0.804,35.99
INV00004150,2025-12-31,S009,P00150,SUP0008,14,3,11,11,0.3667,14,0.883,30.0
INV00004151,2025-12-31,S009,P00151,SUP0004,6,5,1,4,0.1333,17,0.948,7.5
INV00004152,2025-12-31,S009,P00152,SUP0023,6,6,0,6,0.2,25,0.938,0.0
INV00004153,2025-12-31,S009,P00153,SUP0005,5,4,1,6,0.2,4,0.858,5.0
INV00004154,2025-12-31,S009,P00154,SUP0001,12,1,11,9,0.3,18,0.967,36.67
INV00004155,2025-12-31,S009,P00155,SUP0031,6,6,0,6,0.2,21,0.958,0.0
INV00004156,2025-12-31,S009,P00156,SUP0040,5,2,3,4,0.1333,11,0.951,22.51
INV00004157,2025-12-31,S009,P00157,SUP0031,5,2,3,4,0.1333,21,0.958,22.51
INV00004158,2025-12-31,S009,P00158,SUP0008,4,1,3,3,0.1,14,0.883,30.0
INV00004159,2025-12-31,S009,P00159,SUP0006,4,4,0,5,0.1667,12,0.852,0.0
INV00004160,2025-12-31,S009,P00160,SUP0019,6,3,3,4,0.1333,26,0.868,22.51
INV00004161,2025-12-31,S009,P00161,SUP0028,1,1,0,1,0.0333,3,0.981,0.0
INV00004162,2025-12-31,S009,P00162,SUP0016,4,4,0,3,0.1,29,0.922,0.0
INV00004163,2025-12-31,S009,P00163,SUP0039,2,2,0,4,0.1333,10,0.858,0.0
INV00004164,2025-12-31,S009,P00164,SUP0025,10,0,10,10,0.3333,24,0.983,30.0
INV00004165,2025-12-31,S009,P00165,SUP0002,1,0,1,1,0.0333,14,0.955,30.03
INV00004166,2025-12-31,S009,P00166,SUP0021,7,1,6,6,0.2,24,0.903,30.0
INV00004167,2025-12-31,S009,P00167,SUP0030,8,8,0,6,0.2,11,0.96,0.0
INV00004168,2025-12-31,S009,P00168,SUP0004,10,2,8,0,0.0,17,0.948,
INV00004169,2025-12-31,S009,P00169,SUP0048,2,1,1,3,0.1,25,0.813,10.0
INV00004170,2025-12-31,S009,P00170,SUP0047,9,6,3,6,0.2,23,0.949,15.0
INV00004171,2025-12-31,S009,P00171,SUP0034,5,2,3,5,0.1667,6,0.907,18.0
INV00004172,2025-12-31,S009,P00172,SUP0010,13,6,7,10,0.3333,30,0.95,21.0
INV00004173,2025-12-31,S009,P00173,SUP0005,1,1,0,1,0.0333,4,0.858,0.0
INV00004174,2025-12-31,S009,P00174,SUP0015,1,1,0,3,0.1,5,0.991,0.0
INV00004175,2025-12-31,S009,P00175,SUP0026,4,4,0,4,0.1333,4,0.845,0.0
INV00004176,2025-12-31,S009,P00176,SUP0018,4,3,1,5,0.1667,17,0.888,6.0
INV00004177,2025-12-31,S009,P00177,SUP0025,10,8,2,9,0.3,24,0.983,6.67
INV00004178,2025-12-31,S009,P00178,SUP0038,4,1,3,7,0.2333,21,0.846,12.86
INV00004179,2025-12-31,S009,P00179,SUP0030,2,1,1,3,0.1,11,0.96,10.0
INV00004180,2025-12-31,S009,P00180,SUP0019,4,1,3,4,0.1333,26,0.868,22.51
INV00004181,2025-12-31,S009,P00181,SUP0040,6,3,3,5,0.1667,11,0.951,18.0
INV00004182,2025-12-31,S009,P00182,SUP0041,8,8,0,11,0.3667,22,0.875,0.0
INV00004183,2025-12-31,S009,P00183,SUP0033,5,2,3,4,0.1333,10,0.948,22.51
INV00004184,2025-12-31,S009,P00184,SUP0048,2,1,1,5,0.1667,25,0.813,6.0
INV00004185,2025-12-31,S009,P00185,SUP0049,4,0,4,5,0.1667,16,0.829,24.0
INV00004186,2025-12-31,S009,P00186,SUP0004,3,2,1,3,0.1,17,0.948,10.0
INV00004187,2025-12-31,S009,P00187,SUP0003,11,5,6,8,0.2667,14,0.947,22.5
INV00004188,2025-12-31,S009,P00188,SUP0023,2,0,2,3,0.1,25,0.938,20.0
INV00004189,2025-12-31,S009,P00189,SUP0044,6,3,3,6,0.2,29,0.972,15.0
INV00004190,2025-12-31,S009,P00190,SUP0044,3,1,2,4,0.1333,29,0.972,15.0
INV00004191,2025-12-31,S009,P00191,SUP0020,8,0,8,6,0.2,23,0.878,40.0
INV00004192,2025-12-31,S009,P00192,SUP0046,4,1,3,5,0.1667,5,0.844,18.0
INV00004193,2025-12-31,S009,P00193,SUP0021,1,1,0,4,0.1333,24,0.903,0.0
INV00004194,2025-12-31,S009,P00194,SUP0018,5,3,2,5,0.1667,17,0.888,12.0
INV00004195,2025-12-31,S009,P00195,SUP0030,4,3,1,4,0.1333,11,0.96,7.5
INV00004196,2025-12-31,S009,P00196,SUP0034,1,1,0,1,0.0333,6,0.907,0.0
INV00004197,2025-12-31,S009,P00197,SUP0032,5,0,5,4,0.1333,2,0.899,37.51
