return_id,original_order_id,original_order_item_id,customer_id,return_timestamp,returned_quantity,refund_amount,return_type,return_reason
R0000004704,O0000156612,OI000000478749,C0044787,2024-12-07 08:54:59,1,24.13,FULL_ORDER_REFUND,DEFECTIVE
R0000004705,O0000156677,OI000000478963,C0044803,2025-04-06 03:40:38,1,5.97,FULL_ORDER_REFUND,UNWANTED
R0000004706,O0000156677,OI000000478964,C0044803,2025-04-14 01:41:05,1,3.83,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004707,O0000156677,OI000000478965,C0044803,2025-04-29 02:10:53,1,141.22,FULL_ORDER_REFUND,UNWANTED
R0000004708,O0000156677,OI000000478966,C0044803,2025-04-06 11:39:55,2,47.26,FULL_ORDER_REFUND,DAMAGED
R0000004709,O0000156677,OI000000478967,C0044803,2025-04-30 16:28:19,1,1.38,FULL_ORDER_REFUND,DAMAGED
R0000004710,O0000156677,OI000000478968,C0044803,2025-04-11 07:19:39,1,148.99,FULL_ORDER_REFUND,DEFECTIVE
R0000004711,O0000156677,OI000000478969,C0044803,2025-03-23 05:49:40,1,97.8,FULL_ORDER_REFUND,DEFECTIVE
R0000004712,O0000156677,OI000000478970,C0044803,2025-04-28 05:41:26,1,86.95,FULL_ORDER_REFUND,DEFECTIVE
R0000004713,O0000156696,OI000000479035,C0044805,2025-12-29 04:32:56,1,27.28,FULL_ORDER_REFUND,WRONG_ITEM
R0000004714,O0000156696,OI000000479036,C0044805,2025-12-28 08:50:40,1,29.13,FULL_ORDER_REFUND,DAMAGED
R0000004715,O0000156696,OI000000479037,C0044805,2025-12-28 09:12:50,2,195.42,FULL_ORDER_REFUND,WRONG_ITEM
R0000004716,O0000156783,OI000000479323,C0044820,2025-10-20 08:23:03,1,5.6,FULL_ORDER_REFUND,DAMAGED
R0000004717,O0000156783,OI000000479324,C0044820,2025-11-16 17:57:30,2,262.8,FULL_ORDER_REFUND,WRONG_ITEM
R0000004718,O0000156783,OI000000479325,C0044820,2025-10-14 06:03:21,1,36.57,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004719,O0000156783,OI000000479326,C0044820,2025-10-27 20:58:43,2,77.02,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004720,O0000157029,OI000000480083,C0044873,2025-01-09 02:19:29,2,219.26,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004721,O0000157029,OI000000480084,C0044873,2025-01-07 04:13:04,2,211.82,FULL_ORDER_REFUND,WRONG_ITEM
R0000004722,O0000157029,OI000000480085,C0044873,2025-01-22 00:28:47,1,93.27,FULL_ORDER_REFUND,UNWANTED
R0000004723,O0000157029,OI000000480086,C0044873,2024-12-27 03:41:26,1,458.39,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004724,O0000157040,OI000000480112,C0044876,2025-01-19 06:04:04,2,203.06,FULL_ORDER_REFUND,WRONG_ITEM
R0000004725,O0000157043,OI000000480119,C0044877,2025-09-08 01:51:29,2,729.18,FULL_ORDER_REFUND,DAMAGED
R0000004726,O0000157043,OI000000480120,C0044877,2025-09-22 05:05:24,1,195.97,FULL_ORDER_REFUND,DAMAGED
R0000004727,O0000157043,OI000000480121,C0044877,2025-10-02 19:23:08,3,158.44,FULL_ORDER_REFUND,DAMAGED
R0000004728,O0000157043,OI000000480122,C0044877,2025-09-21 23:13:55,1,204.49,FULL_ORDER_REFUND,DEFECTIVE
R0000004729,O0000157043,OI000000480123,C0044877,2025-10-04 01:30:47,3,35.04,FULL_ORDER_REFUND,UNWANTED
R0000004730,O0000157043,OI000000480124,C0044877,2025-08-31 10:58:09,2,64.88,FULL_ORDER_REFUND,WRONG_ITEM
R0000004731,O0000157043,OI000000480125,C0044877,2025-09-30 01:03:42,1,22.39,FULL_ORDER_REFUND,UNWANTED
R0000004732,O0000157090,OI000000480221,C0044885,2025-12-06 00:48:32,1,6.22,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004733,O0000157090,OI000000480222,C0044885,2025-12-23 10:47:59,1,73.08,FULL_ORDER_REFUND,WRONG_ITEM
R0000004734,O0000157090,OI000000480223,C0044885,2025-12-25 20:51:37,1,30.74,FULL_ORDER_REFUND,DEFECTIVE
R0000004735,O0000157120,OI000000480323,C0044899,2025-01-08 03:44:28,1,58.75,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004736,O0000157120,OI000000480324,C0044899,2025-01-30 05:31:15,2,119.12,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004737,O0000157262,OI000000480742,C0044947,2025-12-17 17:43:24,3,188.46,FULL_ORDER_REFUND,DAMAGED
R0000004738,O0000157262,OI000000480743,C0044947,2025-12-20 13:59:50,2,61.33,FULL_ORDER_REFUND,DEFECTIVE
R0000004739,O0000157262,OI000000480744,C0044947,2025-12-16 22:55:30,3,87.39,FULL_ORDER_REFUND,UNWANTED
R0000004740,O0000157262,OI000000480745,C0044947,2025-12-11 02:07:36,1,3.12,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004741,O0000157262,OI000000480746,C0044947,2025-12-19 02:35:53,2,172.11,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004742,O0000157262,OI000000480747,C0044947,2025-12-08 17:02:20,1,237.15,FULL_ORDER_REFUND,UNWANTED
R0000004743,O0000157292,OI000000480852,C0044948,2025-12-28 03:07:48,1,148.99,FULL_ORDER_REFUND,DEFECTIVE
R0000004744,O0000157292,OI000000480853,C0044948,2025-12-28 03:52:34,1,73.08,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004745,O0000157292,OI000000480854,C0044948,2025-12-30 08:01:27,1,31.81,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004746,O0000157637,OI000000481928,C0045041,2025-09-21 08:38:55,1,22.85,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004747,O0000157637,OI000000481929,C0045041,2025-11-03 06:45:38,1,17.8,FULL_ORDER_REFUND,DEFECTIVE
R0000004748,O0000157637,OI000000481930,C0045041,2025-10-13 13:58:22,2,113.32,FULL_ORDER_REFUND,UNWANTED
R0000004749,O0000157637,OI000000481931,C0045041,2025-09-14 23:24:08,1,1.23,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004750,O0000157802,OI000000482427,C0045074,2025-04-29 01:08:06,1,33.91,FULL_ORDER_REFUND,DAMAGED
R0000004751,O0000157802,OI000000482428,C0045074,2025-04-29 00:08:37,1,189.39,FULL_ORDER_REFUND,DAMAGED
R0000004752,O0000157802,OI000000482429,C0045074,2025-04-22 21:29:13,1,6.5,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004753,O0000157813,OI000000482453,C0045079,2025-12-28 16:26:33,1,3.77,FULL_ORDER_REFUND,UNWANTED
R0000004754,O0000157813,OI000000482454,C0045079,2025-11-04 14:59:28,1,18.28,FULL_ORDER_REFUND,DAMAGED
R0000004755,O0000157813,OI000000482455,C0045079,2025-11-18 14:06:14,1,48.14,FULL_ORDER_REFUND,DAMAGED
R0000004756,O0000157813,OI000000482456,C0045079,2025-11-18 05:23:52,1,20.91,FULL_ORDER_REFUND,DAMAGED
R0000004757,O0000157813,OI000000482457,C0045079,2025-12-17 01:19:46,1,2.03,FULL_ORDER_REFUND,WRONG_ITEM
R0000004758,O0000157813,OI000000482458,C0045079,2025-11-22 18:33:18,1,105.82,FULL_ORDER_REFUND,DEFECTIVE
R0000004759,O0000157829,OI000000482499,C0045080,2025-11-22 08:57:16,1,111.83,FULL_ORDER_REFUND,DEFECTIVE
R0000004760,O0000157829,OI000000482500,C0045080,2025-12-04 03:29:08,1,12.7,FULL_ORDER_REFUND,UNWANTED
R0000004761,O0000157829,OI000000482501,C0045080,2025-11-05 08:49:53,1,59.62,FULL_ORDER_REFUND,DAMAGED
R0000004762,O0000157829,OI000000482502,C0045080,2025-11-07 22:27:24,5,105.7,FULL_ORDER_REFUND,WRONG_ITEM
R0000004763,O0000157904,OI000000482745,C0045110,2025-11-17 13:42:59,1,68.53,FULL_ORDER_REFUND,UNWANTED
R0000004764,O0000157924,OI000000482799,C0045112,2025-09-28 19:41:31,2,282.44,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004765,O0000157924,OI000000482800,C0045112,2025-09-30 01:04:59,1,25.94,FULL_ORDER_REFUND,DEFECTIVE
R0000004766,O0000157924,OI000000482801,C0045112,2025-09-15 23:52:13,1,63.88,FULL_ORDER_REFUND,DAMAGED
R0000004767,O0000157938,OI000000482842,C0045117,2025-04-08 22:53:45,1,7.46,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004768,O0000158039,OI000000483151,C0045140,2025-01-26 14:39:02,2,22.0,FULL_ORDER_REFUND,DEFECTIVE
R0000004769,O0000158092,OI000000483304,C0045153,2025-01-03 15:00:53,1,137.94,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004770,O0000158181,OI000000483558,C0045176,2025-12-16 22:33:06,3,335.49,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004771,O0000158181,OI000000483559,C0045176,2025-12-17 20:53:59,1,53.54,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004772,O0000158181,OI000000483560,C0045176,2025-12-16 14:33:29,1,27.0,FULL_ORDER_REFUND,DEFECTIVE
R0000004773,O0000158193,OI000000483591,C0045179,2025-10-30 11:04:53,1,371.95,FULL_ORDER_REFUND,UNWANTED
R0000004774,O0000158423,OI000000484299,C0045239,2025-07-01 09:28:33,1,38.14,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004775,O0000158423,OI000000484300,C0045239,2025-08-20 07:06:05,1,227.21,FULL_ORDER_REFUND,WRONG_ITEM
R0000004776,O0000158423,OI000000484301,C0045239,2025-08-18 21:19:44,1,16.77,FULL_ORDER_REFUND,UNWANTED
R0000004777,O0000158460,OI000000484389,C0045248,2025-07-23 05:49:05,1,107.33,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004778,O0000158460,OI000000484390,C0045248,2025-08-14 05:06:32,1,36.57,FULL_ORDER_REFUND,WRONG_ITEM
R0000004779,O0000158635,OI000000484945,C0045303,2025-10-31 13:34:11,1,25.61,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004780,O0000158635,OI000000484946,C0045303,2025-09-14 05:18:06,1,40.08,FULL_ORDER_REFUND,DAMAGED
R0000004781,O0000158635,OI000000484947,C0045303,2025-10-30 08:03:18,1,160.06,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004782,O0000158635,OI000000484948,C0045303,2025-09-04 09:06:38,1,6.22,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004783,O0000158635,OI000000484949,C0045303,2025-09-04 04:11:04,1,47.15,FULL_ORDER_REFUND,DAMAGED
R0000004784,O0000158669,OI000000485061,C0045322,2025-12-28 02:33:19,1,76.06,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004785,O0000158669,OI000000485062,C0045322,2025-12-04 22:12:18,1,11.0,FULL_ORDER_REFUND,UNWANTED
R0000004786,O0000158902,OI000000485759,C0045395,2025-12-23 17:57:40,1,58.46,FULL_ORDER_REFUND,WRONG_ITEM
R0000004787,O0000158902,OI000000485760,C0045395,2025-12-28 00:58:38,2,104.53,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004788,O0000158902,OI000000485761,C0045395,2025-12-28 11:59:15,1,7.18,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004789,O0000158902,OI000000485762,C0045395,2025-12-28 17:53:09,1,99.41,FULL_ORDER_REFUND,DAMAGED
R0000004790,O0000158902,OI000000485763,C0045395,2025-12-24 03:57:07,2,102.12,FULL_ORDER_REFUND,DEFECTIVE
R0000004791,O0000158902,OI000000485764,C0045395,2025-12-31 08:09:28,2,127.76,FULL_ORDER_REFUND,UNWANTED
R0000004792,O0000158902,OI000000485765,C0045395,2025-12-31 00:53:01,2,154.61,FULL_ORDER_REFUND,WRONG_ITEM
R0000004793,O0000158902,OI000000485766,C0045395,2025-12-25 05:22:54,1,15.53,FULL_ORDER_REFUND,WRONG_ITEM
R0000004794,O0000159303,OI000000487017,C0045509,2025-05-02 13:33:17,1,25.61,FULL_ORDER_REFUND,WRONG_ITEM
R0000004795,O0000159303,OI000000487018,C0045509,2025-05-06 01:36:32,1,279.37,FULL_ORDER_REFUND,DEFECTIVE
R0000004796,O0000159303,OI000000487019,C0045509,2025-05-07 04:58:43,1,23.39,FULL_ORDER_REFUND,DEFECTIVE
R0000004797,O0000159303,OI000000487020,C0045509,2025-06-22 00:24:23,1,1.23,FULL_ORDER_REFUND,DEFECTIVE
R0000004798,O0000159303,OI000000487021,C0045509,2025-05-01 10:41:19,1,280.27,FULL_ORDER_REFUND,DEFECTIVE
R0000004799,O0000159303,OI000000487022,C0045509,2025-05-13 19:34:11,2,190.28,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004800,O0000159493,OI000000487590,C0045555,2025-02-14 21:37:08,1,53.54,FULL_ORDER_REFUND,DEFECTIVE
R0000004801,O0000159493,OI000000487591,C0045555,2025-02-01 11:10:22,4,329.82,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004802,O0000159955,OI000000489022,C0045678,2025-06-13 08:24:10,1,172.67,FULL_ORDER_REFUND,DEFECTIVE
R0000004803,O0000159955,OI000000489023,C0045678,2025-06-09 08:18:16,1,104.3,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004804,O0000159955,OI000000489024,C0045678,2025-08-01 22:28:33,4,34.96,FULL_ORDER_REFUND,UNWANTED
R0000004805,O0000159955,OI000000489025,C0045678,2025-06-11 09:55:43,4,390.16,FULL_ORDER_REFUND,WRONG_ITEM
R0000004806,O0000160255,OI000000489942,C0045752,2025-10-20 18:07:25,1,105.61,FULL_ORDER_REFUND,DEFECTIVE
R0000004807,O0000160255,OI000000489943,C0045752,2025-10-11 21:54:09,2,93.54,FULL_ORDER_REFUND,DEFECTIVE
R0000004808,O0000160255,OI000000489944,C0045752,2025-11-06 15:45:29,1,7.46,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004809,O0000160255,OI000000489945,C0045752,2025-11-29 06:02:36,1,40.4,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004810,O0000160255,OI000000489946,C0045752,2025-11-01 14:06:03,1,44.74,FULL_ORDER_REFUND,DEFECTIVE
R0000004811,O0000160255,OI000000489947,C0045752,2025-12-04 19:34:19,1,10.81,FULL_ORDER_REFUND,DEFECTIVE
R0000004812,O0000160255,OI000000489948,C0045752,2025-11-23 13:40:24,1,236.4,FULL_ORDER_REFUND,DAMAGED
R0000004813,O0000160291,OI000000490065,C0045757,2025-06-29 18:57:33,1,65.43,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004814,O0000160367,OI000000490292,C0045782,2024-09-25 15:41:07,1,35.75,FULL_ORDER_REFUND,WRONG_ITEM
R0000004815,O0000160367,OI000000490293,C0045782,2024-10-04 12:29:54,1,109.75,FULL_ORDER_REFUND,DEFECTIVE
R0000004816,O0000160416,OI000000490438,C0045789,2025-04-15 04:11:07,5,122.36,FULL_ORDER_REFUND,DEFECTIVE
R0000004817,O0000160416,OI000000490439,C0045789,2025-03-13 01:35:30,1,6.53,FULL_ORDER_REFUND,WRONG_ITEM
R0000004818,O0000160512,OI000000490744,C0045812,2025-10-26 21:36:51,5,117.6,FULL_ORDER_REFUND,DAMAGED
R0000004819,O0000160512,OI000000490745,C0045812,2025-09-25 08:04:48,1,254.65,FULL_ORDER_REFUND,DEFECTIVE
R0000004820,O0000160512,OI000000490746,C0045812,2025-09-08 16:28:06,1,69.27,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004821,O0000160539,OI000000490830,C0045821,2025-12-15 11:50:16,1,150.34,FULL_ORDER_REFUND,UNWANTED
R0000004822,O0000160539,OI000000490831,C0045821,2025-12-16 11:45:34,1,39.07,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004823,O0000160539,OI000000490832,C0045821,2025-12-06 20:15:38,1,100.74,FULL_ORDER_REFUND,DEFECTIVE
R0000004824,O0000160539,OI000000490833,C0045821,2025-12-11 04:21:07,1,69.27,FULL_ORDER_REFUND,WRONG_ITEM
R0000004825,O0000160539,OI000000490834,C0045821,2025-12-02 07:23:16,1,229.18,FULL_ORDER_REFUND,DAMAGED
R0000004826,O0000160539,OI000000490835,C0045821,2025-12-05 13:58:46,1,11.43,FULL_ORDER_REFUND,WRONG_ITEM
R0000004827,O0000160539,OI000000490836,C0045821,2025-12-20 07:05:19,1,19.58,FULL_ORDER_REFUND,WRONG_ITEM
R0000004828,O0000160539,OI000000490837,C0045821,2025-12-12 09:55:36,1,266.35,FULL_ORDER_REFUND,UNWANTED
R0000004829,O0000160564,OI000000490909,C0045825,2025-11-22 14:02:04,1,11.31,FULL_ORDER_REFUND,WRONG_ITEM
R0000004830,O0000160564,OI000000490910,C0045825,2025-11-21 15:40:21,1,11.63,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004831,O0000160564,OI000000490911,C0045825,2025-12-10 07:45:28,3,131.87,FULL_ORDER_REFUND,DAMAGED
R0000004832,O0000160568,OI000000490919,C0045825,2025-12-30 15:36:32,1,103.76,FULL_ORDER_REFUND,WRONG_ITEM
R0000004833,O0000160568,OI000000490920,C0045825,2025-12-29 11:11:57,4,68.92,FULL_ORDER_REFUND,DAMAGED
R0000004834,O0000160631,OI000000491143,C0045840,2024-11-24 15:46:43,3,413.61,FULL_ORDER_REFUND,DEFECTIVE
R0000004835,O0000160631,OI000000491144,C0045840,2024-10-25 01:19:02,1,64.07,FULL_ORDER_REFUND,UNWANTED
R0000004836,O0000160631,OI000000491145,C0045840,2024-11-04 20:46:01,1,2.0,FULL_ORDER_REFUND,WRONG_ITEM
R0000004837,O0000160815,OI000000491700,C0045897,2024-10-18 10:40:14,1,16.77,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004838,O0000160815,OI000000491701,C0045897,2024-10-14 14:45:50,1,11.31,FULL_ORDER_REFUND,WRONG_ITEM
R0000004839,O0000160823,OI000000491726,C0045899,2025-12-12 23:52:00,4,282.04,FULL_ORDER_REFUND,DAMAGED
R0000004840,O0000160823,OI000000491727,C0045899,2025-12-07 20:01:24,1,22.85,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004841,O0000160887,OI000000491921,C0045915,2025-12-27 19:47:18,2,595.12,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004842,O0000160887,OI000000491922,C0045915,2025-11-25 04:10:58,3,265.27,FULL_ORDER_REFUND,DAMAGED
R0000004843,O0000160887,OI000000491923,C0045915,2025-11-29 07:53:45,1,40.79,FULL_ORDER_REFUND,DEFECTIVE
R0000004844,O0000160896,OI000000491936,C0045915,2025-12-14 14:33:15,1,3.08,FULL_ORDER_REFUND,DEFECTIVE
R0000004845,O0000161182,OI000000492840,C0046006,2024-10-21 10:27:14,1,23.77,FULL_ORDER_REFUND,UNWANTED
R0000004846,O0000161182,OI000000492841,C0046006,2024-11-08 15:28:03,1,3.46,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004847,O0000161182,OI000000492842,C0046006,2024-11-09 11:42:57,3,480.18,FULL_ORDER_REFUND,DEFECTIVE
R0000004848,O0000161281,OI000000493153,C0046041,2025-12-29 18:53:06,2,59.6,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004849,O0000161281,OI000000493154,C0046041,2025-12-21 06:15:52,1,14.45,FULL_ORDER_REFUND,DEFECTIVE
R0000004850,O0000161435,OI000000493659,C0046071,2025-06-19 00:48:52,1,189.39,FULL_ORDER_REFUND,DAMAGED
R0000004851,O0000161435,OI000000493660,C0046071,2025-05-18 02:03:42,1,95.93,FULL_ORDER_REFUND,DAMAGED
R0000004852,O0000161435,OI000000493661,C0046071,2025-06-16 03:20:50,1,23.5,FULL_ORDER_REFUND,DEFECTIVE
R0000004853,O0000161667,OI000000494358,C0046137,2024-11-15 01:10:15,1,17.16,FULL_ORDER_REFUND,WRONG_ITEM
R0000004854,O0000161667,OI000000494359,C0046137,2024-12-02 11:07:44,1,30.23,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004855,O0000161667,OI000000494360,C0046137,2024-12-10 16:53:31,3,153.6,FULL_ORDER_REFUND,DEFECTIVE
R0000004856,O0000161785,OI000000494691,C0046180,2025-08-31 20:41:19,1,42.48,FULL_ORDER_REFUND,UNWANTED
R0000004857,O0000161785,OI000000494692,C0046180,2025-09-09 13:26:13,1,17.9,FULL_ORDER_REFUND,WRONG_ITEM
R0000004858,O0000161785,OI000000494693,C0046180,2025-08-15 04:38:17,1,17.87,FULL_ORDER_REFUND,DEFECTIVE
R0000004859,O0000161978,OI000000495278,C0046236,2025-12-30 21:49:39,1,14.38,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004860,O0000161978,OI000000495279,C0046236,2025-12-30 02:14:06,3,42.75,FULL_ORDER_REFUND,WRONG_ITEM
R0000004861,O0000161986,OI000000495308,C0046240,2024-07-26 04:29:32,1,1.69,FULL_ORDER_REFUND,DEFECTIVE
R0000004862,O0000161986,OI000000495309,C0046240,2024-07-21 00:53:38,1,56.87,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004863,O0000161986,OI000000495310,C0046240,2024-08-28 01:24:10,1,35.17,FULL_ORDER_REFUND,DEFECTIVE
R0000004864,O0000161989,OI000000495317,C0046241,2025-09-04 23:23:14,3,50.57,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004865,O0000161989,OI000000495318,C0046241,2025-09-10 21:56:29,1,6.5,FULL_ORDER_REFUND,WRONG_ITEM
R0000004866,O0000162065,OI000000495555,C0046255,2025-09-30 23:29:37,1,64.07,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004867,O0000162065,OI000000495556,C0046255,2025-11-12 00:50:26,2,609.82,FULL_ORDER_REFUND,UNWANTED
R0000004868,O0000162122,OI000000495716,C0046266,2025-06-27 17:37:57,1,23.39,FULL_ORDER_REFUND,DEFECTIVE
R0000004869,O0000162141,OI000000495781,C0046272,2025-06-05 12:58:43,1,14.82,FULL_ORDER_REFUND,DAMAGED
R0000004870,O0000162221,OI000000496017,C0046285,2025-12-28 16:45:14,4,22.96,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004871,O0000162221,OI000000496018,C0046285,2025-12-31 07:02:50,1,7.62,FULL_ORDER_REFUND,WRONG_ITEM
R0000004872,O0000162221,OI000000496019,C0046285,2025-12-28 14:24:31,3,25.17,FULL_ORDER_REFUND,UNWANTED
R0000004873,O0000162221,OI000000496020,C0046285,2025-12-29 06:02:24,1,38.1,FULL_ORDER_REFUND,UNWANTED
R0000004874,O0000162221,OI000000496021,C0046285,2025-12-28 23:53:02,1,53.87,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004875,O0000162221,OI000000496022,C0046285,2025-12-28 22:52:52,1,47.74,FULL_ORDER_REFUND,WRONG_ITEM
R0000004876,O0000162221,OI000000496023,C0046285,2025-12-29 22:20:38,1,16.23,FULL_ORDER_REFUND,DAMAGED
R0000004877,O0000162784,OI000000497758,C0046461,2025-12-27 19:20:17,1,170.45,FULL_ORDER_REFUND,DAMAGED
R0000004878,O0000162784,OI000000497759,C0046461,2025-12-31 23:50:31,1,3.9,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004879,O0000162784,OI000000497760,C0046461,2025-12-30 09:32:15,1,8.65,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004880,O0000163169,OI000000498895,C0046566,2025-02-12 14:03:41,1,136.05,FULL_ORDER_REFUND,WRONG_ITEM
R0000004881,O0000163169,OI000000498896,C0046566,2025-02-15 10:50:16,1,51.48,FULL_ORDER_REFUND,DEFECTIVE
R0000004882,O0000163169,OI000000498897,C0046566,2025-01-25 17:38:53,1,62.82,FULL_ORDER_REFUND,UNWANTED
R0000004883,O0000163307,OI000000499307,C0046609,2024-12-15 21:43:48,2,7.66,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004884,O0000163307,OI000000499308,C0046609,2024-11-20 07:25:53,1,38.1,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004885,O0000163307,OI000000499309,C0046609,2024-11-06 16:43:26,1,2.01,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004886,O0000163307,OI000000499310,C0046609,2024-12-01 15:00:59,1,118.56,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004887,O0000163307,OI000000499311,C0046609,2024-11-26 22:36:46,1,30.28,FULL_ORDER_REFUND,WRONG_ITEM
R0000004888,O0000163307,OI000000499312,C0046609,2024-11-16 08:59:12,1,252.9,FULL_ORDER_REFUND,WRONG_ITEM
R0000004889,O0000163439,OI000000499745,C0046647,2025-12-08 05:47:09,1,31.25,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004890,O0000163439,OI000000499746,C0046647,2025-12-15 02:13:53,1,48.14,FULL_ORDER_REFUND,WRONG_ITEM
R0000004891,O0000163439,OI000000499747,C0046647,2025-11-16 16:13:42,1,97.47,FULL_ORDER_REFUND,DEFECTIVE
R0000004892,O0000163439,OI000000499748,C0046647,2025-12-14 03:01:51,1,32.44,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004893,O0000163576,OI000000500158,C0046698,2025-08-06 05:03:26,1,145.78,FULL_ORDER_REFUND,WRONG_ITEM
R0000004894,O0000163576,OI000000500159,C0046698,2025-07-09 17:35:44,1,77.39,FULL_ORDER_REFUND,DAMAGED
R0000004895,O0000163576,OI000000500160,C0046698,2025-07-22 03:55:23,3,23.95,FULL_ORDER_REFUND,UNWANTED
R0000004896,O0000163638,OI000000500351,C0046709,2025-03-01 09:12:53,1,38.23,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004897,O0000163644,OI000000500366,C0046709,2025-09-15 06:08:40,1,39.72,FULL_ORDER_REFUND,SIZE_ISSUE
R0000004898,O0000163738,OI000000500664,C0046733,2024-12-28 02:32:57,1,15.37,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004899,O0000163738,OI000000500665,C0046733,2024-12-15 23:33:53,2,39.5,FULL_ORDER_REFUND,WRONG_ITEM
R0000004900,O0000163960,OI000000501331,C0046785,2025-11-18 13:34:40,1,1.61,FULL_ORDER_REFUND,WRONG_ITEM
R0000004901,O0000163960,OI000000501332,C0046785,2025-12-22 11:35:06,1,627.2,FULL_ORDER_REFUND,DEFECTIVE
R0000004902,O0000163999,OI000000501467,C0046795,2025-02-09 14:33:22,1,277.05,FULL_ORDER_REFUND,WRONG_ITEM
R0000004903,O0000163999,OI000000501468,C0046795,2025-02-17 20:17:56,1,52.43,FULL_ORDER_REFUND,UNWANTED
R0000004904,O0000164656,OI000000503481,C0046965,2025-11-16 07:52:13,4,612.6,FULL_ORDER_REFUND,DAMAGED
R0000004905,O0000164932,OI000000504320,C0047044,2025-12-06 23:11:44,1,40.18,FULL_ORDER_REFUND,DEFECTIVE
R0000004906,O0000164933,OI000000504321,C0047044,2025-12-12 02:22:40,1,23.77,FULL_ORDER_REFUND,DAMAGED
R0000004907,O0000165018,OI000000504581,C0047074,2025-12-03 11:06:40,1,186.22,FULL_ORDER_REFUND,DEFECTIVE
R0000004908,O0000165018,OI000000504582,C0047074,2025-11-29 21:45:59,1,180.13,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004909,O0000165018,OI000000504583,C0047074,2025-12-20 21:08:23,1,21.16,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004910,O0000165018,OI000000504584,C0047074,2025-12-29 15:02:16,3,87.9,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
R0000004911,O0000165018,OI000000504585,C0047074,2025-11-30 12:54:05,2,976.3,FULL_ORDER_REFUND,NOT_AS_DESCRIBED
