order_id,customer_id,order_timestamp,channel,store_id,order_status,source_system
O0000043024,C0012103,2025-12-18 20:05:15,STORE,S003,COMPLETED,POS_LEGACY
O0000043025,C0012105,2025-05-26 10:05:39,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043026,C0012105,2025-06-08 11:53:39,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043027,C0012105,2025-06-21 11:27:47,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043028,C0012105,2025-07-17 13:37:31,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043029,C0012105,2025-08-13 09:56:41,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043030,C0012106,2024-06-05 19:52:04,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043031,C0012106,2024-06-23 08:22:37,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043032,C0012106,2024-08-22 19:16:02,STORE,S008,CANCELLED,POS_MODERN
O0000043033,C0012106,2024-11-17 08:45:10,STORE,S026,COMPLETED,POS_LEGACY
O0000043034,C0012106,2024-11-29 18:55:26,MOBILE,,COMPLETED,MOBILE_APP
O0000043035,C0012106,2024-12-18 15:30:09,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043036,C0012106,2025-01-15 13:29:24,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043037,C0012106,2025-10-21 17:33:41,MOBILE,,COMPLETED,MOBILE_APP
O0000043038,C0012107,2025-12-27 10:27:10,MOBILE,,COMPLETED,MOBILE_APP
O0000043039,C0012108,2025-12-28 20:49:18,MOBILE,,COMPLETED,MOBILE_APP
O0000043040,C0012109,2025-07-21 10:01:33,MOBILE,,COMPLETED,MOBILE_APP
O0000043041,C0012109,2025-07-23 13:15:13,STORE,S027,COMPLETED,POS_MODERN
O0000043042,C0012109,2025-09-23 19:29:40,STORE,S007,COMPLETED,POS_LEGACY
O0000043043,C0012109,2025-10-18 09:40:47,STORE,S023,COMPLETED,POS_LEGACY
O0000043044,C0012109,2025-11-21 20:38:39,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043045,C0012109,2025-11-22 21:23:17,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043046,C0012109,2025-12-08 14:32:11,STORE,S026,COMPLETED,POS_MODERN
O0000043047,C0012109,2025-12-14 19:07:30,STORE,S005,COMPLETED,POS_MODERN
O0000043048,C0012109,2025-12-14 20:55:03,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043049,C0012109,2025-12-31 11:59:43,STORE,S003,COMPLETED,POS_LEGACY
O0000043050,C0012110,2024-12-31 21:56:04,STORE,S009,COMPLETED,POS_MODERN
O0000043051,C0012110,2025-01-21 16:42:47,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043052,C0012110,2025-08-20 20:03:56,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043053,C0012112,2025-07-13 20:12:22,STORE,S023,COMPLETED,POS_LEGACY
O0000043054,C0012112,2025-08-11 15:26:18,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043055,C0012112,2025-08-27 18:33:20,MOBILE,,COMPLETED,MOBILE_APP
O0000043056,C0012114,2025-10-16 20:41:56,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043057,C0012114,2025-10-21 13:38:15,STORE,S008,COMPLETED,POS_MODERN
O0000043058,C0012114,2025-11-01 08:27:38,STORE,S020,COMPLETED,POS_LEGACY
O0000043059,C0012114,2025-11-01 13:09:42,MOBILE,,COMPLETED,MOBILE_APP
O0000043060,C0012114,2025-11-06 12:18:59,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043061,C0012114,2025-11-19 20:57:32,STORE,S028,COMPLETED,POS_MODERN
O0000043062,C0012114,2025-11-25 21:25:24,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043063,C0012114,2025-12-05 13:33:08,MOBILE,,COMPLETED,MOBILE_APP
O0000043064,C0012114,2025-12-13 09:19:20,STORE,S009,COMPLETED,POS_LEGACY
O0000043065,C0012114,2025-12-27 21:09:26,MOBILE,,CANCELLED,MOBILE_APP
O0000043066,C0012115,2024-08-10 12:27:16,STORE,S024,COMPLETED,POS_MODERN
O0000043067,C0012115,2024-08-17 19:01:35,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043068,C0012115,2024-12-04 14:25:35,STORE,S020,COMPLETED,POS_MODERN
O0000043069,C0012115,2025-01-28 11:16:14,MOBILE,,COMPLETED,MOBILE_APP
O0000043070,C0012115,2025-02-20 16:58:44,MOBILE,,COMPLETED,MOBILE_APP
O0000043071,C0012115,2025-04-02 18:15:28,STORE,S030,COMPLETED,POS_MODERN
O0000043072,C0012115,2025-08-27 14:21:10,STORE,S029,COMPLETED,POS_MODERN
O0000043073,C0012115,2025-08-29 09:33:44,STORE,S004,COMPLETED,POS_MODERN
O0000043074,C0012115,2025-12-23 08:28:36,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043075,C0012116,2025-08-02 21:35:50,STORE,S006,COMPLETED,POS_LEGACY
O0000043076,C0012116,2025-09-19 14:28:11,STORE,S022,COMPLETED,POS_MODERN
O0000043077,C0012116,2025-11-08 15:07:30,STORE,S021,COMPLETED,POS_MODERN
O0000043078,C0012116,2025-12-08 15:02:45,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043079,C0012116,2025-12-19 14:46:40,MOBILE,,COMPLETED,MOBILE_APP
O0000043080,C0012116,2025-12-20 11:43:33,MOBILE,,COMPLETED,MOBILE_APP
O0000043081,C0012117,2024-06-22 11:36:50,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043082,C0012117,2024-11-21 12:30:39,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043083,C0012117,2024-11-21 16:59:46,STORE,S004,COMPLETED,POS_LEGACY
O0000043084,C0012117,2024-11-23 12:56:05,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043085,C0012117,2025-04-04 14:39:12,STORE,S005,COMPLETED,POS_MODERN
O0000043086,C0012117,2025-06-28 10:42:44,STORE,S002,COMPLETED,POS_MODERN
O0000043087,C0012118,2024-11-06 18:33:09,STORE,S008,COMPLETED,POS_MODERN
O0000043088,C0012118,2024-12-08 09:39:44,MOBILE,,COMPLETED,MOBILE_APP
O0000043089,C0012119,2025-12-07 09:51:08,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043090,C0012120,2025-05-18 17:49:37,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043091,C0012121,2025-12-19 19:58:01,STORE,S020,COMPLETED,POS_MODERN
O0000043092,C0012124,2024-05-09 10:13:31,STORE,S015,COMPLETED,POS_LEGACY
O0000043093,C0012124,2024-07-18 11:53:59,STORE,S016,COMPLETED,POS_LEGACY
O0000043094,C0012124,2025-01-19 13:45:53,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043095,C0012124,2025-05-19 17:57:01,MOBILE,,COMPLETED,MOBILE_APP
O0000043096,C0012124,2025-08-31 11:45:06,STORE,S017,COMPLETED,POS_MODERN
O0000043097,C0012124,2025-09-27 09:26:35,STORE,S006,COMPLETED,POS_MODERN
O0000043098,C0012124,2025-12-03 15:44:05,STORE,S023,COMPLETED,POS_LEGACY
O0000043099,C0012126,2025-11-26 20:56:26,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043100,C0012129,2024-06-13 15:33:40,STORE,S005,COMPLETED,POS_MODERN
O0000043101,C0012129,2024-07-18 09:35:37,STORE,S002,COMPLETED,POS_MODERN
O0000043102,C0012129,2024-07-22 10:32:47,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043103,C0012129,2024-08-19 16:04:12,STORE,S028,COMPLETED,POS_MODERN
O0000043104,C0012129,2024-08-25 17:56:13,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043105,C0012129,2024-09-16 14:40:20,STORE,S009,COMPLETED,POS_MODERN
O0000043106,C0012129,2025-12-07 13:15:38,MOBILE,,COMPLETED,MOBILE_APP
O0000043107,C0012130,2025-04-05 11:43:30,STORE,S007,COMPLETED,POS_MODERN
O0000043108,C0012130,2025-10-21 12:41:35,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043109,C0012130,2025-12-03 09:54:37,MOBILE,,COMPLETED,MOBILE_APP
O0000043110,C0012131,2025-10-16 12:39:31,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043111,C0012132,2025-06-03 13:36:14,STORE,S029,COMPLETED,POS_MODERN
O0000043112,C0012132,2025-09-29 15:34:00,STORE,S028,COMPLETED,POS_MODERN
O0000043113,C0012133,2024-10-16 16:39:24,MOBILE,,COMPLETED,MOBILE_APP
O0000043114,C0012133,2024-12-07 13:10:57,STORE,S006,COMPLETED,POS_LEGACY
O0000043115,C0012133,2024-12-09 16:13:24,STORE,S021,COMPLETED,POS_MODERN
O0000043116,C0012133,2025-04-28 11:13:50,MOBILE,,COMPLETED,MOBILE_APP
O0000043117,C0012133,2025-09-20 17:32:54,STORE,S012,COMPLETED,POS_MODERN
O0000043118,C0012133,2025-11-01 16:42:07,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043119,C0012133,2025-11-17 19:49:08,STORE,S019,COMPLETED,POS_MODERN
O0000043120,C0012133,2025-12-18 12:59:44,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043121,C0012134,2024-11-14 19:28:03,STORE,S017,COMPLETED,POS_MODERN
O0000043122,C0012134,2025-01-05 17:11:24,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043123,C0012134,2025-08-01 08:52:14,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043124,C0012134,2025-10-26 10:51:24,STORE,S014,COMPLETED,POS_MODERN
O0000043125,C0012134,2025-11-10 18:51:50,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043126,C0012134,2025-11-24 20:36:46,STORE,S028,COMPLETED,POS_MODERN
O0000043127,C0012134,2025-12-03 21:20:43,MOBILE,,COMPLETED,MOBILE_APP
O0000043128,C0012134,2025-12-07 09:42:03,STORE,S029,COMPLETED,POS_MODERN
O0000043129,C0012134,2025-12-25 17:34:20,STORE,S021,COMPLETED,POS_MODERN
O0000043130,C0012136,2025-04-25 09:34:52,MOBILE,,COMPLETED,MOBILE_APP
O0000043131,C0012136,2025-04-25 16:37:13,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043132,C0012136,2025-06-29 08:53:45,MOBILE,,COMPLETED,MOBILE_APP
O0000043133,C0012136,2025-07-16 11:06:53,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043134,C0012136,2025-07-21 20:51:04,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043135,C0012136,2025-08-30 13:04:38,MOBILE,,COMPLETED,MOBILE_APP
O0000043136,C0012137,2024-10-17 13:50:53,STORE,S015,COMPLETED,POS_MODERN
O0000043137,C0012139,2025-05-07 13:36:15,MOBILE,,COMPLETED,MOBILE_APP
O0000043138,C0012139,2025-10-02 08:07:22,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043139,C0012139,2025-10-02 18:31:39,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043140,C0012139,2025-10-05 19:37:44,STORE,S026,COMPLETED,POS_LEGACY
O0000043141,C0012139,2025-10-08 20:47:23,STORE,S019,COMPLETED,POS_LEGACY
O0000043142,C0012139,2025-12-14 17:06:46,MOBILE,,COMPLETED,MOBILE_APP
O0000043143,C0012139,2025-12-16 11:25:49,STORE,S017,COMPLETED,POS_MODERN
O0000043144,C0012140,2025-12-05 15:32:49,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043145,C0012141,2025-04-09 10:25:29,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043146,C0012141,2025-07-15 16:29:56,STORE,S012,COMPLETED,POS_MODERN
O0000043147,C0012141,2025-08-04 16:20:39,STORE,S024,COMPLETED,POS_MODERN
O0000043148,C0012142,2024-07-10 08:37:17,STORE,S003,COMPLETED,POS_MODERN
O0000043149,C0012142,2024-09-28 14:11:39,MOBILE,,COMPLETED,MOBILE_APP
O0000043150,C0012142,2025-02-12 18:35:12,MOBILE,,COMPLETED,MOBILE_APP
O0000043151,C0012142,2025-09-08 15:00:42,STORE,S022,COMPLETED,POS_LEGACY
O0000043152,C0012142,2025-12-05 20:28:15,MOBILE,,COMPLETED,MOBILE_APP
O0000043153,C0012145,2024-02-07 20:37:44,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043154,C0012145,2024-05-12 08:18:19,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043155,C0012145,2024-11-09 11:49:21,STORE,S014,COMPLETED,POS_MODERN
O0000043156,C0012145,2025-03-04 13:22:15,STORE,S020,COMPLETED,POS_MODERN
O0000043157,C0012145,2025-05-07 13:51:06,STORE,S012,COMPLETED,POS_MODERN
O0000043158,C0012145,2025-10-18 09:29:51,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043159,C0012145,2025-12-07 19:40:07,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043160,C0012146,2025-03-25 11:03:50,STORE,S015,COMPLETED,POS_LEGACY
O0000043161,C0012146,2025-03-27 08:16:40,STORE,S002,COMPLETED,POS_MODERN
O0000043162,C0012146,2025-04-18 19:15:46,MOBILE,,COMPLETED,MOBILE_APP
O0000043163,C0012146,2025-05-27 08:20:27,STORE,S024,COMPLETED,POS_LEGACY
O0000043164,C0012146,2025-07-08 21:09:51,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043165,C0012146,2025-10-03 16:56:51,MOBILE,,COMPLETED,MOBILE_APP
O0000043166,C0012146,2025-10-13 10:55:57,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043167,C0012146,2025-12-29 12:22:44,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043168,C0012147,2025-03-16 21:41:36,STORE,S018,COMPLETED,POS_MODERN
O0000043169,C0012147,2025-04-05 15:28:18,MOBILE,,COMPLETED,MOBILE_APP
O0000043170,C0012147,2025-06-20 14:25:30,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043171,C0012147,2025-07-19 14:52:17,STORE,S003,COMPLETED,POS_MODERN
O0000043172,C0012147,2025-07-22 20:14:33,STORE,S029,COMPLETED,POS_LEGACY
O0000043173,C0012147,2025-07-30 13:50:35,STORE,S012,COMPLETED,POS_MODERN
O0000043174,C0012148,2025-10-12 18:44:24,STORE,S017,COMPLETED,POS_LEGACY
O0000043175,C0012148,2025-11-17 10:29:14,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043176,C0012148,2025-11-27 11:30:34,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043177,C0012149,2025-11-18 19:55:21,STORE,S028,COMPLETED,POS_MODERN
O0000043178,C0012151,2025-11-09 17:07:59,STORE,S005,COMPLETED,POS_MODERN
O0000043179,C0012151,2025-12-05 12:12:32,STORE,S023,COMPLETED,POS_MODERN
O0000043180,C0012151,2025-12-14 09:23:59,STORE,S023,COMPLETED,POS_LEGACY
O0000043181,C0012151,2025-12-19 10:00:17,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043182,C0012152,2025-02-26 08:41:51,STORE,S019,COMPLETED,POS_LEGACY
O0000043183,C0012152,2025-07-13 08:09:12,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043184,C0012152,2025-10-28 21:04:41,STORE,S010,COMPLETED,POS_MODERN
O0000043185,C0012152,2025-10-30 13:19:54,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043186,C0012152,2025-11-11 16:26:56,MOBILE,,COMPLETED,MOBILE_APP
O0000043187,C0012152,2025-11-11 20:04:23,STORE,S018,COMPLETED,POS_MODERN
O0000043188,C0012152,2025-12-08 16:05:50,STORE,S019,COMPLETED,POS_MODERN
O0000043189,C0012153,2024-10-07 11:33:06,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043190,C0012153,2024-10-09 10:57:00,STORE,S017,COMPLETED,POS_LEGACY
O0000043191,C0012153,2024-11-02 10:59:39,STORE,S029,COMPLETED,POS_LEGACY
O0000043192,C0012153,2024-12-04 18:58:51,STORE,S022,COMPLETED,POS_MODERN
O0000043193,C0012153,2025-02-23 17:21:10,STORE,S006,COMPLETED,POS_MODERN
O0000043194,C0012153,2025-02-28 13:08:37,STORE,S020,COMPLETED,POS_LEGACY
O0000043195,C0012153,2025-06-10 09:14:40,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043196,C0012153,2025-06-14 11:43:38,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043197,C0012153,2025-11-29 17:39:40,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043198,C0012153,2025-12-27 11:49:41,MOBILE,,COMPLETED,MOBILE_APP
O0000043199,C0012154,2024-06-27 18:14:41,STORE,S016,COMPLETED,POS_MODERN
O0000043200,C0012154,2024-06-30 18:07:39,STORE,S011,COMPLETED,POS_MODERN
O0000043201,C0012154,2024-10-24 09:03:05,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043202,C0012154,2025-01-06 12:47:22,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043203,C0012154,2025-05-13 14:11:31,MOBILE,,CANCELLED,MOBILE_APP
O0000043204,C0012154,2025-07-05 08:57:30,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043205,C0012154,2025-11-13 09:30:13,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043206,C0012155,2024-12-26 20:59:39,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043207,C0012155,2025-03-06 20:40:18,STORE,S012,COMPLETED,POS_MODERN
O0000043208,C0012155,2025-05-03 14:09:04,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043209,C0012155,2025-06-11 09:28:16,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043210,C0012155,2025-06-11 13:23:28,STORE,S012,COMPLETED,POS_MODERN
O0000043211,C0012155,2025-06-18 14:34:08,MOBILE,,COMPLETED,MOBILE_APP
O0000043212,C0012155,2025-07-05 13:00:25,MOBILE,,COMPLETED,MOBILE_APP
O0000043213,C0012155,2025-07-30 15:40:59,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043214,C0012155,2025-08-03 17:25:16,STORE,S018,COMPLETED,POS_MODERN
O0000043215,C0012155,2025-08-21 13:07:50,MOBILE,,COMPLETED,MOBILE_APP
O0000043216,C0012155,2025-08-23 08:50:15,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043217,C0012155,2025-08-27 16:23:22,STORE,S004,COMPLETED,POS_MODERN
O0000043218,C0012155,2025-09-03 15:40:15,STORE,S008,COMPLETED,POS_MODERN
O0000043219,C0012155,2025-09-08 16:36:47,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043220,C0012155,2025-09-18 13:15:08,STORE,S011,COMPLETED,POS_LEGACY
O0000043221,C0012155,2025-09-30 12:50:57,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043222,C0012155,2025-10-02 15:52:00,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043223,C0012155,2025-11-28 21:45:26,STORE,S018,COMPLETED,POS_MODERN
O0000043224,C0012159,2025-10-09 12:29:05,STORE,S030,COMPLETED,POS_MODERN
O0000043225,C0012159,2025-11-15 11:29:59,STORE,S027,COMPLETED,POS_MODERN
O0000043226,C0012160,2025-12-07 21:10:21,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043227,C0012161,2025-01-31 10:19:49,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043228,C0012161,2025-11-27 16:15:06,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043229,C0012161,2025-11-30 21:20:59,MOBILE,,COMPLETED,MOBILE_APP
O0000043230,C0012162,2024-09-08 13:51:28,STORE,S005,COMPLETED,POS_MODERN
O0000043231,C0012162,2024-10-03 12:04:17,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043232,C0012162,2024-12-02 19:22:30,STORE,S003,COMPLETED,POS_MODERN
O0000043233,C0012162,2025-02-28 17:58:07,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043234,C0012162,2025-11-12 19:46:40,MOBILE,,COMPLETED,MOBILE_APP
O0000043235,C0012162,2025-12-28 08:05:59,MOBILE,,COMPLETED,MOBILE_APP
O0000043236,C0012163,2025-08-01 10:03:19,STORE,S002,COMPLETED,POS_MODERN
O0000043237,C0012167,2025-08-16 08:57:39,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043238,C0012167,2025-11-27 14:21:14,STORE,S018,COMPLETED,POS_LEGACY
O0000043239,C0012168,2024-10-31 17:54:47,STORE,S024,COMPLETED,POS_MODERN
O0000043240,C0012169,2024-07-03 10:31:46,MOBILE,,COMPLETED,MOBILE_APP
O0000043241,C0012169,2024-07-06 09:02:38,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043242,C0012169,2024-07-20 12:57:20,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043243,C0012169,2024-09-02 10:56:02,STORE,S016,COMPLETED,POS_MODERN
O0000043244,C0012169,2024-09-04 16:00:01,STORE,S024,COMPLETED,POS_LEGACY
O0000043245,C0012169,2024-10-12 11:18:47,MOBILE,,COMPLETED,MOBILE_APP
O0000043246,C0012169,2024-11-12 09:13:53,STORE,S005,COMPLETED,POS_MODERN
O0000043247,C0012169,2024-12-20 08:20:06,MOBILE,,COMPLETED,MOBILE_APP
O0000043248,C0012169,2025-01-17 17:26:57,STORE,S028,COMPLETED,POS_MODERN
O0000043249,C0012169,2025-04-03 11:17:16,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043250,C0012170,2025-09-01 14:19:27,STORE,S012,COMPLETED,POS_LEGACY
O0000043251,C0012170,2025-09-02 12:16:33,STORE,S025,COMPLETED,POS_MODERN
O0000043252,C0012170,2025-09-02 19:30:42,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043253,C0012171,2025-09-17 17:15:08,STORE,S021,COMPLETED,POS_MODERN
O0000043254,C0012173,2024-10-13 09:10:10,STORE,S028,COMPLETED,POS_LEGACY
O0000043255,C0012174,2024-06-14 17:07:58,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043256,C0012174,2024-10-11 16:39:52,STORE,S016,COMPLETED,POS_LEGACY
O0000043257,C0012174,2024-10-21 16:28:18,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043258,C0012174,2024-11-22 20:14:32,MOBILE,,COMPLETED,MOBILE_APP
O0000043259,C0012174,2024-11-22 20:19:06,STORE,S020,COMPLETED,POS_LEGACY
O0000043260,C0012174,2024-12-09 08:08:04,STORE,S003,COMPLETED,POS_MODERN
O0000043261,C0012174,2024-12-10 12:43:29,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043262,C0012174,2024-12-30 20:07:26,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043263,C0012174,2025-11-07 13:35:31,STORE,S001,COMPLETED,POS_MODERN
O0000043264,C0012176,2025-02-24 12:18:42,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043265,C0012176,2025-03-31 15:29:50,MOBILE,,COMPLETED,MOBILE_APP
O0000043266,C0012176,2025-04-24 20:59:50,MOBILE,,COMPLETED,MOBILE_APP
O0000043267,C0012176,2025-04-27 16:43:56,STORE,S013,COMPLETED,POS_MODERN
O0000043268,C0012176,2025-07-22 08:59:10,STORE,S012,COMPLETED,POS_MODERN
O0000043269,C0012176,2025-07-22 09:43:04,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043270,C0012176,2025-10-28 12:55:33,STORE,S027,COMPLETED,POS_MODERN
O0000043271,C0012176,2025-11-02 09:28:44,STORE,S030,COMPLETED,POS_MODERN
O0000043272,C0012179,2025-07-19 16:08:44,STORE,S014,COMPLETED,POS_MODERN
O0000043273,C0012179,2025-08-18 09:17:54,STORE,S017,COMPLETED,POS_MODERN
O0000043274,C0012179,2025-09-02 10:33:01,STORE,S003,COMPLETED,POS_MODERN
O0000043275,C0012179,2025-09-09 12:51:10,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043276,C0012179,2025-09-16 10:24:26,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043277,C0012179,2025-10-06 10:49:00,STORE,S016,COMPLETED,POS_LEGACY
O0000043278,C0012179,2025-10-06 13:40:02,STORE,S001,COMPLETED,POS_MODERN
O0000043279,C0012179,2025-10-10 12:09:00,ECOMMERCE,,COMPLETED,ECOM_V1
O0000043280,C0012179,2025-10-18 14:46:04,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043281,C0012179,2025-10-22 21:33:31,STORE,S015,COMPLETED,POS_MODERN
O0000043282,C0012179,2025-10-31 11:42:21,STORE,S020,COMPLETED,POS_LEGACY
O0000043283,C0012179,2025-11-09 16:57:28,STORE,S003,CANCELLED,POS_LEGACY
O0000043284,C0012179,2025-11-15 15:25:54,STORE,S028,COMPLETED,POS_MODERN
O0000043285,C0012179,2025-11-17 20:59:47,STORE,S006,COMPLETED,POS_MODERN
O0000043286,C0012179,2025-11-18 13:13:26,STORE,S010,COMPLETED,POS_LEGACY
O0000043287,C0012179,2025-11-19 10:11:16,MOBILE,,COMPLETED,MOBILE_APP
O0000043288,C0012179,2025-11-27 18:06:42,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043289,C0012179,2025-11-29 13:37:11,MOBILE,,COMPLETED,MOBILE_APP
O0000043290,C0012179,2025-12-05 15:30:13,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043291,C0012179,2025-12-06 10:27:31,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043292,C0012179,2025-12-07 19:20:38,STORE,S013,COMPLETED,POS_MODERN
O0000043293,C0012179,2025-12-09 13:17:58,MOBILE,,COMPLETED,MOBILE_APP
O0000043294,C0012179,2025-12-11 15:45:18,STORE,S011,COMPLETED,POS_MODERN
O0000043295,C0012179,2025-12-21 16:05:45,STORE,S030,COMPLETED,POS_MODERN
O0000043296,C0012179,2025-12-23 10:55:58,STORE,S015,CANCELLED,POS_LEGACY
O0000043297,C0012179,2025-12-26 18:48:23,MOBILE,,COMPLETED,MOBILE_APP
O0000043298,C0012179,2025-12-28 12:11:31,STORE,S005,COMPLETED,POS_MODERN
O0000043299,C0012179,2025-12-29 13:28:21,STORE,S023,COMPLETED,POS_MODERN
O0000043300,C0012180,2025-08-26 12:00:07,STORE,S024,COMPLETED,POS_MODERN
O0000043301,C0012180,2025-08-29 11:54:17,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043302,C0012180,2025-08-29 17:15:17,STORE,S012,COMPLETED,POS_LEGACY
O0000043303,C0012180,2025-09-02 08:07:07,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043304,C0012181,2024-12-07 17:41:05,MOBILE,,COMPLETED,MOBILE_APP
O0000043305,C0012181,2025-07-27 13:37:08,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043306,C0012181,2025-10-06 21:11:16,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043307,C0012181,2025-12-01 17:01:18,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043308,C0012182,2024-03-26 21:31:55,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043309,C0012182,2024-04-08 16:02:42,STORE,S011,COMPLETED,POS_LEGACY
O0000043310,C0012182,2024-04-23 13:06:29,MOBILE,,COMPLETED,MOBILE_APP
O0000043311,C0012182,2024-05-12 18:56:42,ECOMMERCE,,CANCELLED,ECOM_V1
O0000043312,C0012182,2024-06-30 13:57:40,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043313,C0012182,2024-08-27 20:17:09,STORE,S024,COMPLETED,POS_MODERN
O0000043314,C0012182,2024-09-07 14:10:12,ECOMMERCE,,COMPLETED,ECOM_V2
O0000043315,C0012182,2025-12-26 11:57:53,STORE,S005,COMPLETED,POS_MODERN
O0000043316,C0012183,2024-11-07 13:02:25,STORE,S003,COMPLETED,POS_LEGACY
O0000043317,C0012184,2025-12-18 11:17:00,STORE,S010,COMPLETED,POS_MODERN
