stock_count_id,count_date,inventory_snapshot_id,store_id,product_id,system_qty,physical_qty,variance_units,variance_pct
SC00001089,2025-12-31,INV00013235,S027,P00235,1,1,0,0.0
SC00001090,2025-12-31,INV00008545,S018,P00045,1,1,0,0.0
SC00001091,2025-12-31,INV00000770,S002,P00270,3,3,0,0.0
SC00001092,2025-12-31,INV00013990,S028,P00490,4,4,0,0.0
SC00001093,2025-12-31,INV00014976,S030,P00476,9,9,0,0.0
SC00001094,2025-12-31,INV00001657,S004,P00157,12,12,0,0.0
SC00001095,2025-12-31,INV00014378,S029,P00378,9,9,0,0.0
SC00001096,2025-12-31,INV00009995,S020,P00495,1,1,0,0.0
SC00001097,2025-12-31,INV00003663,S008,P00163,3,3,0,0.0
SC00001098,2025-12-31,INV00010974,S022,P00474,6,6,0,0.0
SC00001099,2025-12-31,INV00006925,S014,P00425,1,1,0,0.0
SC00001100,2025-12-31,INV00007558,S016,P00058,8,8,0,0.0
SC00001101,2025-12-31,INV00012270,S025,P00270,3,3,0,0.0
SC00001102,2025-12-31,INV00000423,S001,P00423,11,11,0,0.0
SC00001103,2025-12-31,INV00002404,S005,P00404,6,6,0,0.0
SC00001104,2025-12-31,INV00005856,S012,P00356,1,1,0,0.0
SC00001105,2025-12-31,INV00001213,S003,P00213,4,4,0,0.0
SC00001106,2025-12-31,INV00004051,S009,P00051,7,7,0,0.0
SC00001107,2025-12-31,INV00012994,S026,P00494,9,9,0,0.0
SC00001108,2025-12-31,INV00006670,S014,P00170,2,2,0,0.0
SC00001109,2025-12-31,INV00013373,S027,P00373,4,4,0,0.0
SC00001110,2025-12-31,INV00012342,S025,P00342,5,5,0,0.0
SC00001111,2025-12-31,INV00007276,S015,P00276,1,1,0,0.0
SC00001112,2025-12-31,INV00011967,S024,P00467,3,3,0,0.0
SC00001113,2025-12-31,INV00003426,S007,P00426,12,12,0,0.0
SC00001114,2025-12-31,INV00007653,S016,P00153,6,6,0,0.0
SC00001115,2025-12-31,INV00006250,S013,P00250,3,3,0,0.0
SC00001116,2025-12-31,INV00006162,S013,P00162,2,2,0,0.0
SC00001117,2025-12-31,INV00004145,S009,P00145,1,1,0,0.0
SC00001118,2025-12-31,INV00014611,S030,P00111,4,4,0,0.0
SC00001119,2025-12-31,INV00012132,S025,P00132,5,5,0,0.0
SC00001120,2025-12-31,INV00004760,S010,P00260,1,1,0,0.0
SC00001121,2025-12-31,INV00013959,S028,P00459,8,8,0,0.0
SC00001122,2025-12-31,INV00002215,S005,P00215,1,1,0,0.0
SC00001123,2025-12-31,INV00003550,S008,P00050,3,3,0,0.0
SC00001124,2025-12-31,INV00009314,S019,P00314,1,1,0,0.0
SC00001125,2025-12-31,INV00004091,S009,P00091,5,5,0,0.0
SC00001126,2025-12-31,INV00001117,S003,P00117,1,1,0,0.0
SC00001127,2025-12-31,INV00008681,S018,P00181,4,4,0,0.0
SC00001128,2025-12-31,INV00013614,S028,P00114,10,10,0,0.0
SC00001129,2025-12-31,INV00000374,S001,P00374,1,1,0,0.0
SC00001130,2025-12-31,INV00006008,S013,P00008,13,13,0,0.0
SC00001131,2025-12-31,INV00011517,S024,P00017,2,2,0,0.0
SC00001132,2025-12-31,INV00000266,S001,P00266,2,2,0,0.0
SC00001133,2025-12-31,INV00002377,S005,P00377,6,6,0,0.0
SC00001134,2025-12-31,INV00013877,S028,P00377,1,1,0,0.0
SC00001135,2025-12-31,INV00010366,S021,P00366,3,3,0,0.0
SC00001136,2025-12-31,INV00009172,S019,P00172,3,3,0,0.0
SC00001137,2025-12-31,INV00004372,S009,P00372,2,2,0,0.0
SC00001138,2025-12-31,INV00002483,S005,P00483,4,4,0,0.0
SC00001139,2025-12-31,INV00001150,S003,P00150,3,3,0,0.0
SC00001140,2025-12-31,INV00013360,S027,P00360,2,2,0,0.0
SC00001141,2025-12-31,INV00007226,S015,P00226,6,6,0,0.0
SC00001142,2025-12-31,INV00001395,S003,P00395,26,25,-1,-0.0385
SC00001143,2025-12-31,INV00013120,S027,P00120,4,4,0,0.0
SC00001144,2025-12-31,INV00012162,S025,P00162,4,4,0,0.0
SC00001145,2025-12-31,INV00003895,S008,P00395,4,4,0,0.0
SC00001146,2025-12-31,INV00000379,S001,P00379,12,12,0,0.0
SC00001147,2025-12-31,INV00006215,S013,P00215,1,1,0,0.0
SC00001148,2025-12-31,INV00002380,S005,P00380,1,1,0,0.0
SC00001149,2025-12-31,INV00010026,S021,P00026,4,4,0,0.0
SC00001150,2025-12-31,INV00013804,S028,P00304,1,1,0,0.0
SC00001151,2025-12-31,INV00000072,S001,P00072,3,3,0,0.0
SC00001152,2025-12-31,INV00012359,S025,P00359,3,3,0,0.0
SC00001153,2025-12-31,INV00005505,S012,P00005,8,8,0,0.0
SC00001154,2025-12-31,INV00010738,S022,P00238,11,11,0,0.0
SC00001155,2025-12-31,INV00002935,S006,P00435,8,8,0,0.0
SC00001156,2025-12-31,INV00003629,S008,P00129,4,4,0,0.0
SC00001157,2025-12-31,INV00009843,S020,P00343,3,3,0,0.0
SC00001158,2025-12-31,INV00006337,S013,P00337,7,7,0,0.0
SC00001159,2025-12-31,INV00009989,S020,P00489,1,1,0,0.0
SC00001160,2025-12-31,INV00007664,S016,P00164,3,3,0,0.0
SC00001161,2025-12-31,INV00000464,S001,P00464,9,9,0,0.0
SC00001162,2025-12-31,INV00010357,S021,P00357,10,10,0,0.0
SC00001163,2025-12-31,INV00000495,S001,P00495,6,6,0,0.0
SC00001164,2025-12-31,INV00001446,S003,P00446,1,1,0,0.0
SC00001165,2025-12-31,INV00010627,S022,P00127,3,3,0,0.0
SC00001166,2025-12-31,INV00007455,S015,P00455,3,3,0,0.0
SC00001167,2025-12-31,INV00012719,S026,P00219,1,1,0,0.0
SC00001168,2025-12-31,INV00003687,S008,P00187,15,15,0,0.0
SC00001169,2025-12-31,INV00004364,S009,P00364,6,6,0,0.0
SC00001170,2025-12-31,INV00013761,S028,P00261,5,5,0,0.0
SC00001171,2025-12-31,INV00013715,S028,P00215,2,2,0,0.0
SC00001172,2025-12-31,INV00013520,S028,P00020,4,4,0,0.0
SC00001173,2025-12-31,INV00000116,S001,P00116,5,5,0,0.0
SC00001174,2025-12-31,INV00008530,S018,P00030,1,1,0,0.0
SC00001175,2025-12-31,INV00010193,S021,P00193,3,3,0,0.0
SC00001176,2025-12-31,INV00014755,S030,P00255,24,23,-1,-0.0417
SC00001177,2025-12-31,INV00010423,S021,P00423,16,16,0,0.0
SC00001178,2025-12-31,INV00007969,S016,P00469,2,2,0,0.0
SC00001179,2025-12-31,INV00014369,S029,P00369,2,2,0,0.0
SC00001180,2025-12-31,INV00011009,S023,P00009,8,8,0,0.0
SC00001181,2025-12-31,INV00009115,S019,P00115,2,2,0,0.0
SC00001182,2025-12-31,INV00004167,S009,P00167,8,8,0,0.0
SC00001183,2025-12-31,INV00008272,S017,P00272,5,5,0,0.0
SC00001184,2025-12-31,INV00012567,S026,P00067,8,8,0,0.0
SC00001185,2025-12-31,INV00002532,S006,P00032,1,1,0,0.0
SC00001186,2025-12-31,INV00010677,S022,P00177,3,3,0,0.0
SC00001187,2025-12-31,INV00012478,S025,P00478,3,3,0,0.0
SC00001188,2025-12-31,INV00009039,S019,P00039,3,3,0,0.0
SC00001189,2025-12-31,INV00010798,S022,P00298,7,7,0,0.0
SC00001190,2025-12-31,INV00011516,S024,P00016,3,3,0,0.0
SC00001191,2025-12-31,INV00005808,S012,P00308,5,5,0,0.0
SC00001192,2025-12-31,INV00007836,S016,P00336,2,2,0,0.0
SC00001193,2025-12-31,INV00002091,S005,P00091,5,5,0,0.0
SC00001194,2025-12-31,INV00010968,S022,P00468,5,5,0,0.0
SC00001195,2025-12-31,INV00006926,S014,P00426,2,2,0,0.0
SC00001196,2025-12-31,INV00011322,S023,P00322,12,12,0,0.0
SC00001197,2025-12-31,INV00010391,S021,P00391,6,6,0,0.0
SC00001198,2025-12-31,INV00004631,S010,P00131,7,7,0,0.0
SC00001199,2025-12-31,INV00007362,S015,P00362,6,6,0,0.0
SC00001200,2025-12-31,INV00005771,S012,P00271,3,3,0,0.0
SC00001201,2025-12-31,INV00008663,S018,P00163,1,1,0,0.0
SC00001202,2025-12-31,INV00014052,S029,P00052,7,7,0,0.0
SC00001203,2025-12-31,INV00008847,S018,P00347,6,6,0,0.0
SC00001204,2025-12-31,INV00003280,S007,P00280,3,3,0,0.0
SC00001205,2025-12-31,INV00001818,S004,P00318,4,4,0,0.0
SC00001206,2025-12-31,INV00012823,S026,P00323,3,3,0,0.0
SC00001207,2025-12-31,INV00012553,S026,P00053,3,3,0,0.0
SC00001208,2025-12-31,INV00014749,S030,P00249,1,1,0,0.0
SC00001209,2025-12-31,INV00013527,S028,P00027,2,2,0,0.0
SC00001210,2025-12-31,INV00003228,S007,P00228,2,2,0,0.0
SC00001211,2025-12-31,INV00011197,S023,P00197,1,1,0,0.0
SC00001212,2025-12-31,INV00007072,S015,P00072,4,4,0,0.0
SC00001213,2025-12-31,INV00005042,S011,P00042,9,9,0,0.0
SC00001214,2025-12-31,INV00011543,S024,P00043,4,4,0,0.0
SC00001215,2025-12-31,INV00004456,S009,P00456,18,18,0,0.0
SC00001216,2025-12-31,INV00011777,S024,P00277,1,1,0,0.0
SC00001217,2025-12-31,INV00002760,S006,P00260,7,7,0,0.0
SC00001218,2025-12-31,INV00002882,S006,P00382,5,5,0,0.0
SC00001219,2025-12-31,INV00010872,S022,P00372,1,1,0,0.0
SC00001220,2025-12-31,INV00009955,S020,P00455,5,5,0,0.0
SC00001221,2025-12-31,INV00006121,S013,P00121,10,10,0,0.0
SC00001222,2025-12-31,INV00011025,S023,P00025,4,4,0,0.0
SC00001223,2025-12-31,INV00001784,S004,P00284,1,1,0,0.0
SC00001224,2025-12-31,INV00006796,S014,P00296,1,1,0,0.0
SC00001225,2025-12-31,INV00009291,S019,P00291,6,6,0,0.0
SC00001226,2025-12-31,INV00001433,S003,P00433,5,5,0,0.0
SC00001227,2025-12-31,INV00000521,S002,P00021,3,3,0,0.0
SC00001228,2025-12-31,INV00000081,S001,P00081,8,8,0,0.0
SC00001229,2025-12-31,INV00008511,S018,P00011,6,6,0,0.0
SC00001230,2025-12-31,INV00009359,S019,P00359,1,1,0,0.0
SC00001231,2025-12-31,INV00005944,S012,P00444,4,4,0,0.0
SC00001232,2025-12-31,INV00013485,S027,P00485,6,6,0,0.0
SC00001233,2025-12-31,INV00009894,S020,P00394,5,5,0,0.0
SC00001234,2025-12-31,INV00003350,S007,P00350,3,3,0,0.0
SC00001235,2025-12-31,INV00004842,S010,P00342,2,2,0,0.0
SC00001236,2025-12-31,INV00005473,S011,P00473,4,4,0,0.0
SC00001237,2025-12-31,INV00005445,S011,P00445,1,1,0,0.0
SC00001238,2025-12-31,INV00007125,S015,P00125,5,5,0,0.0
SC00001239,2025-12-31,INV00003770,S008,P00270,5,5,0,0.0
SC00001240,2025-12-31,INV00008521,S018,P00021,4,4,0,0.0
SC00001241,2025-12-31,INV00009884,S020,P00384,6,6,0,0.0
SC00001242,2025-12-31,INV00005463,S011,P00463,4,4,0,0.0
SC00001243,2025-12-31,INV00014169,S029,P00169,8,8,0,0.0
SC00001244,2025-12-31,INV00011303,S023,P00303,5,5,0,0.0
SC00001245,2025-12-31,INV00008777,S018,P00277,3,3,0,0.0
SC00001246,2025-12-31,INV00002500,S005,P00500,4,4,0,0.0
SC00001247,2025-12-31,INV00010857,S022,P00357,2,2,0,0.0
SC00001248,2025-12-31,INV00008532,S018,P00032,1,1,0,0.0
SC00001249,2025-12-31,INV00011961,S024,P00461,5,5,0,0.0
SC00001250,2025-12-31,INV00006427,S013,P00427,4,4,0,0.0
SC00001251,2025-12-31,INV00006794,S014,P00294,11,11,0,0.0
SC00001252,2025-12-31,INV00012803,S026,P00303,5,5,0,0.0
SC00001253,2025-12-31,INV00001248,S003,P00248,3,3,0,0.0
SC00001254,2025-12-31,INV00011367,S023,P00367,1,1,0,0.0
SC00001255,2025-12-31,INV00008706,S018,P00206,12,12,0,0.0
SC00001256,2025-12-31,INV00003584,S008,P00084,1,1,0,0.0
SC00001257,2025-12-31,INV00004313,S009,P00313,7,7,0,0.0
SC00001258,2025-12-31,INV00002266,S005,P00266,9,9,0,0.0
SC00001259,2025-12-31,INV00005830,S012,P00330,2,2,0,0.0
SC00001260,2025-12-31,INV00013984,S028,P00484,7,7,0,0.0
SC00001261,2025-12-31,INV00004946,S010,P00446,8,8,0,0.0
SC00001262,2025-12-31,INV00008343,S017,P00343,7,7,0,0.0
SC00001263,2025-12-31,INV00004022,S009,P00022,20,20,0,0.0
SC00001264,2025-12-31,INV00003916,S008,P00416,8,8,0,0.0
SC00001265,2025-12-31,INV00005737,S012,P00237,3,3,0,0.0
SC00001266,2025-12-31,INV00013474,S027,P00474,3,3,0,0.0
SC00001267,2025-12-31,INV00004365,S009,P00365,6,6,0,0.0
SC00001268,2025-12-31,INV00012734,S026,P00234,9,9,0,0.0
SC00001269,2025-12-31,INV00014107,S029,P00107,4,4,0,0.0
SC00001270,2025-12-31,INV00004244,S009,P00244,4,4,0,0.0
SC00001271,2025-12-31,INV00000748,S002,P00248,3,3,0,0.0
SC00001272,2025-12-31,INV00011210,S023,P00210,10,10,0,0.0
SC00001273,2025-12-31,INV00012564,S026,P00064,3,3,0,0.0
SC00001274,2025-12-31,INV00004820,S010,P00320,5,5,0,0.0
SC00001275,2025-12-31,INV00006265,S013,P00265,1,1,0,0.0
SC00001276,2025-12-31,INV00000994,S002,P00494,7,7,0,0.0
SC00001277,2025-12-31,INV00013392,S027,P00392,5,5,0,0.0
SC00001278,2025-12-31,INV00007509,S016,P00009,4,4,0,0.0
SC00001279,2025-12-31,INV00001894,S004,P00394,11,11,0,0.0
SC00001280,2025-12-31,INV00013283,S027,P00283,8,8,0,0.0
SC00001281,2025-12-31,INV00014632,S030,P00132,23,23,0,0.0
SC00001282,2025-12-31,INV00010990,S022,P00490,10,10,0,0.0
SC00001283,2025-12-31,INV00008678,S018,P00178,7,7,0,0.0
SC00001284,2025-12-31,INV00013001,S027,P00001,2,2,0,0.0
SC00001285,2025-12-31,INV00013522,S028,P00022,3,3,0,0.0
SC00001286,2025-12-31,INV00001302,S003,P00302,3,3,0,0.0
SC00001287,2025-12-31,INV00009999,S020,P00499,5,5,0,0.0
SC00001288,2025-12-31,INV00006575,S014,P00075,1,1,0,0.0
SC00001289,2025-12-31,INV00012005,S025,P00005,7,7,0,0.0
SC00001290,2025-12-31,INV00009208,S019,P00208,2,2,0,0.0
SC00001291,2025-12-31,INV00007740,S016,P00240,1,1,0,0.0
SC00001292,2025-12-31,INV00005366,S011,P00366,2,2,0,0.0
SC00001293,2025-12-31,INV00010316,S021,P00316,2,2,0,0.0
SC00001294,2025-12-31,INV00012510,S026,P00010,1,1,0,0.0
SC00001295,2025-12-31,INV00005003,S011,P00003,2,2,0,0.0
SC00001296,2025-12-31,INV00013508,S028,P00008,7,7,0,0.0
SC00001297,2025-12-31,INV00005710,S012,P00210,5,5,0,0.0
SC00001298,2025-12-31,INV00014011,S029,P00011,7,7,0,0.0
SC00001299,2025-12-31,INV00010710,S022,P00210,1,1,0,0.0
SC00001300,2025-12-31,INV00013345,S027,P00345,3,3,0,0.0
SC00001301,2025-12-31,INV00011180,S023,P00180,4,4,0,0.0
SC00001302,2025-12-31,INV00011324,S023,P00324,14,14,0,0.0
SC00001303,2025-12-31,INV00009280,S019,P00280,8,8,0,0.0
SC00001304,2025-12-31,INV00006930,S014,P00430,3,3,0,0.0
SC00001305,2025-12-31,INV00002814,S006,P00314,7,7,0,0.0
SC00001306,2025-12-31,INV00007211,S015,P00211,4,4,0,0.0
SC00001307,2025-12-31,INV00013026,S027,P00026,2,2,0,0.0
SC00001308,2025-12-31,INV00005178,S011,P00178,2,2,0,0.0
SC00001309,2025-12-31,INV00009386,S019,P00386,9,9,0,0.0
SC00001310,2025-12-31,INV00003255,S007,P00255,9,9,0,0.0
SC00001311,2025-12-31,INV00012709,S026,P00209,8,8,0,0.0
SC00001312,2025-12-31,INV00002520,S006,P00020,7,7,0,0.0
SC00001313,2025-12-31,INV00001049,S003,P00049,3,3,0,0.0
SC00001314,2025-12-31,INV00013413,S027,P00413,4,4,0,0.0
SC00001315,2025-12-31,INV00008252,S017,P00252,3,3,0,0.0
SC00001316,2025-12-31,INV00007890,S016,P00390,2,2,0,0.0
SC00001317,2025-12-31,INV00012554,S026,P00054,2,2,0,0.0
SC00001318,2025-12-31,INV00008770,S018,P00270,8,8,0,0.0
SC00001319,2025-12-31,INV00004768,S010,P00268,1,1,0,0.0
SC00001320,2025-12-31,INV00000286,S001,P00286,1,1,0,0.0
SC00001321,2025-12-31,INV00007295,S015,P00295,8,8,0,0.0
SC00001322,2025-12-31,INV00006802,S014,P00302,1,1,0,0.0
SC00001323,2025-12-31,INV00000509,S002,P00009,6,6,0,0.0
SC00001324,2025-12-31,INV00002406,S005,P00406,7,7,0,0.0
SC00001325,2025-12-31,INV00014979,S030,P00479,6,6,0,0.0
SC00001326,2025-12-31,INV00004443,S009,P00443,2,2,0,0.0
SC00001327,2025-12-31,INV00000957,S002,P00457,3,3,0,0.0
SC00001328,2025-12-31,INV00005216,S011,P00216,6,6,0,0.0
SC00001329,2025-12-31,INV00007701,S016,P00201,10,10,0,0.0
SC00001330,2025-12-31,INV00014912,S030,P00412,12,12,0,0.0
SC00001331,2025-12-31,INV00009749,S020,P00249,4,4,0,0.0
SC00001332,2025-12-31,INV00004935,S010,P00435,1,1,0,0.0
SC00001333,2025-12-31,INV00002869,S006,P00369,10,10,0,0.0
SC00001334,2025-12-31,INV00014683,S030,P00183,7,7,0,0.0
SC00001335,2025-12-31,INV00013815,S028,P00315,7,7,0,0.0
SC00001336,2025-12-31,INV00004638,S010,P00138,14,14,0,0.0
SC00001337,2025-12-31,INV00009712,S020,P00212,17,17,0,0.0
SC00001338,2025-12-31,INV00007099,S015,P00099,7,7,0,0.0
SC00001339,2025-12-31,INV00006208,S013,P00208,3,3,0,0.0
SC00001340,2025-12-31,INV00008284,S017,P00284,1,1,0,0.0
SC00001341,2025-12-31,INV00011901,S024,P00401,21,20,-1,-0.0476
SC00001342,2025-12-31,INV00010971,S022,P00471,3,3,0,0.0
SC00001343,2025-12-31,INV00004882,S010,P00382,5,5,0,0.0
SC00001344,2025-12-31,INV00002461,S005,P00461,3,3,0,0.0
SC00001345,2025-12-31,INV00007702,S016,P00202,4,4,0,0.0
SC00001346,2025-12-31,INV00001698,S004,P00198,2,2,0,0.0
SC00001347,2025-12-31,INV00010468,S021,P00468,2,2,0,0.0
SC00001348,2025-12-31,INV00006290,S013,P00290,6,6,0,0.0
SC00001349,2025-12-31,INV00005070,S011,P00070,4,4,0,0.0
SC00001350,2025-12-31,INV00000125,S001,P00125,3,3,0,0.0
SC00001351,2025-12-31,INV00005280,S011,P00280,11,11,0,0.0
SC00001352,2025-12-31,INV00012444,S025,P00444,3,3,0,0.0
SC00001353,2025-12-31,INV00011431,S023,P00431,2,2,0,0.0
SC00001354,2025-12-31,INV00008937,S018,P00437,1,1,0,0.0
SC00001355,2025-12-31,INV00006412,S013,P00412,1,1,0,0.0
SC00001356,2025-12-31,INV00005226,S011,P00226,9,9,0,0.0
SC00001357,2025-12-31,INV00006972,S014,P00472,3,3,0,0.0
SC00001358,2025-12-31,INV00014092,S029,P00092,1,1,0,0.0
SC00001359,2025-12-31,INV00012065,S025,P00065,19,19,0,0.0
SC00001360,2025-12-31,INV00003697,S008,P00197,3,3,0,0.0
SC00001361,2025-12-31,INV00000979,S002,P00479,2,2,0,0.0
SC00001362,2025-12-31,INV00005716,S012,P00216,4,4,0,0.0
SC00001363,2025-12-31,INV00007331,S015,P00331,9,9,0,0.0
SC00001364,2025-12-31,INV00008933,S018,P00433,1,1,0,0.0
SC00001365,2025-12-31,INV00002261,S005,P00261,3,3,0,0.0
SC00001366,2025-12-31,INV00014332,S029,P00332,1,1,0,0.0
SC00001367,2025-12-31,INV00005729,S012,P00229,3,3,0,0.0
SC00001368,2025-12-31,INV00003929,S008,P00429,1,1,0,0.0
SC00001369,2025-12-31,INV00013109,S027,P00109,6,6,0,0.0
SC00001370,2025-12-31,INV00006090,S013,P00090,7,7,0,0.0
SC00001371,2025-12-31,INV00011650,S024,P00150,1,1,0,0.0
SC00001372,2025-12-31,INV00005960,S012,P00460,2,2,0,0.0
SC00001373,2025-12-31,INV00013411,S027,P00411,6,6,0,0.0
SC00001374,2025-12-31,INV00005616,S012,P00116,7,7,0,0.0
SC00001375,2025-12-31,INV00005128,S011,P00128,8,8,0,0.0
SC00001376,2025-12-31,INV00013157,S027,P00157,6,6,0,0.0
SC00001377,2025-12-31,INV00004159,S009,P00159,4,4,0,0.0
SC00001378,2025-12-31,INV00010568,S022,P00068,7,7,0,0.0
SC00001379,2025-12-31,INV00014229,S029,P00229,5,5,0,0.0
SC00001380,2025-12-31,INV00012873,S026,P00373,4,4,0,0.0
SC00001381,2025-12-31,INV00002429,S005,P00429,1,1,0,0.0
SC00001382,2025-12-31,INV00004450,S009,P00450,2,2,0,0.0
SC00001383,2025-12-31,INV00011664,S024,P00164,3,3,0,0.0
SC00001384,2025-12-31,INV00010709,S022,P00209,2,2,0,0.0
SC00001385,2025-12-31,INV00004480,S009,P00480,11,11,0,0.0
SC00001386,2025-12-31,INV00004221,S009,P00221,11,11,0,0.0
SC00001387,2025-12-31,INV00008612,S018,P00112,13,13,0,0.0
SC00001388,2025-12-31,INV00000971,S002,P00471,3,3,0,0.0
SC00001389,2025-12-31,INV00014286,S029,P00286,4,4,0,0.0
SC00001390,2025-12-31,INV00006472,S013,P00472,5,5,0,0.0
SC00001391,2025-12-31,INV00014251,S029,P00251,1,1,0,0.0
SC00001392,2025-12-31,INV00012379,S025,P00379,15,15,0,0.0
SC00001393,2025-12-31,INV00004781,S010,P00281,2,2,0,0.0
SC00001394,2025-12-31,INV00008855,S018,P00355,3,3,0,0.0
SC00001395,2025-12-31,INV00008142,S017,P00142,4,4,0,0.0
SC00001396,2025-12-31,INV00009806,S020,P00306,4,4,0,0.0
SC00001397,2025-12-31,INV00012004,S025,P00004,18,18,0,0.0
SC00001398,2025-12-31,INV00009355,S019,P00355,5,5,0,0.0
SC00001399,2025-12-31,INV00012293,S025,P00293,4,4,0,0.0
SC00001400,2025-12-31,INV00006690,S014,P00190,1,1,0,0.0
SC00001401,2025-12-31,INV00003600,S008,P00100,1,1,0,0.0
SC00001402,2025-12-31,INV00009560,S020,P00060,9,9,0,0.0
SC00001403,2025-12-31,INV00010498,S021,P00498,3,3,0,0.0
SC00001404,2025-12-31,INV00008554,S018,P00054,7,7,0,0.0
SC00001405,2025-12-31,INV00000510,S002,P00010,1,1,0,0.0
SC00001406,2025-12-31,INV00012220,S025,P00220,4,4,0,0.0
SC00001407,2025-12-31,INV00008214,S017,P00214,3,3,0,0.0
SC00001408,2025-12-31,INV00007076,S015,P00076,8,8,0,0.0
SC00001409,2025-12-31,INV00001149,S003,P00149,2,2,0,0.0
SC00001410,2025-12-31,INV00008673,S018,P00173,2,2,0,0.0
SC00001411,2025-12-31,INV00010577,S022,P00077,5,5,0,0.0
SC00001412,2025-12-31,INV00007149,S015,P00149,5,5,0,0.0
SC00001413,2025-12-31,INV00002001,S005,P00001,3,3,0,0.0
SC00001414,2025-12-31,INV00013699,S028,P00199,2,2,0,0.0
SC00001415,2025-12-31,INV00008430,S017,P00430,1,1,0,0.0
SC00001416,2025-12-31,INV00007087,S015,P00087,1,1,0,0.0
SC00001417,2025-12-31,INV00002114,S005,P00114,3,3,0,0.0
SC00001418,2025-12-31,INV00000561,S002,P00061,2,2,0,0.0
SC00001419,2025-12-31,INV00000434,S001,P00434,3,3,0,0.0
SC00001420,2025-12-31,INV00007489,S015,P00489,2,2,0,0.0
SC00001421,2025-12-31,INV00000409,S001,P00409,1,1,0,0.0
SC00001422,2025-12-31,INV00014457,S029,P00457,3,3,0,0.0
SC00001423,2025-12-31,INV00009490,S019,P00490,3,3,0,0.0
SC00001424,2025-12-31,INV00004059,S009,P00059,3,3,0,0.0
SC00001425,2025-12-31,INV00005984,S012,P00484,3,3,0,0.0
SC00001426,2025-12-31,INV00013934,S028,P00434,4,4,0,0.0
SC00001427,2025-12-31,INV00004084,S009,P00084,4,4,0,0.0
SC00001428,2025-12-31,INV00012911,S026,P00411,2,2,0,0.0
SC00001429,2025-12-31,INV00001840,S004,P00340,3,3,0,0.0
SC00001430,2025-12-31,INV00012209,S025,P00209,2,2,0,0.0
SC00001431,2025-12-31,INV00005071,S011,P00071,18,18,0,0.0
SC00001432,2025-12-31,INV00005668,S012,P00168,2,2,0,0.0
SC00001433,2025-12-31,INV00000079,S001,P00079,8,8,0,0.0
SC00001434,2025-12-31,INV00008626,S018,P00126,2,2,0,0.0
SC00001435,2025-12-31,INV00004075,S009,P00075,3,3,0,0.0
SC00001436,2025-12-31,INV00010671,S022,P00171,8,8,0,0.0
SC00001437,2025-12-31,INV00008914,S018,P00414,1,1,0,0.0
SC00001438,2025-12-31,INV00001228,S003,P00228,1,1,0,0.0
SC00001439,2025-12-31,INV00005594,S012,P00094,4,4,0,0.0
SC00001440,2025-12-31,INV00004431,S009,P00431,3,3,0,0.0
SC00001441,2025-12-31,INV00006138,S013,P00138,4,4,0,0.0
SC00001442,2025-12-31,INV00014735,S030,P00235,3,3,0,0.0
SC00001443,2025-12-31,INV00005689,S012,P00189,3,3,0,0.0
SC00001444,2025-12-31,INV00012975,S026,P00475,2,2,0,0.0
SC00001445,2025-12-31,INV00009155,S019,P00155,1,1,0,0.0
SC00001446,2025-12-31,INV00011130,S023,P00130,2,2,0,0.0
SC00001447,2025-12-31,INV00001024,S003,P00024,3,3,0,0.0
SC00001448,2025-12-31,INV00004712,S010,P00212,2,2,0,0.0
SC00001449,2025-12-31,INV00008841,S018,P00341,12,12,0,0.0
SC00001450,2025-12-31,INV00000381,S001,P00381,3,3,0,0.0
SC00001451,2025-12-31,INV00013767,S028,P00267,3,3,0,0.0
SC00001452,2025-12-31,INV00004270,S009,P00270,9,9,0,0.0
SC00001453,2025-12-31,INV00008180,S017,P00180,1,1,0,0.0
SC00001454,2025-12-31,INV00009972,S020,P00472,2,2,0,0.0
SC00001455,2025-12-31,INV00001887,S004,P00387,4,4,0,0.0
SC00001456,2025-12-31,INV00011287,S023,P00287,12,12,0,0.0
SC00001457,2025-12-31,INV00006126,S013,P00126,2,2,0,0.0
SC00001458,2025-12-31,INV00005338,S011,P00338,1,1,0,0.0
SC00001459,2025-12-31,INV00013960,S028,P00460,1,1,0,0.0
SC00001460,2025-12-31,INV00014918,S030,P00418,4,4,0,0.0
SC00001461,2025-12-31,INV00007062,S015,P00062,5,5,0,0.0
SC00001462,2025-12-31,INV00011659,S024,P00159,5,5,0,0.0
SC00001463,2025-12-31,INV00007789,S016,P00289,4,4,0,0.0
SC00001464,2025-12-31,INV00002806,S006,P00306,13,13,0,0.0
SC00001465,2025-12-31,INV00000722,S002,P00222,9,9,0,0.0
SC00001466,2025-12-31,INV00004187,S009,P00187,11,11,0,0.0
SC00001467,2025-12-31,INV00004407,S009,P00407,5,5,0,0.0
SC00001468,2025-12-31,INV00010338,S021,P00338,4,4,0,0.0
SC00001469,2025-12-31,INV00008541,S018,P00041,3,3,0,0.0
SC00001470,2025-12-31,INV00005646,S012,P00146,3,3,0,0.0
SC00001471,2025-12-31,INV00004002,S009,P00002,1,1,0,0.0
SC00001472,2025-12-31,INV00003276,S007,P00276,6,6,0,0.0
SC00001473,2025-12-31,INV00003057,S007,P00057,1,1,0,0.0
SC00001474,2025-12-31,INV00012019,S025,P00019,4,4,0,0.0
SC00001475,2025-12-31,INV00011713,S024,P00213,10,10,0,0.0
